Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity_Jumping,Activity_Walking,Prediction,Activity
86.065574,-1.4103423809566245,-0.342090756883294,-0.6740924128017625,10.984,0,1,1,Jumping
86.075637,-1.3650697075343032,-0.34693117042317345,-0.6772272121358729,10.62,0,1,1,Jumping
86.0857,-1.326409896521984,-0.35521082516244096,-0.6797876636199575,10.308,0,1,1,Jumping
86.095763,-1.2863512107690873,-0.3594143421839152,-0.6815808565257633,9.985,0,1,1,Jumping
86.105826,-1.2428589233802279,-0.35852268705814794,-0.6827010540500503,9.64,0,1,1,Jumping
86.115889,-1.2092859296063718,-0.35380965282194954,-0.6832162133811803,9.373,0,1,1,Jumping
86.125952,-1.1941526483219442,-0.34782282554894073,-0.6833499355905375,9.254,0,1,1,Jumping
86.136015,-1.2158987920163737,-0.3441288257421906,-0.6831701778664836,9.427,0,1,1,Jumping
86.146078,-1.2410785373467659,-0.33559441239556104,-0.6818614539486766,9.644,0,1,1,Jumping
86.156141,-1.2331939706271482,-0.3150863445029139,-0.6795772155527724,9.604,0,1,1,Jumping
86.166204,-1.22123995011676,-0.2952151731286719,-0.6771724079517101,9.513,0,1,1,Jumping
86.176267,-1.2253094039075303,-0.2854069667452319,-0.6745571522834627,9.549,0,1,1,Jumping
86.18633,-1.2478185701877296,-0.2819677255458439,-0.6713324740873253,9.744,0,1,1,Jumping
86.196394,-1.2869870629238953,-0.26897503657037797,-0.6676255190705557,10.078,0,1,1,Jumping
86.206457,-1.3220861018692904,-0.25139669266239467,-0.6630329284377156,10.384,0,1,1,Jumping
86.21652,-1.347138676768721,-0.23305407293232516,-0.6578352996117186,10.613,0,1,1,Jumping
86.226583,-1.3738444672706522,-0.20273779865623803,-0.6520589386009628,10.872,0,1,1,Jumping
86.236646,-1.398134019584313,-0.16006573192309018,-0.6462453107449762,11.127,0,1,1,Jumping
86.246709,-1.415047686902203,-0.12287097524822697,-0.6402804233407002,11.331,0,1,1,Jumping
86.256772,-1.422296401467013,-0.09828676963778656,-0.6340612445219093,11.434,0,1,1,Jumping
86.266835,-1.4276375595673991,-0.07803346035250146,-0.6278376813683851,11.5,0,1,1,Jumping
86.276898,-1.4118684261281635,-0.056761116637768075,-0.621592196541196,11.415,0,1,1,Jumping
86.286961,-1.3721912516681516,-0.04555173791383669,-0.6154080924002691,11.117,0,1,1,Jumping
86.297024,-1.3300978390198697,-0.03867325551506064,-0.6096711904021104,10.776,0,1,1,Jumping
86.307087,-1.2877500855096646,-0.03676256595984505,-0.6044516399024482,10.422,0,1,1,Jumping
86.31715,-1.2581193750956172,-0.02861029052425858,-0.5995433771688307,10.191,0,1,1,Jumping
86.327213,-1.2511250013927306,-0.017273532496646173,-0.5954966362102517,10.139,0,1,1,Jumping
86.337276,-1.2679114982796587,-0.01141408452731843,-0.5924758295791999,10.253,0,1,1,Jumping
86.34734,-1.2922010505933197,-0.0110319466162753,-0.5895975138269712,10.418,0,1,1,Jumping
86.357403,-1.311403785668518,-0.005045119343266478,-0.5863552982919018,10.561,0,1,1,Jumping
86.367466,-1.3334042702248707,0.003998811218087211,-0.5832928404808863,10.728,0,1,1,Jumping
86.377529,-1.3510809601285299,0.021831913733432597,-0.5808639190387923,10.882,0,1,1,Jumping
86.387592,-1.3700293543418047,0.04233998162607978,-0.579086071304552,11.056,0,1,1,Jumping
86.397655,-1.4284005821531687,0.052402946616881836,-0.5779592972781655,11.509,0,1,1,Jumping
86.407718,-1.4989801713368436,0.05737073946044229,-0.5770035123063668,12.054,0,1,1,Jumping
86.417781,-1.5475592759641659,0.06157425648191655,-0.576334901259581,12.432,0,1,1,Jumping
86.427844,-1.5909243929220636,0.07049080773958927,-0.5757583612421887,12.781,0,1,1,Jumping
86.437907,-1.6440816330640027,0.0865406000034001,-0.5752081272331945,13.217,0,1,1,Jumping
86.44797,-1.7212740846576797,0.09201791006168476,-0.5746272028810692,13.817,0,1,1,Jumping
86.458033,-1.7847321297075065,0.09405597892058137,-0.5735376956999133,14.304,0,1,1,Jumping
86.468096,-1.820339850376748,0.09940590967518496,-0.571836573823501,14.585,0,1,1,Jumping
86.478159,-1.8336927456277137,0.09329170309849512,-0.5697715521642478,14.676,0,1,1,Jumping
86.488222,-1.8489531973431028,0.07150984216903758,-0.5681603091498624,14.755,0,1,1,Jumping
86.498286,-1.856710593631759,0.057243360156761264,-0.5668756990730871,14.79,0,1,1,Jumping
86.508349,-1.8364904951088683,0.05112915358007142,-0.565325836744964,14.625,0,1,1,Jumping
86.518412,-1.7741769839376957,0.05074701566902829,-0.5635501811780903,14.145,0,1,1,Jumping
86.528475,-1.6814697397667064,0.04960060193589896,-0.5619279773268723,13.432,0,1,1,Jumping
86.538538,-1.5849473826668696,0.03915549903405383,-0.5606609045890291,12.674,0,1,1,Jumping
86.548601,-1.4819393335879922,0.018265293230363522,-0.5597555394666601,11.85,0,1,1,Jumping
86.558664,-1.4024578142370068,-0.008102222631611401,-0.5593017608217923,11.197,0,1,1,Jumping
86.568727,-1.3585840155552629,-0.03510663501199156,-0.5592754548133942,10.817,0,1,1,Jumping
86.57879,-1.3421790299612195,-0.058926564800345714,-0.5594683655416471,10.649,0,1,1,Jumping
86.588853,-1.3434507342708353,-0.08631311509176898,-0.5598147279855559,10.614,0,1,1,Jumping
86.598916,-1.3556590956431465,-0.11344490677583015,-0.5605184137102058,10.67,0,1,1,Jumping
86.608979,-1.3620176171912255,-0.13981242263780508,-0.5616298425650268,10.686,0,1,1,Jumping
86.619042,-1.3632893215008413,-0.16885490387708182,-0.563004331503829,10.665,0,1,1,Jumping
86.629105,-1.366595752705842,-0.19356648879120325,-0.5642735964090388,10.67,0,1,1,Jumping
86.639169,-1.368757650032189,-0.21267338434335903,-0.5651680006945752,10.676,0,1,1,Jumping
86.649232,-1.3681217978773812,-0.23139814198447167,-0.5655867046615788,10.663,0,1,1,Jumping
86.659295,-1.3653240483962266,-0.25075979614398947,-0.5656700070215062,10.634,0,1,1,Jumping
86.669358,-1.366977263998727,-0.27343331219921435,-0.5655888968289452,10.642,0,1,1,Jumping
86.679421,-1.3763878758898835,-0.29585206964707705,-0.5654091391048914,10.717,0,1,1,Jumping
86.689484,-1.4039838594085459,-0.3172517926654915,-0.5651636163598421,10.94,0,1,1,Jumping
86.699547,-1.454470520500292,-0.33635868821764725,-0.5644051264510295,11.351,0,1,1,Jumping
86.70961,-1.5236512349433895,-0.3526632390888202,-0.5630547513532588,11.908,0,1,1,Jumping
86.719673,-1.5582415921649384,-0.36934992787103627,-0.5611651030833265,12.19,0,1,1,Jumping
86.729736,-1.5422181178637797,-0.38514496152748495,-0.5590913127546073,12.063,0,1,1,Jumping
86.739799,-1.4982171487510743,-0.3938067541777956,-0.5572104331541411,11.707,0,1,1,Jumping
86.749862,-1.446585953780674,-0.3997935814508044,-0.5554479305914665,11.296,0,1,1,Jumping
86.759925,-1.3997872351868137,-0.3981376505029509,-0.5535626666562672,10.927,0,1,1,Jumping
86.769989,-1.3585840155552629,-0.3906222715857696,-0.551381460126589,10.603,0,1,1,Jumping
86.780052,-1.323993658333714,-0.3806866858986486,-0.5490117272033908,10.328,0,1,1,Jumping
86.790116,-1.2995769355890914,-0.3699868243894414,-0.5464381227151072,10.136,0,1,1,Jumping
86.800179,-1.2836806317188942,-0.3595417214875962,-0.5436233798165073,10.013,0,1,1,Jumping
86.810242,-1.2653680896604271,-0.3499882737115184,-0.5405083099886955,9.871,0,1,1,Jumping
86.820305,-1.2546857734596546,-0.3442562050458717,-0.5370512620517081,9.785,0,1,1,Jumping
86.830368,-1.271980952070429,-0.34578475669004416,-0.5333596522065038,9.92,0,1,1,Jumping
86.840431,-1.295507481798321,-0.3499882737115184,-0.529514590645644,10.108,0,1,1,Jumping
86.850494,-1.2981780608485138,-0.3471859290305355,-0.5256761055868836,10.128,0,1,1,Jumping
86.860557,-1.293091243610051,-0.33916103289863014,-0.5219121542185846,10.079,0,1,1,Jumping
86.87062,-1.2850795064594716,-0.33151827467776784,-0.5181482028502856,10.01,0,1,1,Jumping
86.880683,-1.2698190547440824,-0.32234696481273306,-0.5142329919336973,9.89,0,1,1,Jumping
86.890746,-1.2541770917358084,-0.31457682728818975,-0.5102300943224487,9.765,0,1,1,Jumping
86.900809,-1.2457838432923445,-0.3103733102667155,-0.5064135309373535,9.691,0,1,1,Jumping
86.910872,-1.234465674936764,-0.3144494479845087,-0.5029192161551354,9.596,0,1,1,Jumping
86.920935,-1.2092859296063718,-0.32387551645690554,-0.49929117916356,9.394,0,1,1,Jumping
86.930998,-1.1827073095354024,-0.33177303328512986,-0.49527732071547875,9.178,0,1,1,Jumping
86.941062,-1.1679555395438594,-0.33291944701825926,-0.4910223238570813,9.057,0,1,1,Jumping
86.951125,-1.1785106853136702,-0.33304682632194027,-0.486771711333417,9.137,0,1,1,Jumping
86.961188,-1.2117021677946418,-0.3334289642329834,-0.4827578528853357,9.398,0,1,1,Jumping
86.971251,-1.2529053874261926,-0.3406895845428026,-0.47898513284757077,9.722,0,1,1,Jumping
86.981314,-1.2881315968025495,-0.3473133083342166,-0.47513787911934424,9.997,0,1,1,Jumping
86.991377,-1.3120396378233257,-0.3548286872513978,-0.47139365725734383,10.183,0,1,1,Jumping
87.00144,-1.3278087712625612,-0.36298096268698427,-0.4679453779898224,10.307,0,1,1,Jumping
87.011503,-1.3439594159946815,-0.36973206578207934,-0.46489826535037243,10.435,0,1,1,Jumping
87.021566,-1.3623991284841102,-0.3743177207145967,-0.4622172446611298,10.58,0,1,1,Jumping
87.031629,-1.3664685822748808,-0.37215227255201905,-0.4597642093780043,10.611,0,1,1,Jumping
87.041692,-1.3508266192666065,-0.36616544527901024,-0.4573944764548061,10.488,0,1,1,Jumping
87.051755,-1.3097505700660175,-0.3548286872513978,-0.45531410962398733,10.164,0,1,1,Jumping
87.061818,-1.2579922046646557,-0.34285503270538026,-0.4536787527685703,9.757,0,1,1,Jumping
87.071882,-1.1991122951294455,-0.3264231025305263,-0.4523831818549624,9.295,0,1,1,Jumping
87.081945,-1.128405535514809,-0.2915211733219218,-0.4513134041801052,8.746,0,1,1,Jumping
87.092008,-1.067745239946137,-0.2466836584261963,-0.4507807075100431,8.294,0,1,1,Jumping
87.102071,-1.056299901159595,-0.2168769013648333,-0.4512673686654084,8.241,0,1,1,Jumping
87.112134,-1.0981389729459536,-0.2099984189660572,-0.4526133594284461,8.595,0,1,1,Jumping
87.122197,-1.1432844759373133,-0.20885200523292788,-0.4543670933216547,8.952,0,1,1,Jumping
87.13226,-1.1453192028326986,-0.1933117301838412,-0.4561822079011256,8.975,0,1,1,Jumping
87.142323,-1.1290413876696168,-0.1540789046500814,-0.458591399836921,8.9,0,1,1,Jumping
87.152386,-1.094451030448068,-0.11242587234638185,-0.4623553512052199,8.717,0,1,1,Jumping
87.162449,-1.059606332364596,-0.0841476669291913,-0.46715838990524505,8.53,0,1,1,Jumping
87.172512,-1.045744755389784,-0.06873477118378567,-0.47237355607017417,8.487,0,1,1,Jumping
87.182575,-1.056299901159595,-0.0561242201193629,-0.47811922673779894,8.633,0,1,1,Jumping
87.192638,-1.0696527964105604,-0.04032918646291412,-0.48447431993331364,8.787,0,1,1,Jumping
87.202701,-1.0900000653644126,-0.01383429129725812,-0.49137745497045604,9.005,0,1,1,Jumping
87.212764,-1.1192492644855754,0.01571770715674275,-0.4986576427946384,9.285,0,1,1,Jumping
87.222828,-1.150914701795008,0.03533411992362265,-0.5062381575480327,9.557,0,1,1,Jumping
87.232891,-1.1866495928952112,0.038518602515648655,-0.5141825720842677,9.821,0,1,1,Jumping
87.242954,-1.2043262827988703,0.043613774662890195,-0.5223659328634523,9.951,0,1,1,Jumping
87.253017,-1.2017828741796388,0.058007635978847526,-0.5309175777602109,9.964,0,1,1,Jumping
87.26308,-1.1942798187529056,0.08017163481934819,-0.5395415641800643,9.954,0,1,1,Jumping
87.273143,-1.1734238680752072,0.10488321973346963,-0.54784987849914,9.847,0,1,1,Jumping
87.283206,-1.1402323855942358,0.12691983927028927,-0.5558929405668681,9.649,0,1,1,Jumping
87.293269,-1.1177232193140365,0.1543063895617125,-0.5637474762410761,9.571,0,1,1,Jumping
87.303332,-1.1008095519961467,0.1838583880157134,-0.5713104536555383,9.555,0,1,1,Jumping
87.313395,-1.0972487799292225,0.209079490144559,-0.5784876096134945,9.622,0,1,1,Jumping
87.323458,-1.1146711289709588,0.21990673095744728,-0.5853184031275422,9.778,0,1,1,Jumping
87.333521,-1.1320934780126948,0.22640307544518026,-0.5916208843062607,9.906,0,1,1,Jumping
87.343584,-1.1258621268955773,0.24028741954641344,-0.5973139429570892,9.898,0,1,1,Jumping
87.353648,-1.1161971741424976,0.2420707297979479,-0.6024743049378555,9.826,0,1,1,Jumping
87.363711,-1.1294228989625015,0.24652900542678424,-0.6071151232527588,9.922,0,1,1,Jumping
87.373774,-1.1418856011967362,0.26028597022433647,-0.6109623769809852,10.041,0,1,1,Jumping
87.383837,-1.1534581104142396,0.27251438337771616,-0.6140116817878017,10.155,0,1,1,Jumping
87.3939,-1.1547298147238554,0.2811761760280267,-0.6163770303762669,10.19,0,1,1,Jumping
87.403963,-1.1604524841171262,0.2871630033010355,-0.6177230211393044,10.246,0,1,1,Jumping
87.414026,-1.1721521637655914,0.29837238202496685,-0.6182754473156652,10.362,0,1,1,Jumping
87.424089,-1.1837246729830948,0.3111103123930708,-0.6181395329389415,10.487,0,1,1,Jumping
87.434152,-1.1933896257361747,0.31620548454031233,-0.6173963882016943,10.575,0,1,1,Jumping
87.444215,-1.1932624553052131,0.3198994843470624,-0.6161665823090818,10.591,0,1,1,Jumping
87.454278,-1.1916092397027127,0.32881603560473505,-0.6144566917632034,10.621,0,1,1,Jumping
87.464341,-1.2035632602131008,0.3428277590096493,-0.6124859333007102,10.77,0,1,1,Jumping
87.474404,-1.2236561883050299,0.3519990688746841,-0.6103200719425975,10.961,0,1,1,Jumping
87.484467,-1.2483272519115758,0.3587501719697791,-0.6078736131615715,11.173,0,1,1,Jumping
87.49453,-1.2831719499950478,0.3691952748716242,-0.6048001945137235,11.468,0,1,1,Jumping
87.504594,-1.317126455061789,0.3802772742918745,-0.6011348906769174,11.768,0,1,1,Jumping
87.514657,-1.3490462332331445,0.38333437758021943,-0.5972722917771254,12.02,0,1,1,Jumping
87.52472,-1.379567136663923,0.38537244643911606,-0.59350614824146,12.246,0,1,1,Jumping
87.534783,-1.3917754980362345,0.3893212048532283,-0.5897575420447265,12.343,0,1,1,Jumping
87.544846,-1.3908853050195034,0.39441637700046983,-0.5857436835966453,12.356,0,1,1,Jumping
87.554909,-1.3902494528646954,0.40931975553115135,-0.5812891995078954,12.416,0,1,1,Jumping
87.564972,-1.3992785534629675,0.4286814096906692,-0.5762757127406852,12.566,0,1,1,Jumping
87.575035,-1.430053797755669,0.4328849267121434,-0.5709049026927339,12.809,0,1,1,Jumping
87.585098,-1.4879163438431866,0.4317385129790141,-0.565433252945923,13.218,0,1,1,Jumping
87.595161,-1.5879994730099474,0.42715285804649666,-0.5598454183286871,13.919,0,1,1,Jumping
87.605224,-1.7147883926786394,0.41963747912931537,-0.5538849152591442,14.825,0,1,1,Jumping
87.615287,-1.8413229714854082,0.4491894775833163,-0.5471856517870873,15.891,0,1,1,Jumping
87.62535,-1.9470015996144785,0.5336419559238448,-0.5394144184728067,17.018,0,1,1,Jumping
87.635414,-2.0290265275846955,0.6124897449024075,-0.5309131934254778,17.949,0,1,1,Jumping
87.645477,-2.082692449450481,0.6261193303962787,-0.5225544592569722,18.388,0,1,1,Jumping
87.65554,-2.1194447039983766,0.6070124348441228,-0.5150769763698041,18.523,0,1,1,Jumping
87.665603,-2.139919143383191,0.584084160181536,-0.5083996345714122,18.539,0,1,1,Jumping
87.675666,-2.117028465810107,0.5583535408379662,-0.5024150176608378,18.254,0,1,1,Jumping
87.685729,-2.064507077822976,0.5372085764269138,-0.4971121648012482,17.783,0,1,1,Jumping
87.695792,-1.9871874557983369,0.5401383004115777,-0.4920986780340381,17.245,0,1,1,Jumping
87.705855,-1.9005843923135028,0.5717283677244752,-0.4872781019950809,16.76,0,1,1,Jumping
87.715918,-1.8204670208077096,0.6022994006079244,-0.4827293547095711,16.317,0,1,1,Jumping
87.725981,-1.7486157273144187,0.634144226528184,-0.47811922673779894,15.971,0,1,1,Jumping
87.736044,-1.6774002859759358,0.6588558114423054,-0.47302682194539436,15.633,0,1,1,Jumping
87.746107,-1.6065663559303376,0.6714663625067283,-0.467248268767272,15.263,0,1,1,Jumping
87.75617,-1.5483222985499354,0.6662438110558057,-0.46092605808225495,14.907,0,1,1,Jumping
87.766233,-1.4994888530606898,0.6429333984821757,-0.45423117894493104,14.541,0,1,1,Jumping
87.776297,-1.4454414199020198,0.6164385033165196,-0.44733681257725466,14.119,0,1,1,Jumping
87.78636,-1.3720640812371898,0.5698176781692597,-0.4405980900926006,13.444,0,1,1,Jumping
87.796423,-1.2821545865473554,0.5369538178195518,-0.4342429968970858,12.698,0,1,1,Jumping
87.806486,-1.191482069271751,0.5333871973164828,-0.42801066507409574,12.123,0,1,1,Jumping
87.816549,-1.1112375273349961,0.5363169213011466,-0.4216489953764815,11.693,0,1,1,Jumping
87.826612,-1.0615138888290196,0.5403930590189399,-0.41501549692541984,11.465,0,1,1,Jumping
87.836675,-1.0150966815280442,0.5318586456723102,-0.40807509504304673,11.212,0,1,1,Jumping
87.846738,-0.9475691826874469,0.5113505777796631,-0.4010842733112439,10.769,0,1,1,Jumping
87.856801,-0.878134127382426,0.477977200215231,-0.39419867561303357,10.217,0,1,1,Jumping
87.866864,-0.813531548453945,0.4392538918961953,-0.38724073639172835,9.673,0,1,1,Jumping
87.876927,-0.7556690023664276,0.4272802373501777,-0.3801205767853013,9.326,0,1,1,Jumping
87.88699,-0.7138299305800688,0.43836223677042807,-0.3726869372454633,9.243,0,1,1,Jumping
87.897053,-0.6778406986179426,0.43836223677042807,-0.3649091274290831,9.134,0,1,1,Jumping
87.907116,-0.6571119183712056,0.44383954682871274,-0.3567696099972286,9.103,0,1,1,Jumping
87.91718,-0.6400710806223544,0.4467692708133766,-0.34835168730982724,9.069,0,1,1,Jumping
87.927243,-0.6095501771915759,0.43377658183791074,-0.33990745861402777,8.853,0,1,1,Jumping
87.937306,-0.5884398856519543,0.4261338236170484,-0.33127470352470834,8.716,0,1,1,Jumping
87.947369,-0.5621156064429079,0.4137780311599877,-0.3222188601336523,8.589,0,1,1,Jumping
87.957432,-0.5144266948323165,0.3958175493409613,-0.3131235577299991,8.294,0,1,1,Jumping
87.967495,-0.46203247727614694,0.3919961702305301,-0.30443161412178393,7.985,0,1,1,Jumping
87.977558,-0.41879453074921086,0.40091272148820284,-0.2958448945471613,7.865,0,1,1,Jumping
87.987621,-0.39348761498785706,0.39594492864464226,-0.287063072076919,7.771,0,1,1,Jumping
87.997684,-0.3967940461928581,0.40346030756182355,-0.2777397842671488,7.904,0,1,1,Jumping
88.007747,-0.4118001570463241,0.41123044508636686,-0.2679232587999135,8.09,0,1,1,Jumping
88.01781,-0.41726848557767193,0.40651741085016846,-0.25785024975079657,8.104,0,1,1,Jumping
88.027873,-0.4142163952345941,0.41963747912931537,-0.2476106359818247,8.179,0,1,1,Jumping
88.037936,-0.41370771351074775,0.4323754094974193,-0.236869015885922,8.358,0,1,1,Jumping
88.047999,-0.4076035328245921,0.4342860990526348,-0.2258555670365718,8.427,0,1,1,Jumping
88.058063,-0.36360256371188654,0.43352182323054855,-0.21496926389447926,8.229,0,1,1,Jumping
88.068126,-0.29950866650725183,0.4202743756477206,-0.20469895978237637,7.768,0,1,1,Jumping
88.078189,-0.23566911016454029,0.39696396307409054,-0.19516083957068803,7.282,0,1,1,Jumping
88.088252,-0.18073148398913913,0.3801498949881935,-0.18634613458994814,6.916,0,1,1,Jumping
88.098315,-0.13355125410239416,0.3671572060127276,-0.17808604795293562,6.598,0,1,1,Jumping
88.108378,-0.08789706938718811,0.3500883793194685,-0.17025562611975908,6.203,0,1,1,Jumping
88.118441,-0.0343583179523643,0.33098148376731273,-0.16297982263030977,5.81,0,1,1,Jumping
88.128504,0.029354067959385645,0.3227018290280452,-0.15644935604547425,5.605,0,1,1,Jumping
88.138567,0.08416452370382524,0.3202816222581055,-0.15080233290934247,5.518,0,1,1,Jumping
88.14863,0.1623743387451949,0.3230839669390883,-0.14568800644327284,5.566,0,1,1,Jumping
88.158693,0.2413471763723341,0.3397706557213044,-0.14097703877264117,5.788,0,1,1,Jumping
88.168756,0.3214645478781274,0.36422748202806376,-0.13646336616499552,6.162,0,1,1,Jumping
88.178819,0.3832693773254537,0.38957596346059037,-0.13204176458674335,6.536,0,1,1,Jumping
88.188883,0.40628722532949907,0.39479851491151297,-0.12751274680753202,6.649,0,1,1,Jumping
88.198946,0.39891134033372766,0.3862641015648834,-0.12352300220048246,6.552,0,1,1,Jumping
88.209009,0.41162838342988534,0.37174286094524506,-0.11992346338467175,6.509,0,1,1,Jumping
88.219072,0.43718964005316224,0.37008692999739157,-0.11661767499597356,6.611,0,1,1,Jumping
88.229135,0.4527044326304746,0.38167844663236594,-0.1138467754447039,6.768,0,1,1,Jumping
88.239198,0.47330604244625,0.3958175493409613,-0.11157349788563223,6.968,0,1,1,Jumping
88.249261,0.48627742640433086,0.4104661692642806,-0.10984607000082171,7.141,0,1,1,Jumping
88.259324,0.4867861081281772,0.421675547988212,-0.10850007923778414,7.237,0,1,1,Jumping
88.269387,0.49200009579760184,0.41963747912931537,-0.10777666400683553,7.284,0,1,1,Jumping
88.27945,0.5175613524208788,0.418108927485143,-0.10781612301943277,7.429,0,1,1,Jumping
88.289513,0.5574928677428138,0.41963747912931537,-0.10849131056831804,7.652,0,1,1,Jumping
88.299576,0.596534190048018,0.4200196170403585,-0.10939229135595394,7.861,0,1,1,Jumping
88.309639,0.6213324240855254,0.42677072013545353,-0.11036780583405129,8.04,0,1,1,Jumping
88.319703,0.6301071838218741,0.43912651259251434,-0.1115449997098676,8.186,0,1,1,Jumping
88.329766,0.6185346746043707,0.4392538918961953,-0.1129808693349322,8.154,0,1,1,Jumping
88.339829,0.6046730976295589,0.43581465069680736,-0.11473679539550725,8.076,0,1,1,Jumping
88.349892,0.5798748635920513,0.4412919607550919,-0.11694430793358367,8.019,0,1,1,Jumping
88.359955,0.5637242188599312,0.45250133947902327,-0.11935569203674544,8.013,0,1,1,Jumping
88.370018,0.5679208430816631,0.4626916837735064,-0.12196217903552678,8.088,0,1,1,Jumping
88.380081,0.5614351511026227,0.4704618212980497,-0.12510793920646981,8.123,0,1,1,Jumping
88.390144,0.5527875617972355,0.4615452700403771,-0.1287469370348777,8.051,0,1,1,Jumping
88.400207,0.5642329005837774,0.43466823696367796,-0.13262268893886872,7.943,0,1,1,Jumping
88.41027,0.580002034023013,0.4117399623010911,-0.136779038265773,7.882,0,1,1,Jumping
88.420333,0.5953896561693637,0.4021865145250132,-0.14124886752608856,7.885,0,1,1,Jumping
88.430396,0.609759914868022,0.4035876868655046,-0.1459598351967202,7.927,0,1,1,Jumping
88.440459,0.6078523584035982,0.39976630775507344,-0.1509886671354959,7.879,0,1,1,Jumping
88.450523,0.5956439970312868,0.3908497564974007,-0.15614464478152928,7.741,0,1,1,Jumping
88.460586,0.5803835453158976,0.3714881023378829,-0.16126554774969842,7.506,0,1,1,Jumping
123.663,-0.46724646494557154,3.5320233852718066,-0.15550672407787466,30.762,1,0,1,Jumping
123.673,-0.5408781444723245,3.992372188775079,-0.14565950826750831,34.668,1,0,1,Jumping
123.683,-0.5893300786686853,4.225858452422424,-0.1284466101056657,37.208,1,0,1,Jumping
123.693,-0.41726848557767193,4.001543498640114,-0.10217348421803397,36.698,1,0,1,Jumping
123.703,-0.2323626789595393,3.639658896882284,-0.06875608488294378,35.48,1,0,1,Jumping
123.713,-0.22956492947838458,3.3907597374895353,-0.03193205746029583,34.656,1,0,1,Jumping
123.723,-0.25550769739454626,3.3213380169833693,0.002601155064348451,33.689,1,0,1,Jumping
123.733,-0.2476231306749285,3.40973925373801,0.030934918276500054,32.92,1,0,1,Jumping
123.743,-0.22485962353280625,3.3720349798484226,0.0537926474071078,31.605,1,0,1,Jumping
123.753,-0.1972636400141441,3.1991812647532534,0.07207093890907482,29.595,1,0,1,Jumping
123.763,-0.1523724778847075,2.941238174799151,0.08534889664803041,26.967,1,0,1,Jumping
123.773,-0.10074128291430737,2.577315504182424,0.09404522459097868,23.663,1,0,1,Jumping
123.783,-0.03995381691467368,2.1565816641239546,0.09936561478950032,20.102,1,0,1,Jumping
123.793,0.017654388310920588,1.729478858881433,0.10245218644154737,16.64,1,0,1,Jumping
123.803,0.06559764078343502,1.3277245350714377,0.10413796314639419,13.491,1,0,1,Jumping
123.813,0.08963285223517302,0.9599804853442802,0.10455885928076429,10.689,1,0,1,Jumping
123.823,0.10209555446940755,0.6350358816539512,0.10361841948053124,8.301,1,0,1,Jumping
123.833,0.09052304525190406,0.3247398978869418,0.10154024481707895,6.109,1,0,1,Jumping
123.842,0.05682288104708622,0.028200878917484552,0.09916393539178137,4.237,1,0,1,Jumping
123.852,0.030244260976116686,-0.225920831926187,0.09710329806726128,3.08,1,0,1,Jumping
123.862,-0.011594810810242065,-0.44603226868702134,0.09492866803968256,2.733,1,0,1,Jumping
123.872,-0.07085623163833683,-0.6284394315582682,0.09214461548421385,3.124,1,0,1,Jumping
123.882,-0.11625607549161973,-0.7652448037117034,0.08822063589815955,3.719,1,0,1,Jumping
123.892,-0.14181733211489664,-0.8539007990737061,0.08271171930611801,4.229,1,0,1,Jumping
123.902,-0.15606042038259327,-0.9059989342792509,0.07530657794204469,4.602,1,0,1,Jumping
123.912,-0.15720495426124742,-0.9271438986903032,0.0659635606259758,4.859,1,0,1,Jumping
123.922,-0.14639546762951341,-0.9252332091350877,0.0545401764790881,5.06,1,0,1,Jumping
123.932,-0.13685768530739517,-0.9146607269295615,0.041235912731734194,5.253,1,0,1,Jumping
123.942,-0.12655688039950744,-0.8945347969479573,0.026511124530881346,5.349,1,0,1,Jumping
123.952,-0.112568132993734,-0.8554293507178786,0.010799861015098616,5.266,1,0,1,Jumping
123.962,-0.09679899955449849,-0.8237119041013,-0.00573346526312559,5.211,1,0,1,Jumping
123.972,-0.047456872341406706,-0.7905932851442301,-0.022632883491557156,5.037,1,0,1,Jumping
123.982,0.015874002277458513,-0.733909495006168,-0.03990935450702851,4.926,1,0,1,Jumping
123.992,0.05898477837343303,-0.6558259818496915,-0.057006067798446074,4.665,1,0,1,Jumping
124.002,0.08619925059921045,-0.5837292959662238,-0.07397344321523944,4.393,1,0,1,Jumping
124.012,0.09815327110959868,-0.5211860578588339,-0.09107454084139005,4.195,1,0,1,Jumping
124.022,0.11773751747768148,-0.4768580601778326,-0.10796080606562256,3.934,1,0,1,Jumping
124.032,0.130200219711916,-0.45087268222690075,-0.12390005498752225,3.399,1,0,1,Jumping
124.042,0.18144990338943146,-0.4447584756502109,-0.13830040241813152,2.914,1,0,1,Jumping
124.052,0.23893093818406413,-0.4453953721686161,-0.15089221177136944,2.677,1,0,1,Jumping
124.062,0.2800069873846534,-0.43558716578517614,-0.16155929817681083,2.565,1,0,1,Jumping
124.072,0.30391502840542983,-0.4011947537912958,-0.17020520627032926,2.586,1,0,1,Jumping
124.082,0.2709778867863814,-0.3434919292237854,-0.17717849066320004,2.526,1,0,1,Jumping
124.092,0.22010971440175078,-0.22936007312557505,-0.18327710027683305,2.617,1,0,1,Jumping
124.102,0.20332321751482263,-0.04873622050586263,-0.18822482202304786,3.612,1,0,1,Jumping
124.112,0.19086051528058812,0.16245866499729897,-0.19172790547473204,5.156,1,0,1,Jumping
