"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.336829467E1,-1.303669006E1,1.508862305E-1,-8.726852417E-2,1.303785528E1
4.337835767E1,-1.286978714E1,4.430786133E-1,1.559756470E-1,1.287835658E1
4.338842067E1,-1.261681320E1,8.390052795E-1,4.192781067E-1,1.265162833E1
4.339848367E1,-1.231519043E1,1.232686615E0,7.304809570E-1,1.239826738E1
4.340854667E1,-1.175490555E1,1.377136230E0,9.021739197E-1,1.186963464E1
4.341860867E1,-1.120494919E1,1.321901093E0,8.183482361E-1,1.131229431E1
4.342867167E1,-1.083431992E1,1.270108795E0,7.441026306E-1,1.093386268E1
4.343873467E1,-1.039977356E1,1.209484863E0,7.518864441E-1,1.049683176E1
4.344879767E1,-9.896370392E0,1.212478638E0,6.499484253E-1,9.991530630E0
4.345886067E1,-9.399403839E0,1.344055023E0,6.421646118E-1,9.516703832E0
4.346892367E1,-8.964258728E0,1.517394562E0,7.592211914E-1,9.123422473E0
4.347898667E1,-8.347840576E0,1.667981415E0,8.927435303E-1,8.559532423E0
4.348904967E1,-7.793393555E0,1.827399902E0,9.171427917E-1,8.057141205E0
4.349911267E1,-7.338040466E0,1.901046753E0,8.325686646E-1,7.625876161E0
4.350917467E1,-7.058272247E0,1.978286133E0,8.508306885E-1,7.379480741E0
4.351923767E1,-6.904841309E0,2.074535980E0,9.211843872E-1,7.268363895E0
4.352930067E1,-6.767127686E0,2.085014191E0,9.918374634E-1,7.150177819E0
4.353936367E1,-6.680008850E0,2.032623138E0,9.644444275E-1,7.048704002E0
4.354942667E1,-6.613397369E0,1.998643799E0,9.264234924E-1,6.970642889E0
4.355948967E1,-6.477629700E0,1.982776794E0,8.887019348E-1,6.832340849E0
4.356955267E1,-6.333778839E0,1.953288116E0,8.012837219E-1,6.676387081E0
4.357961567E1,-6.236181793E0,1.897304535E0,7.041357422E-1,6.556335486E0
4.358967867E1,-6.163882141E0,1.812431030E0,6.596781921E-1,6.458600824E0
4.359974167E1,-6.098917236E0,1.689386902E0,6.500981140E-1,6.361874497E0
4.360980367E1,-6.202950897E0,1.567839661E0,5.483097839E-1,6.421476828E0
4.361986667E1,-6.648424530E0,1.488953705E0,4.171824646E-1,6.825875261E0
4.362992967E1,-7.277715912E0,1.460213470E0,3.959266663E-1,7.433312196E0
4.363999267E1,-8.052654419E0,1.416204987E0,4.544549561E-1,8.188858838E0
4.365005567E1,-8.806037750E0,1.403032379E0,4.885839844E-1,8.930482351E0
4.366011867E1,-9.370663605E0,1.468596039E0,4.637356567E-1,9.496376229E0
4.367018167E1,-9.961335297E0,1.595382385E0,2.884501648E-1,1.009240553E1
4.368024467E1,-1.060170364E1,1.707349548E0,2.064207458E-1,1.074028734E1
4.369030767E1,-1.115300720E1,1.769170990E0,2.180964661E-1,1.129456071E1
4.370036967E1,-1.164548309E1,1.740879822E0,1.477427673E-1,1.177581279E1
4.371043267E1,-1.210727280E1,1.718127136E0,-3.263214111E-2,1.222861727E1
4.372049567E1,-1.242461288E1,1.649569702E0,-2.643502808E-1,1.253642559E1
4.373055879E1,-1.250798950E1,1.485510864E0,-5.068460083E-1,1.260608729E1
4.374062179E1,-1.239153168E1,1.345252533E0,-6.981481934E-1,1.248387650E1
4.375068479E1,-1.203362595E1,1.336570587E0,-7.509883118E-1,1.213089270E1
4.376074779E1,-1.164742905E1,1.472787323E0,-8.324189758E-1,1.176964856E1
4.377081079E1,-1.160836029E1,1.605411530E0,-1.166524200E0,1.177676329E1
4.378087379E1,-1.178783707E1,1.492097168E0,-1.667831726E0,1.199837986E1
4.379093679E1,-1.178693893E1,1.346450043E0,-1.932481384E0,1.201995597E1
4.380099879E1,-1.129566055E1,1.291514282E0,-1.889820099E0,1.152524952E1
4.381106179E1,-1.061083466E1,1.340911560E0,-1.827250214E0,1.085019351E1
4.382112479E1,-1.011207184E1,1.482367401E0,-2.024989014E0,1.041882865E1
4.383118779E1,-9.676777039E0,1.536554718E0,-2.347418518E0,1.007528600E1
4.384125079E1,-9.319020996E0,1.512454834E0,-2.657723236E0,9.807913374E0
4.385131379E1,-9.123228149E0,1.461710358E0,-2.890489197E0,9.681157825E0
4.386137679E1,-9.130862274E0,1.419348450E0,-3.031495972E0,9.725079111E0
4.387143979E1,-9.169931030E0,1.369202728E0,-3.096311188E0,9.774942157E0
4.388150279E1,-9.159153442E0,1.296004944E0,-3.112028503E0,9.759838216E0
4.389156579E1,-9.187145233E0,1.228495331E0,-3.117716675E0,9.779212421E0
4.390162779E1,-9.194779358E0,1.223256226E0,-3.008743286E0,9.751556768E0
4.391169079E1,-9.173972626E0,1.297950897E0,-2.815195770E0,9.683582885E0
4.392175379E1,-9.151818695E0,1.376986542E0,-2.660866699E0,9.629750202E0
4.393181679E1,-9.163644104E0,1.435365143E0,-2.515518951E0,9.610436096E0
4.394187979E1,-8.919052734E0,1.509161682E0,-2.287692719E0,9.330627451E0
4.395194279E1,-8.450377350E0,1.636097717E0,-2.051633606E0,8.848440176E0
4.396200579E1,-7.981402588E0,1.798360291E0,-1.878144379E0,8.394302432E0
4.397206879E1,-7.673492889E0,1.971999207E0,-1.750609589E0,8.113932951E0
4.398213179E1,-7.601791992E0,2.066901855E0,-1.593137054E0,8.037251424E0
4.399219479E1,-7.667205963E0,1.980980530E0,-1.455124054E0,8.051566130E0
4.400225679E1,-7.836803284E0,1.810485077E0,-1.318607941E0,8.150587023E0
4.401231979E1,-8.147557068E0,1.704505463E0,-1.127455444E0,8.399951239E0
4.402238279E1,-8.487200775E0,1.684297485E0,-9.865983582E-1,8.708777833E0
4.403244579E1,-8.706345062E0,1.669478302E0,-8.910969543E-1,8.909638372E0
4.404250879E1,-8.817264404E0,1.635948029E0,-8.234376526E-1,9.005472064E0
4.405257179E1,-8.887767792E0,1.597028961E0,-7.517367554E-1,9.061347911E0
4.406263479E1,-8.974287872E0,1.624721375E0,-6.732998657E-1,9.144992896E0
4.407269779E1,-9.116342468E0,1.703457642E0,-5.251080322E-1,9.288983065E0
4.408276079E1,-9.349707184E0,1.797611847E0,-3.601510620E-1,9.527756376E0
4.409282279E1,-9.655670929E0,1.937121735E0,-1.890568542E-1,9.849881431E0
4.410288579E1,-9.917027435E0,2.084565125E0,-3.891906738E-2,1.013382256E1
4.411294879E1,-1.010653336E1,2.315385132E0,1.496887207E-2,1.036837735E1
4.412301179E1,-1.031355286E1,2.604284363E0,-5.553451538E-2,1.063742232E1
4.413307479E1,-1.049078430E1,2.877615967E0,-9.041198730E-2,1.087866735E1
4.414313779E1,-1.058808197E1,3.185974731E0,-5.478607178E-2,1.105716584E1
4.415320079E1,-1.083372116E1,3.526666260E0,3.338058472E-2,1.139333153E1
4.416326379E1,-1.126003464E1,3.884422302E0,9.430389404E-2,1.191159141E1
4.417332679E1,-1.174996582E1,4.227359161E0,9.654922485E-2,1.248765727E1
4.418338979E1,-1.223600510E1,4.520000610E0,8.532257080E-3,1.304416724E1
4.419345179E1,-1.262789017E1,4.769980774E0,-1.077758789E-1,1.349918302E1
4.420351479E1,-1.290122177E1,4.877756653E0,-2.673440552E-1,1.379512617E1
4.421357779E1,-1.321856186E1,4.898114319E0,-3.528163147E-1,1.410129004E1
4.422364079E1,-1.346509918E1,4.905000000E0,-3.053649902E-1,1.433391673E1
4.423370379E1,-1.354114105E1,4.964576111E0,-1.481918335E-1,1.442329636E1
4.424376679E1,-1.350985611E1,5.031936035E0,-7.858657837E-2,1.441675304E1
4.425382979E1,-1.348126556E1,5.062771912E0,-7.125183105E-2,1.440073809E1
4.426389279E1,-1.338636292E1,5.103786621E0,1.781295776E-2,1.432632777E1
4.427395579E1,-1.333412155E1,5.202581177E0,1.431024170E-1,1.431384388E1
4.428401879E1,-1.341061249E1,5.274731140E0,2.085163879E-1,1.441217523E1
4.429408079E1,-1.343650864E1,5.280868378E0,2.448907471E-1,1.443908954E1
4.430414379E1,-1.327993423E1,5.331463165E0,2.742297363E-1,1.431280387E1
4.431420679E1,-1.305525146E1,5.400020599E0,2.650987244E-1,1.413046675E1
4.432426979E1,-1.287577469E1,5.372328186E0,2.182461548E-1,1.395331915E1
4.433433279E1,-1.261621445E1,5.247936859E0,1.701960754E-1,1.366523600E1
4.434439579E1,-1.231144821E1,5.194198608E0,1.384620667E-1,1.336303214E1
4.435445879E1,-1.203197937E1,5.131179657E0,1.243913269E-1,1.308101699E1
4.436452179E1,-1.194321396E1,4.972509613E0,7.828720093E-2,1.293724624E1
4.437458479E1,-1.217193832E1,4.721182251E0,8.487350464E-2,1.305575919E1
4.438464779E1,-1.265932480E1,4.329147491E0,1.672023010E-1,1.338013374E1
4.439470979E1,-1.329086151E1,3.805087280E0,2.983296204E-1,1.382803997E1
4.440477279E1,-1.403571259E1,3.267405396E0,3.441343689E-1,1.441511687E1
4.441483579E1,-1.489357864E1,2.776576080E0,3.378474426E-1,1.515394999E1
4.442489879E1,-1.563947754E1,2.338287506E0,3.420387268E-1,1.581701099E1
4.443496179E1,-1.614752106E1,1.926344147E0,3.001258850E-1,1.626478754E1
4.444502479E1,-1.612357086E1,1.545386353E0,2.062710571E-1,1.619877477E1
4.445508779E1,-1.554038361E1,1.218765564E0,1.197509766E-2,1.558810622E1
4.446515079E1,-1.468835541E1,9.698332214E-1,-3.201841736E-1,1.472382012E1
4.447521379E1,-1.393422363E1,7.951464844E-1,-5.275030518E-1,1.396685740E1
4.448527679E1,-1.333097809E1,6.456074524E-1,-5.278024292E-1,1.335703415E1
4.449533879E1,-1.272713379E1,4.809498596E-1,-3.951782227E-1,1.274234724E1
4.450540179E1,-1.219304443E1,3.203338623E-1,-2.763253784E-1,1.220038123E1
4.451546479E1,-1.180535065E1,1.905537415E-1,-2.957849121E-1,1.181059284E1
4.452552779E1,-1.140388550E1,5.523513794E-2,-2.671943665E-1,1.140714900E1
4.453559079E1,-1.080707657E1,-6.601272583E-2,-1.919009399E-1,1.080898180E1
4.454565379E1,-1.016775604E1,-1.850152588E-1,-1.348695374E-1,1.017033349E1
4.455571679E1,-9.570947113E0,-2.519261169E-1,-9.610015869E-2,9.574744417E0
4.456577979E1,-8.849148102E0,-3.029699707E-1,-1.856140137E-2,8.854352458E0
4.457584279E1,-8.157735901E0,-2.899470520E-1,1.086740112E-1,8.163610375E0
4.458590579E1,-7.489824829E0,-2.275268555E-1,2.070195007E-1,7.496139107E0
4.459596779E1,-6.919361115E0,-9.250762939E-2,3.769161987E-1,6.930236772E0
4.460603079E1,-6.575825500E0,1.616638184E-2,4.948709106E-1,6.594440051E0
4.461609379E1,-6.664590912E0,1.532812500E-1,4.339476013E-1,6.680462386E0
4.462615679E1,-6.976991272E0,3.308120728E-1,3.742218018E-1,6.994847089E0
4.463621979E1,-6.963519287E0,3.315605164E-1,4.522096252E-1,6.986059460E0
4.464628279E1,-6.864575043E0,2.468367004E-1,4.195774841E-1,6.881814015E0
4.465634579E1,-6.767876129E0,1.947450256E-1,2.436932373E-1,6.775061573E0
4.466640879E1,-6.708898773E0,1.706451416E-1,4.415817261E-2,6.711213933E0
4.467647179E1,-6.794371033E0,1.583706665E-1,-8.053253174E-2,6.796693644E0
4.468653379E1,-7.158563690E0,1.962419128E-1,-1.074765015E-1,7.162059494E0
4.469659679E1,-7.557334442E0,2.308200073E-1,-6.616241455E-2,7.561148009E0
4.470665979E1,-7.741900635E0,2.472857666E-1,-1.496887207E-4,7.745848934E0
4.471672279E1,-7.778125305E0,2.695893860E-1,-9.250762939E-2,7.783345641E0
4.472678579E1,-7.833210754E0,2.980302429E-1,-3.059637451E-1,7.844847134E0
4.473684875E1,-8.001011810E0,3.555107117E-1,-4.694238281E-1,8.022651469E0
4.474691175E1,-8.406069489E0,3.796105957E-1,-5.298980713E-1,8.431304787E0
4.475697475E1,-8.988508301E0,3.604504395E-1,-5.221142578E-1,9.010871728E0
4.476703775E1,-9.820478210E0,3.556604004E-1,-4.959187317E-1,9.839421832E0
4.477710075E1,-1.083087708E1,3.037184143E-1,-4.734654236E-1,1.084547429E1
4.478716275E1,-1.177286819E1,2.118095398E-1,-4.170327759E-1,1.178215622E1
4.479722575E1,-1.233839218E1,1.231938171E-1,-4.457730103E-1,1.234705681E1
4.480728875E1,-1.253448441E1,-2.395019531E-2,-6.888674927E-1,1.255342230E1
4.481735175E1,-1.240874588E1,-2.143542480E-1,-1.050515442E0,1.245497911E1
4.482741475E1,-1.180999100E1,-3.647914124E-1,-1.267713776E0,1.188343630E1
4.483747775E1,-1.105226669E1,-3.757186890E-1,-1.562899933E0,1.116854600E1
4.484754075E1,-1.023152344E1,-3.679348755E-1,-1.845811615E0,1.040319511E1
4.485760375E1,-9.483229523E0,-2.576142883E-1,-1.985770569E0,9.692331611E0
4.486766675E1,-9.164991302E0,-5.254074097E-2,-2.195484467E0,9.424435163E0
4.487772975E1,-9.418563995E0,7.200027466E-2,-2.453398132E0,9.733123557E0
4.488779175E1,-9.873318329E0,2.499801636E-2,-2.478695526E0,1.017973336E1
4.489785475E1,-1.012269974E1,7.469467163E-2,-2.182760925E0,1.035563009E1
4.490791775E1,-1.013572266E1,3.195854187E-1,-2.054477692E0,1.034678149E1
4.491798075E1,-1.004096970E1,5.093907166E-1,-2.216889954E0,1.029539472E1
4.492804375E1,-9.849368134E0,5.029541016E-1,-2.443219299E0,1.016033149E1
4.493810675E1,-9.777667236E0,5.182223511E-1,-2.577789459E0,1.012503479E1
4.494816975E1,-9.802814941E0,5.971083069E-1,-2.562670898E0,1.014982765E1
4.495823275E1,-9.925559692E0,6.614744568E-1,-2.573448486E0,1.027506305E1
4.496829575E1,-1.018452118E1,6.876699829E-1,-2.559228058E0,1.052364053E1
4.497835875E1,-1.066397415E1,6.725514221E-1,-2.494712219E0,1.097252292E1
4.498842075E1,-1.107936035E1,5.998027039E-1,-2.314187622E0,1.133434839E1
4.499848375E1,-1.143277542E1,5.737568665E-1,-2.063159637E0,1.163160257E1
4.500854675E1,-1.174637329E1,5.327421570E-1,-1.843865662E0,1.190214016E1
4.501860975E1,-1.175849808E1,5.098397827E-1,-1.617835693E0,1.188021910E1
4.502867275E1,-1.144160706E1,6.295907593E-1,-1.473984833E0,1.155332800E1
4.503873575E1,-1.086919739E1,8.137078857E-1,-1.344953156E0,1.098227988E1
4.504879875E1,-1.023167313E1,1.010249176E0,-1.192270660E0,1.035032597E1
4.505886175E1,-9.698182526E0,1.225651245E0,-1.071621552E0,9.833887229E0
4.506892475E1,-9.209748230E0,1.399439850E0,-9.389973450E-1,9.362671113E0
4.507898775E1,-8.849297791E0,1.524878998E0,-8.393046570E-1,9.018855784E0
4.508904975E1,-8.758736115E0,1.593586121E0,-7.870632935E-1,8.937250342E0
4.509911275E1,-8.926986237E0,1.638193359E0,-7.286846924E-1,9.105259037E0
4.510917575E1,-9.140442352E0,1.688638458E0,-6.942562866E-1,9.321007351E0
4.511923875E1,-9.285939789E0,1.814227295E0,-7.072792053E-1,9.487905054E0
4.512930175E1,-9.350006561E0,1.911974030E0,-7.328759766E-1,9.571592061E0
4.513936475E1,-9.492210846E0,1.946252747E0,-7.355703735E-1,9.717562980E0
4.514942775E1,-9.737101593E0,2.022593994E0,-6.637197876E-1,9.967073686E0
4.515949075E1,-9.927954712E0,2.229763184E0,-4.983137512E-1,1.018746510E1
4.516955375E1,-1.013392639E1,2.490970001E0,-3.317102051E-1,1.044085376E1
4.517961675E1,-1.043031006E1,2.811154175E0,-1.719923401E-1,1.080386677E1
4.518967875E1,-1.064810715E1,3.150348816E0,2.380050659E-2,1.110438877E1
4.519974175E1,-1.081471069E1,3.468137970E0,2.362088013E-1,1.135965417E1
4.520980475E1,-1.084210373E1,3.635789337E0,2.986289978E-1,1.143937746E1
4.521986775E1,-1.078118042E1,3.627406769E0,2.529739380E-1,1.137787005E1
4.522993075E1,-1.058643539E1,3.523672485E0,1.254391479E-1,1.115816370E1
4.523999375E1,-1.019080811E1,3.407514038E0,-1.287322998E-2,1.074541239E1
4.525005675E1,-9.623188477E0,3.376378784E0,-6.721023560E-2,1.019853947E1
4.526011975E1,-9.067843323E0,3.450624390E0,-6.676116943E-2,9.702424865E0
4.527018275E1,-8.541088715E0,3.527564392E0,-2.484832764E-2,9.240915778E0
4.528024575E1,-8.214018860E0,3.583248596E0,9.280700684E-3,8.961577008E0
4.529030775E1,-8.210576019E0,3.620820465E0,2.918930054E-2,8.973558459E0
4.530037075E1,-8.553363190E0,3.629801788E0,3.158432007E-2,9.291742595E0
4.531043375E1,-9.079968109E0,3.572471008E0,7.529342651E-2,9.757768140E0
4.532049675E1,-9.660760345E0,3.409010925E0,1.562750244E-1,1.024578293E1
4.533055975E1,-1.041414368E1,3.300486603E0,2.770738220E-1,1.092814578E1
4.534062275E1,-1.123593475E1,3.247496796E0,3.996688843E-1,1.170265784E1
4.535068575E1,-1.208766357E1,3.209924927E0,5.146298218E-1,1.251719108E1
4.536074875E1,-1.295466064E1,3.224893799E0,6.069877625E-1,1.336381707E1
4.537081175E1,-1.365101257E1,3.306025085E0,6.547384644E-1,1.406089004E1
4.538087475E1,-1.414229095E1,3.470832367E0,6.550378418E-1,1.457669871E1
4.539093675E1,-1.454974365E1,3.621269531E0,6.104306030E-1,1.500604075E1
4.540099975E1,-1.493324615E1,3.788022766E0,5.969586182E-1,1.541775978E1
4.541106275E1,-1.524414963E1,3.923341370E0,5.968089294E-1,1.575223433E1
4.542112575E1,-1.542287796E1,3.984863434E0,5.637277222E-1,1.593932527E1
4.543118875E1,-1.539952652E1,3.945644989E0,5.074447632E-1,1.590506308E1
4.544125175E1,-1.506272690E1,3.849395142E0,3.930825806E-1,1.555178763E1
4.545131475E1,-1.429961380E1,3.702999573E0,2.544708252E-1,1.477348693E1
4.546137775E1,-1.330163910E1,3.489094391E0,-3.008743286E-2,1.375166490E1
4.547144075E1,-1.239841736E1,3.227588196E0,-3.544628906E-1,1.281654097E1
4.548150375E1,-1.179936310E1,2.930456085E0,-6.030958557E-1,1.217276743E1
4.549156575E1,-1.147364044E1,2.702929230E0,-6.700067139E-1,1.180674216E1
4.550162875E1,-1.136331985E1,2.605032806E0,-5.733078003E-1,1.167218557E1
4.551169175E1,-1.145133682E1,2.538421326E0,-5.281018066E-1,1.174119199E1
4.552175475E1,-1.165925446E1,2.394570465E0,-5.923182678E-1,1.191734128E1
4.553181775E1,-1.194126801E1,2.195933533E0,-5.839356995E-1,1.215553317E1
4.554188075E1,-1.215667007E1,1.918410645E0,-4.876858521E-1,1.231676760E1
4.555194375E1,-1.224738144E1,1.664089508E0,-3.617976379E-1,1.236521102E1
4.556200675E1,-1.217822525E1,1.422192535E0,-2.951861572E-1,1.226453981E1
4.557206975E1,-1.214753906E1,1.230590973E0,-2.447410583E-1,1.221216433E1
4.558213275E1,-1.213990494E1,1.017883301E0,-3.161425781E-1,1.218660430E1
4.559219475E1,-1.207074875E1,7.887098694E-1,-2.721340942E-1,1.209954940E1
4.560225775E1,-1.197075668E1,5.760021973E-1,-1.185534668E-1,1.198519291E1
4.561232075E1,-1.177481415E1,3.805087280E-1,4.490661621E-2,1.178104629E1
4.562238375E1,-1.148396896E1,2.031275940E-1,1.797761536E-1,1.148717213E1
4.563244675E1,-1.114357681E1,7.664062500E-2,2.824626160E-1,1.114741957E1
4.564250975E1,-1.066771637E1,-4.415817261E-2,3.076103210E-1,1.067224187E1
4.565257275E1,-1.011746063E1,-6.122268677E-2,3.855981445E-1,1.012499105E1
4.566263575E1,-9.737700348E0,-4.146377563E-2,3.617976379E-1,9.744507419E0
4.567269875E1,-9.561367035E0,4.640350342E-3,2.947370911E-1,9.565909840E0
4.568276175E1,-9.438771973E0,4.071533203E-2,2.874023438E-1,9.443234308E0
4.569282375E1,-8.985215149E0,7.918533325E-2,3.948788452E-1,8.994236537E0
4.570288675E1,-8.494236145E0,1.416055298E-1,3.787124634E-1,8.503853417E0
4.571294975E1,-8.181686096E0,1.466949463E-1,2.469863892E-1,8.186727616E0
4.572301275E1,-7.899672546E0,1.181044006E-1,1.607656860E-1,7.902190873E0
4.573307504E1,-7.572303314E0,1.206491089E-1,1.401086426E-1,7.574560325E0
4.574313804E1,-7.452103271E0,2.001338196E-1,1.544787598E-1,7.456390575E0
4.575320104E1,-7.595804443E0,3.315605164E-1,1.221459961E-1,7.604018488E0
4.576326404E1,-7.867489471E0,4.508624268E-1,8.771759033E-2,7.880885857E0
4.577332704E1,-8.061036987E0,5.355862427E-1,1.457968140E-1,8.080125410E0
4.578339004E1,-8.071814575E0,5.474116516E-1,2.251318359E-1,8.093487159E0
4.579345304E1,-8.012837219E0,5.104385376E-1,1.481918335E-1,8.030446353E0
4.580351504E1,-7.942034454E0,4.857398987E-1,-2.544708252E-2,7.956915362E0
4.581357804E1,-8.081694031E0,5.270539856E-1,-1.302291870E-1,8.099908885E0
4.582364104E1,-8.493487701E0,5.951623535E-1,-1.574725342E-1,8.515770615E0
4.583370404E1,-9.001531219E0,6.400689697E-1,-6.391708374E-2,9.024485469E0
4.584376704E1,-9.302854614E0,6.436614990E-1,7.589218140E-2,9.325404212E0
4.585383004E1,-9.473649445E0,5.863307190E-1,6.047424316E-2,9.491968955E0
4.586389304E1,-9.651928711E0,5.057981873E-1,-2.140548706E-2,9.665196213E0
4.587395604E1,-9.750573578E0,4.331991577E-1,-6.990463257E-2,9.760442268E0
4.588401904E1,-9.980944519E0,3.712280273E-1,-1.660047913E-1,9.989225262E0
4.589408204E1,-1.046428940E1,2.820135498E-1,-3.170407104E-1,1.047288876E1
4.590414404E1,-1.114537308E1,1.890568542E-1,-3.734733582E-1,1.115323119E1
4.591420704E1,-1.175071426E1,1.803749084E-1,-3.074606323E-1,1.175611980E1
4.592427004E1,-1.202135147E1,1.947450256E-1,-3.433859253E-1,1.202783150E1
4.593433304E1,-1.191851532E1,1.712438965E-1,-5.348377991E-1,1.193173849E1
4.594439604E1,-1.162587387E1,1.169068909E-1,-8.265811157E-1,1.165580743E1
4.595445904E1,-1.112950607E1,1.059796143E-1,-1.058149567E0,1.118019757E1
4.596452204E1,-1.055619827E1,1.347198486E-1,-1.218765564E0,1.062717558E1
4.597458504E1,-1.010683273E1,1.833686829E-1,-1.385518799E0,1.020300712E1
4.598464804E1,-9.911339264E0,2.676434326E-1,-1.559307404E0,1.003681815E1
4.599471104E1,-9.824220428E0,4.442761230E-1,-1.604513397E0,9.964293831E0
4.600477404E1,-9.558223572E0,7.102729797E-1,-1.536854095E0,9.707010151E0
4.601483604E1,-8.966953125E0,9.990225220E-1,-1.415306854E0,9.132764523E0
4.602489904E1,-8.414002991E0,1.120719452E0,-1.608405304E0,8.639353335E0
4.603496204E1,-8.130791931E0,1.047222290E0,-2.056124268E0,8.451869554E0
4.604502504E1,-7.888894958E0,9.120533752E-1,-2.405647430E0,8.297809626E0
4.605508804E1,-7.800279236E0,7.652087402E-1,-2.685565338E0,8.285056533E0
4.606515104E1,-8.011789398E0,5.921685791E-1,-2.978506165E0,8.568017971E0
4.607521404E1,-8.386310577E0,4.044589233E-1,-3.188818817E0,8.981222499E0
4.608527704E1,-8.880433044E0,2.823129272E-1,-3.271147614E0,9.467956398E0
4.609534004E1,-9.424701233E0,2.115101624E-1,-3.241808624E0,9.968904305E0
4.610540304E1,-1.000833755E1,1.350192261E-1,-3.154689789E0,1.049462331E1
4.611546604E1,-1.035830978E1,1.152603149E-1,-2.946921844E0,1.076996819E1
4.612552804E1,-1.043480072E1,2.288740540E-1,-2.672093353E0,1.077392836E1
4.613559104E1,-1.028526169E1,4.090992737E-1,-2.406096497E0,1.057086896E1
4.614565404E1,-9.947713623E0,6.387217712E-1,-2.186802521E0,1.020524753E1
4.615571704E1,-9.502389679E0,9.114546204E-1,-1.995350647E0,9.752311692E0
4.616578004E1,-8.879534912E0,1.145567780E0,-1.754800873E0,9.123474771E0
4.617584304E1,-8.422984314E0,1.362017670E0,-1.562450867E0,8.674272857E0
4.618590604E1,-8.264763336E0,1.537752228E0,-1.441053314E0,8.529222097E0
4.619596904E1,-8.346792755E0,1.629062347E0,-1.361119537E0,8.612516463E0
4.620603204E1,-8.590186615E0,1.616338806E0,-1.279688873E0,8.834107812E0
4.621609504E1,-8.904383240E0,1.591191101E0,-1.252894592E0,9.131794723E0
4.622615804E1,-9.224866791E0,1.577419739E0,-1.254241791E0,9.442433098E0
4.623622004E1,-9.463470612E0,1.576371918E0,-1.307680664E0,9.682574717E0
4.624628304E1,-9.596244507E0,1.586850128E0,-1.349892883E0,9.819786798E0
4.625634604E1,-9.597591705E0,1.591340790E0,-1.365909576E0,9.824044026E0
4.626640904E1,-9.671987000E0,1.693727875E0,-1.376687164E0,9.915206210E0
4.627647204E1,-9.741891632E0,1.817520447E0,-1.363963623E0,1.000341091E1
4.628653504E1,-9.827962646E0,1.983674927E0,-1.259780273E0,1.010499195E1
4.629659804E1,-1.006357269E1,2.212848358E0,-1.175355835E0,1.037080781E1
4.630666104E1,-1.026819717E1,2.430645447E0,-1.083446960E0,1.060743927E1
4.631672404E1,-1.053928345E1,2.683619385E0,-9.345066833E-1,1.091565900E1
4.632678704E1,-1.072744217E1,2.917283478E0,-8.225395203E-1,1.114742704E1
4.633684904E1,-1.077459412E1,3.052302704E0,-7.426057434E-1,1.122318553E1
4.634691204E1,-1.079854431E1,3.106490021E0,-7.673043823E-1,1.126266378E1
4.635697504E1,-1.068223618E1,3.086880798E0,-9.096583557E-1,1.115645468E1
4.636703804E1,-1.049752029E1,3.024909668E0,-1.058598633E0,1.097582078E1
4.637710104E1,-1.030651749E1,2.993924103E0,-1.253643036E0,1.080553123E1
4.638716404E1,-1.008587631E1,2.987337799E0,-1.385219421E0,1.060980306E1
4.639722704E1,-9.872420197E0,3.053200836E0,-1.490450592E0,1.044069724E1
4.640729004E1,-9.636959839E0,3.148103485E0,-1.548230438E0,1.025566029E1
4.641735304E1,-9.429341583E0,3.207230530E0,-1.585203552E0,1.008522090E1
4.642741604E1,-9.286837921E0,3.274291077E0,-1.661694489E0,9.986369170E0
4.643747904E1,-9.287885742E0,3.343596954E0,-1.696122894E0,1.001605187E1
4.644754104E1,-9.371711426E0,3.415297852E0,-1.682950287E0,1.011560953E1
4.645760404E1,-9.531728668E0,3.418890381E0,-1.685494995E0,1.026564933E1
4.646766704E1,-9.982740784E0,3.439697113E0,-1.650018768E0,1.068687006E1
4.647773004E1,-1.064316742E1,3.435505829E0,-1.570384369E0,1.129361856E1
4.648779304E1,-1.129311584E1,3.428620148E0,-1.371298370E0,1.188151341E1
4.649785604E1,-1.188752975E1,3.454366608E0,-1.157393188E0,1.243324460E1
4.650791904E1,-1.244452148E1,3.494782562E0,-9.768685913E-1,1.296278876E1
4.651798204E1,-1.291125092E1,3.528612213E0,-8.653504944E-1,1.341269309E1
4.652804504E1,-1.329250809E1,3.599115601E0,-7.656578064E-1,1.379241227E1
4.653810804E1,-1.364487534E1,3.685036926E0,-7.021897888E-1,1.415115510E1
4.654817104E1,-1.370624771E1,3.785627747E0,-6.373745728E-1,1.423370823E1
4.655823304E1,-1.340761871E1,3.854634247E0,-5.695655823E-1,1.396233683E1
4.656829604E1,-1.292157944E1,3.828887787E0,-6.688092041E-1,1.349351335E1
4.657835904E1,-1.237177277E1,3.679648132E0,-8.225395203E-1,1.293356652E1
4.658842204E1,-1.190354645E1,3.520828400E0,-9.949809265E-1,1.245313766E1
4.659848504E1,-1.153695877E1,3.479664001E0,-1.070124664E0,1.209771243E1
4.660854804E1,-1.114252899E1,3.482657776E0,-1.064286804E0,1.172252379E1
4.661861104E1,-1.080288528E1,3.500919800E0,-1.077459412E0,1.140700174E1
4.662867404E1,-1.072848999E1,3.479364624E0,-1.149459686E0,1.133700724E1
4.663873704E1,-1.106184677E1,3.411555634E0,-1.150357819E0,1.163299140E1
