"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.260994675E1,1.226504471E1,2.867736511E0,-1.738484802E0,1.271524926E1
1.261990575E1,1.207044937E1,2.973716125E0,-1.560355225E0,1.252890434E1
1.262986475E1,1.202254898E1,3.124153290E0,-1.255588989E0,1.248513202E1
1.263982475E1,1.194306427E1,3.270698547E0,-9.020242310E-1,1.241563131E1
1.264978375E1,1.181478104E1,3.367547150E0,-6.140231323E-1,1.230066865E1
1.265974275E1,1.165641037E1,3.411855011E0,-4.349954224E-1,1.215326616E1
1.266970275E1,1.148426834E1,3.443888397E0,-3.332070923E-1,1.199415748E1
1.267966175E1,1.126138184E1,3.463048553E0,-3.225791931E-1,1.178624128E1
1.268962075E1,1.104298599E1,3.456312561E0,-3.598516846E-1,1.157683590E1
1.269957975E1,1.088745941E1,3.423081665E0,-4.668791199E-1,1.142244442E1
1.270953975E1,1.086725143E1,3.359763336E0,-4.930746460E-1,1.138544185E1
1.271949875E1,1.124761047E1,3.240611115E0,-5.098397827E-1,1.171623823E1
1.272945775E1,1.177541290E1,3.041974182E0,-4.890330505E-1,1.217181619E1
1.273941775E1,1.244332397E1,2.741698608E0,-4.312532043E-1,1.274908633E1
1.274937675E1,1.343037140E1,2.407294006E0,-3.311114502E-1,1.364842757E1
1.275933575E1,1.467503311E1,2.163002014E0,-1.742376709E-1,1.483460594E1
1.276929575E1,1.595023132E1,2.012864227E0,-3.802093506E-2,1.607678286E1
1.277925475E1,1.700553680E1,1.915267181E0,7.484436035E-3,1.711305310E1
1.278921375E1,1.783930298E1,1.809137878E0,-1.930984497E-2,1.793081380E1
1.279917275E1,1.851933884E1,1.702858887E0,-1.712438965E-1,1.859825163E1
1.280913275E1,1.883937332E1,1.624272308E0,-6.258485413E-1,1.891961770E1
1.281909175E1,1.871453293E1,1.550475769E0,-1.270258484E0,1.882156408E1
1.282905075E1,1.829435669E1,1.574425964E0,-1.834734650E0,1.845341581E1
1.283901075E1,1.782134033E1,1.727108459E0,-2.149380341E0,1.803338323E1
1.284896975E1,1.744083160E1,1.921105042E0,-2.189646606E0,1.768241510E1
1.285892875E1,1.712334183E1,2.185754700E0,-2.027084656E0,1.738089270E1
1.286888875E1,1.695254700E1,2.554587708E0,-1.798360291E0,1.723800649E1
1.287884775E1,1.663086594E1,3.029250641E0,-1.696721649E0,1.698943571E1
1.288880675E1,1.591206070E1,3.588637390E0,-1.683399353E0,1.639834831E1
1.289876575E1,1.494641876E1,4.086651764E0,-1.707499237E0,1.558883287E1
1.290872575E1,1.387928787E1,4.460274811E0,-1.666484528E0,1.467330412E1
1.291868475E1,1.295540909E1,4.808151398E0,-1.339115295E0,1.388359371E1
1.292864375E1,1.235949829E1,5.197342072E0,-6.385720825E-1,1.342301519E1
1.293860375E1,1.220666611E1,5.495821381E0,2.412982178E-1,1.338898708E1
1.294856275E1,1.214768875E1,5.707331543E0,1.016386414E0,1.346005263E1
1.295852175E1,1.198722244E1,5.880970459E0,1.481169891E0,1.343403066E1
1.296848175E1,1.147004791E1,5.988596649E0,1.590742035E0,1.303670776E1
1.297844075E1,1.019065842E1,6.054459686E0,1.281036072E0,1.192254396E1
1.298839975E1,8.596922607E0,6.163882141E0,9.738748169E-1,1.062303881E1
1.299835875E1,7.281607819E0,6.277346191E0,1.009051666E0,9.666699173E0
1.300831875E1,6.213429108E0,6.352639618E0,1.167572021E0,8.962474871E0
1.301827775E1,5.215454407E0,6.370003510E0,1.262774048E0,8.329016009E0
1.302823675E1,4.421056366E0,6.314768372E0,1.322799225E0,7.821242661E0
1.303819675E1,4.046684875E0,6.180497589E0,1.375040588E0,7.514316040E0
1.304815575E1,3.833977203E0,5.896538086E0,1.376986542E0,7.166912482E0
1.305811475E1,3.507805481E0,5.503754883E0,1.418001251E0,6.678828090E0
1.306807375E1,3.144211578E0,5.059029694E0,1.556163940E0,6.156418935E0
1.307803375E1,2.821482697E0,4.643344116E0,1.731449432E0,5.702571904E0
1.308799275E1,2.400558014E0,4.361629944E0,1.929038544E0,5.339258773E0
1.309795175E1,1.916614380E0,4.203858032E0,2.107766876E0,5.078239285E0
1.310791175E1,1.573976898E0,4.026027832E0,2.295925598E0,4.894647866E0
1.311787075E1,1.451082458E0,3.814218292E0,2.493514709E0,4.782417494E0
1.312782975E1,1.488804016E0,3.621568909E0,2.533032532E0,4.663534343E0
1.313778975E1,1.459315338E0,3.509901123E0,2.337688751E0,4.462487630E0
1.314774875E1,1.270108795E0,3.346441040E0,1.836231537E0,4.022883325E0
1.315770775E1,6.515950012E-1,3.153791656E0,1.208736420E0,3.439770572E0
1.316766775E1,-2.776725769E-1,3.043620758E0,5.083428955E-1,3.098248195E0
1.317762675E1,-8.412506104E-1,2.855911102E0,6.421646118E-2,2.977927898E0
1.318758575E1,-1.150956573E0,2.588267670E0,-1.727407837E-1,2.837898860E0
1.319754475E1,-1.450483704E0,2.344424744E0,-4.125421143E-1,2.787547551E0
1.320750475E1,-1.673370209E0,2.132764893E0,-8.869056702E-1,2.852272008E0
1.321746375E1,-1.700763245E0,1.922302551E0,-1.494641876E0,2.970151015E0
1.322742275E1,-1.429078217E0,1.663640442E0,-2.423610077E0,3.268615896E0
1.323738275E1,-1.166973267E0,1.357377319E0,-3.399430847E0,3.841930488E0
1.324734175E1,-8.337661743E-1,1.043629761E0,-4.344266052E0,4.544994680E0
1.325730075E1,-3.667373657E-1,7.677534485E-1,-5.336253204E0,5.403659863E0
1.326726075E1,2.537223816E-1,5.743556213E-1,-6.347101135E0,6.378083744E0
1.327721975E1,8.105644226E-1,4.426295471E-1,-7.140750732E0,7.200226151E0
1.328717875E1,1.365759888E0,3.188369751E-1,-7.715555420E0,7.841986517E0
1.329713875E1,2.030976563E0,2.222877502E-1,-8.117769012E0,8.370928944E0
1.330709775E1,2.849773865E0,1.941462708E-1,-8.320447540E0,8.797087650E0
1.331705675E1,3.670217743E0,3.035687256E-1,-8.383316803E0,9.156563377E0
1.332701575E1,4.500690765E0,5.215155029E-1,-8.327333221E0,9.480119955E0
1.333697575E1,5.275778961E0,7.831713867E-1,-8.158184967E0,9.746957629E0
1.334693475E1,6.064039764E0,1.046174469E0,-8.012986908E0,1.010321822E1
1.335689375E1,7.034471741E0,1.384321289E0,-7.841743011E0,1.062511513E1
1.336685375E1,7.850574646E0,1.911225586E0,-7.583529968E0,1.108125590E1
1.337681275E1,8.518485718E0,2.557880859E0,-7.306755524E0,1.151069197E1
1.338677175E1,8.908574524E0,3.278182983E0,-7.199279022E0,1.191380721E1
1.339673175E1,8.951834564E0,4.057013397E0,-6.926995239E0,1.202405767E1
1.340669075E1,8.607400818E0,4.709955597E0,-6.627168732E0,1.184020253E1
1.341664975E1,8.226143646E0,5.252277832E0,-6.358926544E0,1.164868269E1
1.342660975E1,8.259524231E0,5.747148743E0,-5.837111664E0,1.163276974E1
1.343656875E1,8.554710388E0,6.126010895E0,-5.128185883E0,1.170510016E1
1.344652775E1,8.909921722E0,6.423592072E0,-4.444108429E0,1.184902274E1
1.345648775E1,9.323511658E0,6.701414337E0,-3.761677551E0,1.208250975E1
1.346644675E1,1.003827530E1,6.904392242E0,-3.080743561E0,1.256696400E1
1.347640575E1,1.100331848E1,7.056176605E0,-2.428250427E0,1.329507601E1
1.348636475E1,1.222268280E1,7.217091980E0,-1.621877289E0,1.428673782E1
1.349632475E1,1.345207626E1,7.517367554E0,-6.468049622E-1,1.542360293E1
1.350628375E1,1.401595367E1,8.022417297E0,3.254232788E-1,1.615277181E1
1.351624275E1,1.375025620E1,8.531808014E0,3.752247162E0,1.661146147E1
1.352620275E1,1.270497986E1,9.061257019E0,1.243988113E1,1.995679169E1
1.353616175E1,1.187794968E1,9.316625977E0,1.145492935E1,1.894995025E1
1.354612075E1,1.199171310E1,9.162745972E0,6.397995300E0,1.639181017E1
1.355608075E1,1.319775513E1,8.631800079E0,2.995271301E-1,1.577271155E1
1.356603975E1,1.492471390E1,7.877069550E0,-3.499123535E0,1.723482449E1
1.357599875E1,1.622476044E1,7.138804779E0,-4.482129364E0,1.828373235E1
1.358595875E1,1.637908951E1,6.683751068E0,-4.806055756E0,1.833153767E1
1.359591738E1,1.540880722E1,6.434070282E0,-5.265899506E0,1.750880630E1
1.360587637E1,1.417641998E1,6.456822968E0,-5.201683044E0,1.642312251E1
1.361583538E1,1.312635361E1,6.708599396E0,-4.731510773E0,1.548204312E1
1.362579538E1,1.215307755E1,7.152725830E0,-4.092489624E0,1.468357082E1
1.363575437E1,1.141855499E1,7.788902893E0,-3.222199402E0,1.419270853E1
1.364571338E1,1.092368408E1,8.485254822E0,-2.065554657E0,1.398545456E1
1.365567338E1,1.067280579E1,9.063053284E0,-8.069718933E-1,1.402493928E1
1.366563237E1,1.068897217E1,9.422455902E0,3.733236694E-1,1.425398793E1
1.367559138E1,1.083297272E1,9.617051239E0,1.639839935E0,1.457841032E1
1.368555138E1,1.107292374E1,9.765243073E0,3.479664001E0,1.516831150E1
1.369551037E1,1.133023865E1,9.881401520E0,4.350103912E0,1.565055296E1
1.370546938E1,1.183528839E1,1.000055374E1,4.195176086E0,1.605255833E1
1.371542938E1,1.255993149E1,1.008991791E1,2.712509308E0,1.633756497E1
1.372538837E1,1.312740143E1,1.012150223E1,8.241860962E-1,1.659676951E1
1.373534737E1,1.324760147E1,1.000878662E1,-7.212002563E-1,1.661911202E1
1.374530637E1,1.298819092E1,9.700577545E0,-1.612297211E0,1.629091189E1
1.375526637E1,1.265243912E1,9.347012787E0,-1.733096008E0,1.582575387E1
1.376522537E1,1.223016724E1,8.965456238E0,-1.151106262E0,1.520794009E1
1.377518438E1,1.156180710E1,8.631201324E0,-5.493576050E-2,1.442830682E1
1.378514437E1,1.068837341E1,8.310418396E0,1.156944122E0,1.358833690E1
1.379510337E1,9.884844360E0,7.912246399E0,2.132914581E0,1.283990326E1
1.380506238E1,9.410929871E0,7.445367279E0,2.529140625E0,1.226359031E1
1.381502237E1,9.245823212E0,7.025789795E0,2.313588867E0,1.184059384E1
1.382498137E1,9.271719360E0,6.708749084E0,1.686093750E0,1.156784363E1
1.383494038E1,9.363478546E0,6.524033203E0,1.059347076E0,1.146123710E1
1.384489937E1,9.476792908E0,6.485862579E0,6.939569092E-1,1.150467702E1
1.385485937E1,9.549841003E0,6.505471802E0,4.149371338E-1,1.156256024E1
1.386481838E1,9.592801666E0,6.499484253E0,2.915936279E-1,1.159095191E1
1.387477737E1,9.603429565E0,6.507567444E0,4.321513367E-1,1.160866264E1
1.388473737E1,9.524393921E0,6.531667328E0,8.186476135E-1,1.157786429E1
1.389469638E1,9.397607574E0,6.565496979E0,1.336420898E0,1.154152501E1
1.390465537E1,9.284592590E0,6.593488770E0,1.903741150E0,1.154564784E1
1.391461537E1,9.264234924E0,6.590195618E0,2.414479065E0,1.162266906E1
1.392457438E1,9.329798584E0,6.594835968E0,2.767145691E0,1.175559860E1
1.393453337E1,9.389075317E0,6.570586395E0,2.971620483E0,1.183882888E1
1.394449237E1,9.441616058E0,6.460565186E0,3.079246674E0,1.184756415E1
1.395445238E1,9.658065948E0,6.220614166E0,2.985391846E0,1.186957636E1
1.396441137E1,9.724078674E0,5.842051392E0,2.591860199E0,1.163636583E1
1.397437037E1,9.554181976E0,5.431305542E0,2.183659058E0,1.120490250E1
1.398433038E1,9.247469788E0,5.050497437E0,1.880090332E0,1.070317530E1
1.399428937E1,8.838969269E0,4.709805908E0,1.691632233E0,1.015732588E1
1.400424837E1,8.472531281E0,4.427942047E0,1.658251648E0,9.702590149E0
1.401420837E1,8.194559326E0,4.208498383E0,1.709295502E0,9.369309062E0
1.402416737E1,7.949818268E0,4.087998962E0,1.796564026E0,9.118058363E0
1.403412637E1,7.690108337E0,4.039050751E0,1.923949127E0,8.896812769E0
1.404408637E1,7.310048676E0,4.057312775E0,2.061962128E0,8.611056056E0
1.405404537E1,6.897207184E0,4.018842773E0,2.176773376E0,8.274110617E0
1.406400437E1,6.572831726E0,3.884721680E0,2.310295715E0,7.976881955E0
1.407396338E1,6.412664795E0,3.653751984E0,2.382146301E0,7.755436437E0
1.408392338E1,6.274202728E0,3.394341431E0,2.304158478E0,7.496420473E0
1.409388237E1,6.008505249E0,3.137325897E0,2.026036835E0,7.074586516E0
1.410384138E1,5.788462830E0,2.968327332E0,1.469793549E0,6.669150032E0
1.411380138E1,5.721701660E0,2.919528809E0,6.024971008E-1,6.451706837E0
1.412376037E1,5.607638855E0,2.893482971E0,-2.900967407E-1,6.316804046E0
1.413371938E1,5.298381958E0,2.853067017E0,-1.050964508E0,6.108794412E0
1.414367938E1,4.904550934E0,2.872227173E0,-1.604214020E0,5.905743934E0
1.415363837E1,4.865781555E0,3.027005310E0,-1.884281616E0,6.032338560E0
1.416359738E1,5.028642883E0,3.224744110E0,-2.017504578E0,6.305279418E0
1.417355738E1,5.281167755E0,3.372187500E0,-2.019749908E0,6.583446748E0
1.418351637E1,5.664370880E0,3.397335205E0,-1.951491852E0,6.887329265E0
1.419347538E1,6.357429657E0,3.282224579E0,-1.851499786E0,7.390396572E0
1.420343437E1,7.277266846E0,3.137924652E0,-1.912722473E0,8.152526671E0
1.421339437E1,7.957901459E0,3.081641693E0,-2.076032867E0,8.782631930E0
1.422335337E1,8.293353882E0,3.073109436E0,-2.265389099E0,9.129934720E0
1.423331237E1,8.363557892E0,3.003953247E0,-2.565964050E0,9.249703089E0
1.424327237E1,8.367599487E0,2.783910828E0,-2.910547485E0,9.286450740E0
1.425323137E1,8.434210968E0,2.497705994E0,-3.105891266E0,9.328505263E0
1.426319038E1,8.854387207E0,2.130669250E0,-3.131188660E0,9.630382479E0
1.427315037E1,9.590107269E0,1.818867645E0,-3.068169708E0,1.023191587E1
1.428310937E1,1.037552399E1,1.606609039E0,-2.958747253E0,1.090811056E1
1.429306838E1,1.105915237E1,1.496438141E0,-2.883603516E0,1.152646293E1
1.430302837E1,1.170580765E1,1.507664795E0,-2.823428650E0,1.213551545E1
1.431298737E1,1.242461288E1,1.708547058E0,-2.775079193E0,1.284489015E1
1.432294638E1,1.305704773E1,2.093696136E0,-2.834804993E0,1.352428106E1
1.433290537E1,1.318727692E1,2.481539612E0,-3.053200836E0,1.376169854E1
1.434286537E1,1.286484741E1,2.858156433E0,-3.344644775E0,1.359632325E1
1.435282438E1,1.246697479E1,3.214415588E0,-3.547772369E0,1.335457288E1
1.436278337E1,1.226773911E1,3.479214935E0,-3.554059296E0,1.323758652E1
1.437274337E1,1.224408829E1,3.617677002E0,-3.450474701E0,1.322539453E1
1.438270238E1,1.230022156E1,3.646716614E0,-3.376378784E0,1.326627024E1
1.439266137E1,1.236728210E1,3.613186340E0,-3.414250031E0,1.332898666E1
1.440262137E1,1.241368561E1,3.508553925E0,-3.552562408E0,1.338021826E1
1.441258038E1,1.241667938E1,3.420237579E0,-3.848047943E0,1.344170469E1
1.442253937E1,1.228854584E1,3.357068939E0,-4.193230133E0,1.341124340E1
1.443249937E1,1.196162567E1,3.380121002E0,-4.544549561E0,1.323475113E1
1.444245838E1,1.155282578E1,3.493285675E0,-4.850513306E0,1.300762498E1
1.445241737E1,1.103804626E1,3.646566925E0,-5.064568176E0,1.268013275E1
1.446237737E1,1.040755737E1,3.744463348E0,-5.206173706E0,1.222466772E1
1.447233638E1,9.615853729E0,3.812122650E0,-5.276677094E0,1.161207317E1
1.448229537E1,8.913065186E0,3.889661407E0,-5.211263123E0,1.103310746E1
1.449225537E1,8.371192017E0,3.947291565E0,-5.022355957E0,1.053005346E1
1.450221438E1,8.008795624E0,3.967649231E0,-4.799020386E0,1.014463624E1
1.451217337E1,7.850424957E0,3.941004639E0,-4.548291779E0,9.891796989E0
1.452213237E1,7.811056824E0,3.888014832E0,-4.186045074E0,9.677408816E0
1.453209237E1,7.728578339E0,3.778891754E0,-3.794160004E0,9.402478192E0
1.454205137E1,7.592361603E0,3.645668793E0,-3.477268982E0,9.111874408E0
1.455201037E1,7.579638062E0,3.482059021E0,-3.169359283E0,8.923031236E0
1.456197037E1,7.583529968E0,3.333418121E0,-2.807711334E0,8.746704870E0
1.457192938E1,7.567363586E0,3.207978973E0,-2.411784668E0,8.565793952E0
1.458188837E1,7.603887634E0,3.111878815E0,-2.001338196E0,8.456255169E0
1.459184837E1,7.778424683E0,2.901865540E0,-1.452279968E0,8.428157050E0
1.460180717E1,8.130791931E0,2.756068726E0,-5.072950745E-1,8.600176774E0
1.461176617E1,8.594527588E0,2.795137482E0,6.765930176E-1,9.062917638E0
1.462172617E1,9.069190521E0,2.984942780E0,1.580114136E0,9.677647482E0
1.463168517E1,9.423952789E0,3.299738159E0,1.657952271E0,1.012165816E1
1.464164417E1,9.672885132E0,3.686384125E0,1.122665405E0,1.041222898E1
1.465160417E1,9.850865021E0,4.124822388E0,3.171903992E-1,1.068430209E1
1.466156317E1,1.000384689E1,4.487518158E0,-6.914122009E-1,1.098602852E1
1.467152217E1,1.022897873E1,4.758155365E0,-1.410816193E0,1.136936457E1
1.468148117E1,1.035561539E1,4.925657043E0,-1.857786713E0,1.161689454E1
1.469144117E1,1.032193542E1,4.981191559E0,-2.209854584E0,1.167210682E1
1.470140017E1,1.021580612E1,4.959337006E0,-2.456990662E0,1.161871427E1
1.471135917E1,9.983189850E0,4.873864746E0,-2.559976501E0,1.140053143E1
1.472131917E1,9.739945679E0,4.760700073E0,-2.482288055E0,1.112171574E1
1.473127817E1,9.595795441E0,4.687801666E0,-2.278262329E0,1.091994752E1
1.474123717E1,9.538464661E0,4.655019836E0,-1.986668701E0,1.079807253E1
1.475119717E1,9.463620300E0,4.702171783E0,-1.612596588E0,1.068976129E1
1.476115617E1,9.429191895E0,4.810396729E0,-1.154100037E0,1.064807604E1
1.477111517E1,9.491013336E0,4.956343231E0,-6.402186584E-1,1.072634851E1
1.478107517E1,9.645192719E0,5.100044403E0,-1.130149841E-1,1.091113962E1
1.479103417E1,9.929900665E0,5.197192383E0,2.745291138E-1,1.121111511E1
1.480099317E1,1.030352371E1,5.247338104E0,1.496887207E-1,1.156371760E1
1.481095317E1,1.066113007E1,5.308261414E0,-1.827699280E-1,1.191095036E1
1.482091217E1,1.107172623E1,5.337151337E0,-7.213499451E-1,1.231213433E1
1.483087117E1,1.153156998E1,5.312303009E0,-1.287622375E0,1.276149054E1
1.484083017E1,1.186537582E1,5.273683319E0,-1.655407562E0,1.308966208E1
1.485079017E1,1.183947968E1,5.236111450E0,-2.011367340E0,1.310098243E1
1.486074917E1,1.148007706E1,5.211412811E0,-2.318977661E0,1.281907368E1
1.487070817E1,1.106978027E1,5.152285767E0,-2.511177979E0,1.246563672E1
1.488066817E1,1.077085190E1,5.065615997E0,-2.539169769E0,1.217041902E1
1.489062717E1,1.039198975E1,4.925657043E0,-2.548450470E0,1.177922527E1
1.490058617E1,9.941576385E0,4.734953613E0,-2.581980743E0,1.131023215E1
1.491054617E1,9.484726410E0,4.519252167E0,-2.610421600E0,1.082580141E1
1.492050517E1,9.207353210E0,4.210893402E0,-2.571203156E0,1.044595913E1
1.493046417E1,9.406588898E0,3.846700745E0,-2.326013031E0,1.042551476E1
1.494042417E1,9.955347748E0,3.494183807E0,-1.912273407E0,1.072264234E1
1.495038317E1,1.065154999E1,3.220403137E0,-1.431024170E0,1.121937359E1
1.496034217E1,1.122096588E1,3.084934845E0,-1.007105713E0,1.168080306E1
1.497030217E1,1.156195679E1,3.091371460E0,-7.476951599E-1,1.199143320E1
1.498026117E1,1.175819870E1,3.223995667E0,-6.243516541E-1,1.220816119E1
1.499022017E1,1.202075272E1,3.456611938E0,-6.144721985E-1,1.252294846E1
1.500017917E1,1.234647537E1,3.728895721E0,-7.056326294E-1,1.291657984E1
1.501013917E1,1.269614822E1,4.012555847E0,-8.143066406E-1,1.334001047E1
1.502009817E1,1.304103104E1,4.347559204E0,-9.391470337E-1,1.377867042E1
1.503005717E1,1.321077805E1,4.743934937E0,-1.015637970E0,1.407341805E1
1.504001717E1,1.321841217E1,5.156776428E0,-1.004111938E0,1.422416972E1
1.504997617E1,1.308369232E1,5.520220642E0,-8.807684326E-1,1.422784572E1
1.505993517E1,1.292083099E1,5.777086487E0,-6.626719666E-1,1.416904146E1
1.506989517E1,1.260319153E1,5.919290771E0,-4.132905579E-1,1.393015610E1
1.507985417E1,1.205682770E1,5.895639954E0,-2.643502808E-1,1.342369344E1
1.508981317E1,1.134475845E1,5.605094147E0,-1.535806274E-1,1.265480983E1
1.509977317E1,1.071232361E1,5.159321136E0,-4.939727783E-2,1.189011824E1
1.510973217E1,1.028645920E1,4.686753845E0,-7.035369873E-3,1.130384686E1
1.511969117E1,9.911189575E0,4.270319824E0,-5.239105225E-3,1.079200341E1
1.512965117E1,9.598938904E0,3.848646698E0,-1.190025330E-1,1.034243062E1
1.513961017E1,9.251810760E0,3.466940460E0,-2.799179077E-1,9.884029165E0
1.514956917E1,8.859027557E0,3.159928894E0,-4.584965515E-1,9.416885842E0
1.515952817E1,8.506061554E0,2.937940521E0,-5.785469055E-1,9.017721119E0
1.516948817E1,8.213869171E0,2.817141724E0,-6.191125488E-1,8.705586402E0
1.517944717E1,7.869435425E0,2.708467712E0,-6.448590088E-1,8.347434001E0
1.518940617E1,7.526498566E0,2.625540161E0,-5.833369446E-1,7.992616830E0
1.519936617E1,7.241790619E0,2.637515259E0,-4.484674072E-1,7.720177532E0
1.520932517E1,6.962321777E0,2.730771332E0,-2.823129272E-1,7.484032148E0
1.521928417E1,6.772965546E0,2.864293671E0,-1.121168518E-1,7.354577534E0
1.522924417E1,6.591093750E0,2.980452118E0,-2.544708252E-2,7.233689183E0
1.523920317E1,6.322701874E0,3.060834961E0,-7.065307617E-2,7.024974128E0
1.524916217E1,6.024222565E0,3.123404846E0,-1.386117554E-1,6.787203295E0
1.525912217E1,5.860463104E0,3.192261658E0,-2.471360779E-1,6.678071468E0
1.526908117E1,5.798042908E0,3.247047729E0,-3.974235535E-1,6.657219089E0
1.527904017E1,5.810167694E0,3.285817108E0,-5.195695496E-1,6.695117267E0
1.528900017E1,5.958060150E0,3.330274658E0,-6.896159363E-1,6.860377555E0
1.529895917E1,6.109694824E0,3.396287384E0,-8.924441528E-1,7.046956464E0
1.530891817E1,6.232289886E0,3.481759644E0,-9.958790588E-1,7.208041519E0
1.531887717E1,6.477180634E0,3.549418945E0,-9.981243896E-1,7.453086348E0
1.532883717E1,6.832242279E0,3.548071747E0,-9.818083191E-1,7.760946802E0
1.533879617E1,7.160659332E0,3.410058746E0,-1.050665131E0,8.000464983E0
1.534875517E1,7.434589691E0,3.153791656E0,-1.265468445E0,8.174407384E0
1.535871517E1,7.566764832E0,2.800526276E0,-1.654509430E0,8.236278218E0
1.536867417E1,7.655380554E0,2.442470856E0,-2.127376099E0,8.312415075E0
1.537863317E1,7.755671997E0,2.259850616E0,-2.579436035E0,8.480027311E0
1.538859317E1,7.899672546E0,2.035467224E0,-3.042423248E0,8.706566050E0
1.539855217E1,8.131839752E0,1.808838501E0,-3.390599213E0,8.994157965E0
1.540851117E1,8.561895447E0,1.628613281E0,-3.565884705E0,9.416685648E0
1.541847117E1,9.074429626E0,1.570534058E0,-3.572620697E0,9.878029607E0
1.542843017E1,9.451345825E0,1.613494720E0,-3.616329803E0,1.024739696E1
1.543838917E1,9.688602448E0,1.701062622E0,-3.699706421E0,1.050954133E1
1.544834917E1,9.940378876E0,1.818568268E0,-3.808829498E0,1.079932891E1
1.545830817E1,1.024095383E1,1.983674927E0,-3.886368256E0,1.113175457E1
1.546826717E1,1.045006897E1,2.259551239E0,-3.891457672E0,1.137773950E1
1.547822717E1,1.036654266E1,2.639760590E0,-3.866160278E0,1.137456540E1
1.548818617E1,1.006462051E1,3.032094727E0,-3.837719421E0,1.119009718E1
1.549814517E1,9.644593964E0,3.395988007E0,-3.764222260E0,1.089588438E1
1.550810517E1,9.264085236E0,3.679648132E0,-3.551215210E0,1.058178695E1
1.551806417E1,9.138795776E0,3.893553314E0,-3.220403137E0,1.044262142E1
1.552802317E1,9.308243408E0,3.972139893E0,-2.727927246E0,1.048154940E1
1.553798217E1,9.739496613E0,3.876189423E0,-2.158661041E0,1.070245094E1
1.554794217E1,1.023691223E1,3.683540039E0,-1.597777405E0,1.099616896E1
1.555790117E1,1.073941727E1,3.532504120E0,-1.190474396E0,1.136797686E1
1.556786017E1,1.113130234E1,3.512894897E0,-1.093625793E0,1.172358050E1
1.557782017E1,1.140208923E1,3.598965912E0,-1.255139923E0,1.202229474E1
1.558777917E1,1.145477966E1,3.750600586E0,-1.597328339E0,1.215855418E1
1.559773829E1,1.132859207E1,3.922592926E0,-2.083517303E0,1.216818713E1
1.560769829E1,1.116363510E1,4.060905304E0,-2.557731171E0,1.215153033E1
1.561765729E1,1.101454514E1,4.172872467E0,-2.928061066E0,1.213699348E1
1.562761629E1,1.082354233E1,4.265529785E0,-3.164419556E0,1.205642418E1
1.563757629E1,1.057401123E1,4.386029205E0,-3.290756836E0,1.191117317E1
1.564753529E1,1.020038818E1,4.489464111E0,-3.290008392E0,1.162012747E1
1.565749429E1,9.829010468E0,4.496649170E0,-3.186723175E0,1.126874017E1
1.566745429E1,9.582922211E0,4.389771423E0,-2.981949005E0,1.095420062E1
1.567741329E1,9.467063141E0,4.212240601E0,-2.692151642E0,1.070588324E1
1.568737229E1,9.465566254E0,3.984114990E0,-2.365231476E0,1.053871134E1
1.569733229E1,9.510772247E0,3.708088989E0,-2.043101349E0,1.041052236E1
1.570729129E1,9.619895325E0,3.421734467E0,-1.753753052E0,1.035984086E1
1.571725029E1,9.656119995E0,3.157384186E0,-1.560355225E0,1.027834795E1
1.572720929E1,9.601932678E0,2.923720093E0,-1.407223663E0,1.013536032E1
1.573716929E1,9.454040222E0,2.727627869E0,-1.180145874E0,9.910175306E0
1.574712829E1,9.396260376E0,2.579735413E0,-8.562194824E-1,9.781505797E0
1.575708729E1,9.489217072E0,2.524350586E0,-4.879852295E-1,9.831363898E0
1.576704729E1,9.719138947E0,2.561024323E0,-1.477427673E-1,1.005198166E1
1.577700629E1,9.878707123E0,2.707419891E0,8.068222046E-2,1.024331423E1
1.578696529E1,9.973609772E0,2.966680756E0,2.221380615E-1,1.040785434E1
1.579692529E1,1.006102798E1,3.324436798E0,2.483335876E-1,1.059895437E1
1.580688429E1,1.015757721E1,3.747756500E0,1.225950623E-1,1.082760745E1
1.581684329E1,1.023900787E1,4.140390015E0,-8.053253174E-2,1.104475428E1
1.582680329E1,1.023152344E1,4.451892242E0,-3.176394653E-1,1.116263012E1
1.583676229E1,1.027328659E1,4.720433807E0,-5.303471375E-1,1.131831175E1
1.584672129E1,1.026894562E1,4.932093658E0,-7.081773376E-1,1.141395230E1
1.585668129E1,1.016131943E1,5.057981873E0,-8.946894836E-1,1.138578335E1
1.586664029E1,9.902208252E0,5.134921875E0,-1.078956299E0,1.120648462E1
1.587659929E1,9.663454742E0,5.127138062E0,-1.146765289E0,1.099931693E1
1.588655929E1,9.588460693E0,5.017116852E0,-1.092428284E0,1.087673846E1
1.589651829E1,9.578730927E0,4.832550659E0,-9.857002258E-1,1.077391465E1
1.590647729E1,9.686357117E0,4.614454193E0,-7.822732544E-1,1.075781823E1
1.591643729E1,9.871821442E0,4.404590607E0,-5.942642212E-1,1.082619171E1
1.592639629E1,1.010788055E1,4.249064026E0,-4.649331665E-1,1.097451399E1
1.593635529E1,1.046458878E1,4.194876709E0,-4.125421143E-1,1.128161335E1
1.594631429E1,1.086216202E1,4.292174377E0,-4.602928162E-1,1.168850692E1
1.595627429E1,1.128967300E1,4.449347534E0,-6.227050781E-1,1.215076836E1
1.596623329E1,1.168814438E1,4.616549835E0,-7.237449646E-1,1.258765499E1
