Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
0.031,0.067,7.028,7.314,10.143,Walking
0.041,0.063,7.072,7.028,9.97,Walking
0.051,0.098,7.097,6.755,9.799,Walking
0.061,0.138,7.128,6.488,9.64,Walking
0.071,0.109,7.202,6.227,9.521,Walking
0.081,0.031,7.291,6.03,9.461,Walking
0.091,-0.05,7.349,5.876,9.41,Walking
0.101,-0.127,7.436,5.781,9.419,Walking
0.111,-0.224,7.513,5.707,9.438,Walking
0.121,-0.338,7.574,5.686,9.476,Walking
0.131,-0.424,7.621,5.733,9.546,Walking
0.141,-0.472,7.646,5.839,9.632,Walking
0.151,-0.48,7.657,5.999,9.739,Walking
0.161,-0.488,7.643,6.122,9.804,Walking
0.171,-0.495,7.609,6.258,9.864,Walking
0.181,-0.512,7.545,6.341,9.869,Walking
0.191,-0.565,7.449,6.389,9.83,Walking
0.201,-0.582,7.322,6.483,9.797,Walking
0.211,-0.552,7.207,6.58,9.774,Walking
0.221,-0.507,7.158,6.664,9.793,Walking
0.231,-0.512,7.161,6.759,9.861,Walking
0.241,-0.477,7.174,6.914,9.974,Walking
0.251,-0.348,7.166,7.041,10.053,Walking
0.26,-0.284,7.13,7.095,10.063,Walking
0.27,-0.262,7.076,7.069,10.006,Walking
0.28,-0.277,7.045,7.055,9.974,Walking
0.29,-0.297,7.014,7.04,9.942,Walking
0.3,-0.286,7.001,7.051,9.941,Walking
0.31,-0.257,6.986,7.043,9.923,Walking
0.32,-0.243,6.949,7.051,9.903,Walking
0.33,-0.232,6.952,7.101,9.941,Walking
0.34,-0.185,6.974,7.181,10.012,Walking
0.35,-0.143,6.981,7.226,10.048,Walking
0.36,-0.184,6.943,7.179,9.988,Walking
0.37,-0.236,6.892,7.099,9.897,Walking
0.38,-0.25,6.85,7.005,9.801,Walking
0.39,-0.288,6.82,6.918,9.719,Walking
0.4,-0.323,6.769,6.868,9.648,Walking
0.41,-0.352,6.762,6.82,9.611,Walking
0.42,-0.386,6.775,6.828,9.627,Walking
0.43,-0.458,6.805,6.821,9.646,Walking
0.44,-0.554,6.843,6.771,9.643,Walking
0.45,-0.63,6.841,6.781,9.653,Walking
0.46,-0.601,6.783,6.917,9.707,Walking
0.47,-0.518,6.72,7.081,9.776,Walking
0.48,-0.385,6.702,7.212,9.853,Walking
0.49,-0.34,6.713,7.253,9.889,Walking
0.499,-0.374,6.817,7.241,9.953,Walking
0.509,-0.429,6.96,7.172,10.004,Walking
0.519,-0.449,7.103,7.001,9.983,Walking
0.529,-0.724,7.281,6.884,10.046,Walking
0.539,-0.935,7.444,6.849,10.158,Walking
0.549,-0.874,7.613,6.845,10.275,Walking
0.559,-0.725,7.759,6.826,10.359,Walking
0.569,-0.729,7.909,6.67,10.371,Walking
0.579,-0.799,8.019,6.441,10.317,Walking
0.589,-0.88,8.024,6.279,10.226,Walking
0.599,-0.92,7.973,6.181,10.13,Walking
0.609,-0.916,7.853,6.115,9.995,Walking
0.619,-0.894,7.691,5.998,9.794,Walking
0.629,-0.898,7.524,5.871,9.586,Walking
0.639,-0.892,7.374,5.76,9.399,Walking
0.649,-0.863,7.232,5.678,9.235,Walking
0.659,-0.891,7.124,5.626,9.121,Walking
0.669,-0.93,7.048,5.771,9.156,Walking
0.679,-0.887,6.989,5.959,9.227,Walking
0.689,-0.811,6.938,6.125,9.29,Walking
0.699,-0.763,6.923,6.191,9.319,Walking
0.709,-0.778,6.923,6.165,9.303,Walking
0.719,-0.843,6.923,6.106,9.27,Walking
0.729,-0.941,6.945,6.032,9.247,Walking
0.739,-1.088,6.976,5.927,9.218,Walking
0.748,-1.296,7.033,5.82,9.221,Walking
0.758,-1.563,7.12,5.745,9.281,Walking
0.768,-1.783,7.216,5.711,9.374,Walking
0.778,-1.939,7.323,5.732,9.5,Walking
0.788,-2.036,7.45,5.837,9.681,Walking
0.798,-2.047,7.565,5.995,9.867,Walking
0.808,-1.971,7.637,6.171,10.014,Walking
0.818,-1.877,7.606,6.378,10.102,Walking
0.828,-1.814,7.529,6.639,10.2,Walking
0.838,-1.647,7.381,6.888,10.229,Walking
0.848,-1.424,7.147,7.082,10.162,Walking
0.858,-1.238,6.902,7.314,10.133,Walking
0.868,-1.018,6.684,7.555,10.139,Walking
0.878,-0.882,6.506,7.793,10.19,Walking
0.888,-0.81,6.383,8.062,10.315,Walking
0.898,-0.768,6.323,8.287,10.452,Walking
0.908,-0.726,6.331,8.447,10.581,Walking
0.918,-0.757,6.386,8.48,10.643,Walking
0.928,-0.877,6.467,8.459,10.684,Walking
0.938,-0.928,6.566,8.399,10.702,Walking
0.948,-0.949,6.685,8.279,10.683,Walking
0.958,-0.982,6.779,8.132,10.632,Walking
0.968,-1.018,6.876,7.98,10.583,Walking
0.978,-1.02,6.943,7.803,10.495,Walking
0.987,-1.047,6.965,7.626,10.381,Walking
0.997,-1.071,6.904,7.553,10.289,Walking
1.007,-1.026,6.813,7.582,10.245,Walking
1.017,-0.91,6.706,7.686,10.241,Walking
1.027,-0.781,6.624,7.695,10.184,Walking
1.037,-0.631,6.548,7.611,10.06,Walking
1.047,-0.492,6.497,7.475,9.916,Walking
1.057,-0.301,6.477,7.228,9.71,Walking
1.067,-0.164,6.458,6.881,9.438,Walking
1.077,-0.174,6.474,6.545,9.208,Walking
1.087,-0.234,6.496,6.289,9.044,Walking
1.097,-0.252,6.549,6.112,8.962,Walking
1.107,-0.248,6.619,6.05,8.971,Walking
1.117,-0.321,6.714,6.047,9.041,Walking
1.127,-0.417,6.822,6.104,9.163,Walking
1.137,-0.477,6.919,6.148,9.268,Walking
1.147,-0.609,6.982,6.145,9.321,Walking
1.157,-0.815,7.015,6.187,9.389,Walking
1.167,-0.96,7.011,6.364,9.517,Walking
1.177,-1.011,6.969,6.675,9.703,Walking
1.187,-1.005,6.911,6.993,9.883,Walking
1.197,-1.012,6.831,7.315,10.06,Walking
1.207,-0.971,6.757,7.625,10.234,Walking
1.217,-0.897,6.67,7.87,10.355,Walking
1.227,-0.831,6.575,8.048,10.425,Walking
1.236,-0.8,6.513,8.195,10.498,Walking
1.246,-0.749,6.462,8.348,10.584,Walking
1.256,-0.633,6.402,8.536,10.689,Walking
1.266,-0.41,6.346,8.683,10.763,Walking
1.276,-0.219,6.282,8.661,10.701,Walking
1.286,-0.159,6.229,8.473,10.517,Walking
1.296,-0.188,6.208,8.18,10.271,Walking
1.306,-0.249,6.237,7.915,10.08,Walking
1.316,-0.375,6.327,7.681,9.958,Walking
1.326,-0.519,6.477,7.528,9.945,Walking
1.336,-0.599,6.616,7.427,9.965,Walking
1.346,-0.626,6.757,7.321,9.983,Walking
1.356,-0.616,6.881,7.207,9.984,Walking
1.366,-0.596,6.944,7.048,9.912,Walking
1.376,-0.558,6.914,6.911,9.792,Walking
1.386,-0.498,6.831,6.824,9.669,Walking
1.396,-0.41,6.722,6.79,9.564,Walking
1.406,-0.334,6.624,6.782,9.486,Walking
1.416,-0.337,6.558,6.731,9.404,Walking
1.426,-0.363,6.517,6.644,9.313,Walking
1.436,-0.395,6.488,6.608,9.269,Walking
1.446,-0.434,6.49,6.629,9.287,Walking
1.456,-0.484,6.535,6.689,9.364,Walking
1.466,-0.554,6.632,6.717,9.456,Walking
1.475,-0.654,6.733,6.772,9.572,Walking
1.485,-0.78,6.833,6.84,9.699,Walking
1.495,-0.841,6.881,6.971,9.831,Walking
1.505,-0.787,6.883,7.152,9.957,Walking
1.515,-0.694,6.847,7.293,10.027,Walking
1.525,-0.6,6.764,7.38,10.028,Walking
1.535,-0.441,6.608,7.456,9.973,Walking
1.545,-0.293,6.479,7.544,9.949,Walking
1.555,-0.169,6.407,7.636,9.969,Walking
1.565,-0.079,6.344,7.686,9.966,Walking
1.575,-0.078,6.307,7.79,10.023,Walking
1.585,-0.091,6.293,7.884,10.088,Walking
1.595,-0.126,6.301,7.849,10.066,Walking
1.605,-0.219,6.411,7.74,10.053,Walking
1.615,-0.368,6.595,7.631,10.093,Walking
1.625,-0.483,6.737,7.59,10.16,Walking
1.635,-0.546,6.812,7.6,10.221,Walking
1.645,-0.531,6.802,7.623,10.23,Walking
1.655,-0.453,6.694,7.649,10.174,Walking
1.665,-0.395,6.569,7.636,10.08,Walking
1.675,-0.399,6.513,7.615,10.029,Walking
1.685,-0.45,6.507,7.634,10.041,Walking
1.695,-0.529,6.531,7.694,10.106,Walking
1.705,-0.6,6.564,7.79,10.204,Walking
1.715,-0.581,6.597,7.881,10.294,Walking
1.724,-0.561,6.589,7.953,10.343,Walking
1.734,-0.541,6.573,7.913,10.301,Walking
1.744,-0.493,6.57,7.789,10.202,Walking
1.754,-0.429,6.545,7.56,10.009,Walking
1.764,-0.429,6.556,7.29,9.814,Walking
1.774,-0.411,6.635,7.021,9.669,Walking
1.784,-0.37,6.729,6.809,9.58,Walking
1.794,-0.348,6.825,6.637,9.526,Walking
1.804,-0.373,6.93,6.464,9.484,Walking
1.814,-0.411,7.051,6.353,9.499,Walking
1.824,-0.398,7.143,6.282,9.521,Walking
1.834,-0.401,7.176,6.259,9.531,Walking
1.844,-0.33,7.178,6.293,9.552,Walking
1.854,-0.154,7.123,6.363,9.552,Walking
1.864,0.001,7.054,6.42,9.538,Walking
1.874,0.092,6.997,6.481,9.538,Walking
1.884,0.107,6.942,6.588,9.571,Walking
1.894,0.067,6.887,6.707,9.613,Walking
1.904,-0.017,6.831,6.923,9.726,Walking
1.914,-0.075,6.781,7.22,9.905,Walking
1.924,-0.105,6.73,7.494,10.073,Walking
1.934,-0.185,6.71,7.685,10.204,Walking
1.944,-0.328,6.698,7.815,10.298,Walking
1.954,-0.462,6.692,7.85,10.326,Walking
1.963,-0.644,6.721,7.783,10.304,Walking
1.973,-0.837,6.804,7.741,10.34,Walking
1.983,-0.995,6.912,7.737,10.423,Walking
1.993,-1.085,6.995,7.728,10.481,Walking
2.003,-1.123,7.061,7.706,10.512,Walking
2.013,-1.079,7.072,7.705,10.514,Walking
2.023,-0.91,7.049,7.629,10.427,Walking
2.033,-0.698,7.001,7.44,10.24,Walking
2.043,-0.546,6.943,7.165,9.992,Walking
2.053,-0.495,6.902,6.833,9.725,Walking
2.063,-0.439,6.887,6.596,9.546,Walking
2.073,-0.32,6.895,6.471,9.461,Walking
2.083,-0.199,6.912,6.403,9.424,Walking
2.093,-0.176,6.96,6.354,9.426,Walking
2.103,-0.203,7.008,6.304,9.429,Walking
2.113,-0.247,7.043,6.263,9.428,Walking
2.123,-0.332,7.091,6.222,9.439,Walking
2.133,-0.361,7.123,6.192,9.445,Walking
2.143,-0.33,7.132,6.192,9.451,Walking
2.153,-0.236,7.1,6.2,9.429,Walking
2.163,-0.215,7.046,6.215,9.398,Walking
2.173,-0.243,6.97,6.181,9.32,Walking
2.183,-0.3,6.908,6.185,9.277,Walking
2.193,-0.379,6.895,6.278,9.332,Walking
2.203,-0.472,6.947,6.399,9.457,Walking
2.212,-0.591,7.012,6.492,9.574,Walking
2.222,-0.748,7.062,6.581,9.682,Walking
2.232,-0.857,7.072,6.648,9.745,Walking
2.242,-0.847,7.014,6.766,9.782,Walking
2.252,-0.713,6.928,6.943,9.834,Walking
2.262,-0.627,6.866,7.09,9.889,Walking
2.272,-0.621,6.855,7.107,9.894,Walking
2.282,-0.661,6.862,7.058,9.866,Walking
2.292,-0.689,6.869,7.041,9.861,Walking
2.302,-0.643,6.894,7.012,9.854,Walking
2.312,-0.611,6.927,6.925,9.814,Walking
2.322,-0.587,6.943,6.878,9.79,Walking
2.332,-0.527,6.94,6.903,9.803,Walking
2.342,-0.425,6.932,7.043,9.892,Walking
2.352,-0.335,6.908,7.274,10.037,Walking
2.362,-0.213,6.875,7.464,10.15,Walking
2.372,-0.127,6.809,7.593,10.199,Walking
2.382,-0.116,6.731,7.684,10.216,Walking
2.392,-0.142,6.66,7.697,10.179,Walking
2.402,-0.161,6.61,7.657,10.117,Walking
2.412,-0.175,6.591,7.572,10.04,Walking
2.422,-0.195,6.598,7.499,9.99,Walking
2.432,-0.205,6.677,7.455,10.01,Walking
2.442,-0.172,6.806,7.423,10.072,Walking
2.451,-0.132,6.903,7.417,10.133,Walking
2.461,-0.126,6.966,7.419,10.178,Walking
2.471,-0.164,6.992,7.437,10.21,Walking
2.481,-0.193,6.965,7.486,10.227,Walking
2.491,-0.18,6.906,7.512,10.205,Walking
2.501,-0.161,6.817,7.518,10.15,Walking
2.511,-0.169,6.731,7.435,10.03,Walking
2.521,-0.178,6.623,7.358,9.901,Walking
2.531,-0.172,6.531,7.334,9.822,Walking
2.541,-0.142,6.483,7.339,9.794,Walking
2.551,-0.102,6.469,7.363,9.801,Walking
2.561,-0.048,6.472,7.382,9.817,Walking
2.571,0.002,6.486,7.347,9.801,Walking
2.581,0.013,6.519,7.278,9.77,Walking
2.591,0.054,6.528,7.206,9.723,Walking
2.601,0.078,6.546,7.155,9.698,Walking
2.611,0.102,6.548,7.068,9.635,Walking
2.621,0.144,6.538,6.978,9.564,Walking
2.631,0.173,6.509,6.917,9.5,Walking
2.641,0.228,6.474,6.89,9.457,Walking
2.651,0.24,6.477,6.878,9.451,Walking
2.661,0.253,6.486,6.862,9.446,Walking
2.671,0.284,6.48,6.877,9.454,Walking
2.681,0.242,6.527,6.93,9.522,Walking
2.691,0.213,6.573,7.068,9.655,Walking
2.7,0.217,6.596,7.236,9.793,Walking
2.71,0.202,6.593,7.421,9.929,Walking
2.72,0.226,6.543,7.628,10.052,Walking
2.73,0.26,6.488,7.808,10.155,Walking
2.74,0.302,6.42,7.909,10.191,Walking
2.75,0.331,6.369,7.966,10.204,Walking
2.76,0.328,6.336,7.955,10.175,Walking
2.77,0.349,6.327,7.903,10.13,Walking
2.78,0.365,6.353,7.84,10.098,Walking
2.79,0.352,6.411,7.761,10.073,Walking
2.8,0.322,6.47,7.704,10.066,Walking
2.81,0.276,6.531,7.64,10.055,Walking
2.82,0.234,6.586,7.588,10.051,Walking
2.83,0.234,6.644,7.585,10.086,Walking
2.84,0.256,6.691,7.534,10.08,Walking
2.85,0.288,6.752,7.459,10.066,Walking
2.86,0.261,6.788,7.446,10.079,Walking
2.87,0.268,6.785,7.427,10.063,Walking
2.88,0.291,6.773,7.438,10.063,Walking
2.89,0.241,6.756,7.417,10.035,Walking
2.9,0.219,6.73,7.451,10.042,Walking
2.91,0.252,6.709,7.547,10.101,Walking
2.92,0.337,6.667,7.618,10.129,Walking
2.93,0.429,6.625,7.675,10.148,Walking
2.94,0.509,6.583,7.594,10.063,Walking
2.949,0.52,6.568,7.424,9.926,Walking
2.959,0.463,6.576,7.244,9.794,Walking
2.969,0.461,6.593,7.118,9.713,Walking
2.979,0.445,6.635,6.963,9.629,Walking
2.989,0.351,6.712,6.834,9.585,Walking
2.999,0.298,6.765,6.814,9.607,Walking
3.009,0.316,6.795,6.852,9.656,Walking
3.019,0.355,6.836,6.868,9.697,Walking
3.029,0.386,6.882,6.808,9.688,Walking
3.039,0.422,6.92,6.689,9.634,Walking
3.049,0.446,6.941,6.623,9.604,Walking
3.059,0.364,6.976,6.62,9.624,Walking
3.069,0.293,7.009,6.592,9.627,Walking
3.079,0.267,7.014,6.636,9.659,Walking
3.089,0.294,6.999,6.764,9.737,Walking
3.099,0.314,6.934,6.906,9.792,Walking
3.109,0.33,6.833,7.025,9.805,Walking
3.119,0.338,6.749,7.09,9.794,Walking
3.129,0.303,6.728,7.124,9.804,Walking
3.139,0.255,6.726,7.183,9.844,Walking
3.149,0.202,6.724,7.274,9.908,Walking
3.159,0.143,6.743,7.331,9.962,Walking
3.169,0.097,6.765,7.4,10.027,Walking
3.179,0.104,6.764,7.484,10.088,Walking
3.188,0.073,6.777,7.52,10.123,Walking
3.198,0.059,6.805,7.505,10.131,Walking
3.208,0.078,6.827,7.473,10.122,Walking
3.218,0.13,6.842,7.462,10.125,Walking
3.228,0.213,6.836,7.438,10.104,Walking
3.238,0.323,6.804,7.356,10.025,Walking
3.248,0.385,6.781,7.24,9.927,Walking
3.258,0.412,6.771,7.103,9.822,Walking
3.268,0.422,6.786,6.99,9.752,Walking
3.278,0.397,6.837,6.913,9.731,Walking
3.288,0.341,6.883,6.917,9.764,Walking
3.298,0.294,6.916,6.955,9.812,Walking
3.308,0.264,6.925,6.986,9.84,Walking
3.318,0.287,6.887,7.065,9.871,Walking
3.328,0.334,6.855,7.133,9.898,Walking
3.338,0.367,6.836,7.137,9.889,Walking
3.348,0.372,6.826,7.105,9.859,Walking
3.358,0.357,6.813,7.074,9.828,Walking
3.368,0.315,6.788,7.03,9.777,Walking
3.378,0.195,6.815,7.047,9.805,Walking
3.388,0.171,6.854,7.196,9.939,Walking
3.398,0.265,6.855,7.358,10.06,Walking
3.408,0.372,6.835,7.5,10.155,Walking
3.418,0.464,6.8,7.607,10.214,Walking
3.428,0.606,6.698,7.69,10.216,Walking
3.437,0.771,6.585,7.658,10.129,Walking
3.447,0.852,6.507,7.477,9.949,Walking
3.457,0.908,6.453,7.196,9.708,Walking
3.467,0.901,6.515,6.874,9.513,Walking
3.477,0.813,6.697,6.617,9.449,Walking
3.487,0.807,6.869,6.497,9.49,Walking
3.497,0.838,6.987,6.411,9.52,Walking
3.507,0.801,7.095,6.35,9.555,Walking
3.517,0.716,7.19,6.399,9.652,Walking
3.527,0.678,7.261,6.598,9.835,Walking
3.537,0.618,7.212,6.871,9.98,Walking
3.547,0.64,7.052,7.155,10.066,Walking
3.557,0.769,6.88,7.378,10.117,Walking
3.567,0.81,6.791,7.438,10.105,Walking
3.577,0.735,6.864,7.414,10.13,Walking
3.587,0.669,6.991,7.366,10.177,Walking
3.597,0.563,7.076,7.381,10.241,Walking
3.607,0.66,7.067,7.36,10.225,Walking
3.617,0.97,6.967,7.077,9.979,Walking
3.627,0.819,6.967,7.034,9.934,Walking
3.637,0.343,7.011,6.899,9.842,Walking
3.647,0.229,7.058,6.697,9.732,Walking
3.657,0.099,7.152,6.57,9.712,Walking
3.667,-0.121,7.295,6.546,9.802,Walking
3.676,-0.271,7.436,6.582,9.934,Walking
3.686,-0.363,7.541,6.584,10.017,Walking
3.696,-0.479,7.617,6.611,10.097,Walking
3.706,-0.554,7.634,6.684,10.161,Walking
3.716,-0.607,7.623,6.667,10.145,Walking
3.726,-0.669,7.554,6.587,10.045,Walking
3.736,-0.73,7.489,6.553,9.978,Walking
3.746,-0.704,7.394,6.553,9.905,Walking
3.756,-0.609,7.275,6.558,9.814,Walking
3.766,-0.476,7.248,6.609,9.82,Walking
3.776,-0.324,7.259,6.558,9.788,Walking
3.786,-0.208,7.316,6.452,9.757,Walking
3.796,-0.109,7.421,6.328,9.753,Walking
3.806,0.006,7.469,6.192,9.701,Walking
3.816,0.057,7.498,6.031,9.623,Walking
3.826,0.076,7.558,5.867,9.569,Walking
3.836,0.072,7.606,5.752,9.537,Walking
3.846,0.055,7.687,5.708,9.575,Walking
3.856,0.084,7.774,5.744,9.666,Walking
3.866,0.144,7.85,5.802,9.762,Walking
3.876,0.145,7.904,5.84,9.829,Walking
3.886,0.116,7.961,5.836,9.871,Walking
3.896,0.067,7.993,5.801,9.876,Walking
3.906,0.024,8.008,5.777,9.874,Walking
3.916,0.082,8.073,5.782,9.93,Walking
3.925,0.136,8.174,5.775,10.009,Walking
3.935,0.159,8.235,5.774,10.059,Walking
3.945,0.199,8.187,5.751,10.007,Walking
3.955,0.275,8.056,5.724,9.886,Walking
3.965,0.333,7.916,5.664,9.739,Walking
3.975,0.291,7.803,5.604,9.611,Walking
3.985,0.239,7.715,5.581,9.525,Walking
3.995,0.237,7.746,5.527,9.519,Walking
4.005,0.167,7.852,5.454,9.562,Walking
4.015,0.099,7.963,5.421,9.633,Walking
4.025,0.166,8.053,5.449,9.725,Walking
4.035,0.281,8.092,5.493,9.784,Walking
4.045,0.37,8.105,5.49,9.796,Walking
4.055,0.345,8.098,5.414,9.747,Walking
4.065,0.209,8.082,5.337,9.687,Walking
4.075,-0.001,8.05,5.323,9.651,Walking
4.085,-0.16,8.025,5.394,9.671,Walking
4.095,-0.331,8.024,5.529,9.75,Walking
4.105,-0.407,8.046,5.76,9.903,Walking
4.115,-0.398,8.08,5.925,10.028,Walking
4.125,-0.412,8.084,5.865,9.995,Walking
4.135,-0.435,8.023,5.69,9.845,Walking
4.145,-0.414,7.978,5.503,9.7,Walking
4.155,-0.424,7.981,5.352,9.619,Walking
4.164,-0.448,8.033,5.225,9.594,Walking
4.174,-0.352,8.096,5.161,9.608,Walking
4.184,-0.11,8.123,5.151,9.619,Walking
4.194,0.186,8.139,5.132,9.623,Walking
4.204,0.482,8.137,5.129,9.631,Walking
4.214,0.754,8.058,5.082,9.557,Walking
4.224,0.922,7.917,5.034,9.427,Walking
4.234,0.995,7.753,5.034,9.298,Walking
4.244,1.033,7.682,5.103,9.28,Walking
4.254,1.059,7.702,5.196,9.351,Walking
4.264,1.01,7.774,5.331,9.48,Walking
4.274,0.859,7.891,5.482,9.646,Walking
4.284,0.699,8.012,5.754,9.889,Walking
4.294,0.491,8.17,6.166,10.248,Walking
4.304,0.368,8.337,6.422,10.53,Walking
4.314,0.282,8.489,6.466,10.675,Walking
4.324,0.15,8.586,6.29,10.644,Walking
4.334,0.02,8.614,6.031,10.515,Walking
4.344,-0.002,8.56,5.812,10.346,Walking
4.354,0.075,8.443,5.585,10.123,Walking
4.364,0.187,8.292,5.395,9.894,Walking
4.374,0.356,8.151,5.261,9.708,Walking
4.384,0.543,8.02,5.13,9.536,Walking
4.394,0.658,7.979,5.003,9.441,Walking
4.404,0.697,8.005,4.865,9.393,Walking
4.413,0.687,8.037,4.751,9.361,Walking
4.423,0.647,8.078,4.688,9.362,Walking
4.433,0.689,8.087,4.723,9.39,Walking
4.443,0.774,8.081,4.75,9.405,Walking
4.453,0.793,8.107,4.668,9.388,Walking
4.463,0.696,8.207,4.542,9.406,Walking
4.473,0.589,8.379,4.521,9.538,Walking
4.483,0.582,8.561,4.537,9.706,Walking
4.493,0.542,8.695,4.514,9.812,Walking
4.503,0.405,8.772,4.532,9.882,Walking
4.513,0.27,8.786,4.743,9.988,Walking
4.523,0.21,8.758,5.151,10.163,Walking
4.533,0.259,8.74,5.559,10.361,Walking
4.543,0.332,8.789,5.932,10.609,Walking
4.553,0.4,8.888,6.208,10.849,Walking
4.563,0.612,8.957,6.29,10.962,Walking
4.573,0.726,8.879,6.032,10.759,Walking
4.583,0.762,8.657,5.655,10.369,Walking
4.593,0.77,8.414,5.41,10.033,Walking
4.603,0.783,8.235,5.304,9.827,Walking
4.613,0.869,8.153,5.254,9.738,Walking
4.623,1.062,8.17,5.164,9.723,Walking
4.633,1.264,8.258,4.928,9.699,Walking
4.643,1.343,8.379,4.58,9.643,Walking
4.652,1.451,8.518,4.246,9.627,Walking
4.662,1.606,8.574,3.961,9.58,Walking
4.672,1.647,8.589,3.759,9.519,Walking
4.682,1.715,8.581,3.694,9.498,Walking
4.692,1.844,8.603,3.645,9.524,Walking
4.702,1.855,8.682,3.484,9.537,Walking
4.712,1.78,8.775,3.268,9.531,Walking
4.722,1.662,8.817,3.041,9.474,Walking
4.732,1.503,8.85,2.835,9.414,Walking
4.742,1.487,8.872,2.757,9.409,Walking
4.752,1.548,8.911,2.733,9.448,Walking
4.762,1.509,8.98,2.681,9.492,Walking
4.772,1.431,9.043,2.644,9.529,Walking
4.782,1.286,9.069,2.618,9.526,Walking
4.792,1.188,9.077,2.635,9.526,Walking
4.802,1.221,9.087,2.638,9.541,Walking
4.812,1.303,9.084,2.552,9.525,Walking
4.822,1.372,9.067,2.562,9.521,Walking
4.832,1.452,9.062,2.684,9.562,Walking
4.842,1.599,9.031,2.883,9.614,Walking
4.852,1.663,8.978,3.276,9.701,Walking
4.862,1.628,8.971,3.754,9.861,Walking
4.872,1.481,8.942,4.283,10.024,Walking
4.882,1.328,8.946,4.854,10.265,Walking
4.892,1.046,9.101,5.613,10.744,Walking
4.901,0.706,9.202,6.057,11.039,Walking
4.911,0.681,9.192,6.597,11.335,Walking
4.921,0.627,9.147,7.076,11.581,Walking
4.931,0.422,9.126,7.496,11.818,Walking
4.941,0.213,9.073,7.928,12.05,Walking
4.951,0.178,8.978,8.372,12.277,Walking
4.961,0.182,8.808,8.659,12.353,Walking
4.971,0.084,8.69,8.808,12.374,Walking
4.981,-0.094,8.614,8.937,12.413,Walking
4.991,-0.158,8.498,9.037,12.406,Walking
5.001,-0.127,8.341,9.094,12.341,Walking
5.011,-0.08,8.148,8.982,12.128,Walking
5.021,-0.135,7.94,8.694,11.775,Walking
5.031,-0.27,7.759,8.404,11.442,Walking
5.041,-0.371,7.643,8.158,11.185,Walking
5.051,-0.412,7.554,7.927,10.958,Walking
5.061,-0.42,7.454,7.703,10.727,Walking
5.071,-0.496,7.344,7.316,10.378,Walking
5.081,-0.542,7.184,6.85,9.941,Walking
5.091,-0.652,7.008,6.269,9.425,Walking
5.101,-0.769,6.887,5.836,9.06,Walking
5.111,-0.778,6.732,5.593,8.787,Walking
5.121,-0.608,6.533,5.417,8.508,Walking
5.131,-0.393,6.408,5.263,8.302,Walking
5.14,-0.311,6.403,5.019,8.142,Walking
5.15,-0.333,6.442,4.729,7.998,Walking
5.16,-0.265,6.527,4.61,7.995,Walking
5.17,-0.166,6.648,4.613,8.093,Walking
5.18,-0.113,6.799,4.717,8.276,Walking
5.19,0.03,6.954,4.9,8.507,Walking
5.2,0.081,7.162,4.967,8.717,Walking
5.21,-0.031,7.375,4.989,8.904,Walking
5.22,-0.163,7.547,5.02,9.066,Walking
5.23,-0.227,7.712,5.133,9.266,Walking
5.24,-0.328,7.884,5.286,9.497,Walking
5.25,-0.374,8.035,5.394,9.685,Walking
5.26,-0.411,8.219,5.421,9.855,Walking
5.27,-0.45,8.356,5.374,9.945,Walking
5.28,-0.414,8.47,5.261,9.98,Walking
5.29,-0.335,8.533,5.083,9.938,Walking
5.3,-0.271,8.571,4.88,9.866,Walking
5.31,-0.293,8.615,4.635,9.787,Walking
5.32,-0.402,8.639,4.472,9.736,Walking
5.33,-0.56,8.651,4.424,9.733,Walking
5.34,-0.621,8.661,4.367,9.719,Walking
5.35,-0.645,8.597,4.393,9.676,Walking
5.36,-0.665,8.53,4.524,9.678,Walking
5.37,-0.524,8.485,4.623,9.677,Walking
5.38,-0.371,8.469,4.633,9.66,Walking
5.389,-0.334,8.509,4.517,9.64,Walking
5.399,-0.461,8.547,4.265,9.563,Walking
5.409,-0.726,8.57,3.992,9.482,Walking
5.419,-1.075,8.575,3.819,9.448,Walking
5.429,-1.221,8.609,3.709,9.454,Walking
5.439,-1.18,8.713,3.667,9.526,Walking
5.449,-1.131,8.908,3.701,9.712,Walking
5.459,-1.021,9.114,3.86,9.95,Walking
5.469,-0.877,9.282,4.048,10.164,Walking
5.479,-0.67,9.512,4.075,10.37,Walking
5.489,-0.395,9.726,3.958,10.507,Walking
5.499,-0.23,9.827,3.584,10.463,Walking
5.509,-0.248,9.683,3.199,10.201,Walking
5.519,-0.363,9.302,3.124,9.819,Walking
5.529,-0.401,8.816,3.603,9.532,Walking
5.539,-0.336,8.475,4.232,9.479,Walking
5.549,-0.186,8.28,4.727,9.536,Walking
5.559,-0.022,8.235,4.988,9.628,Walking
5.569,0.063,8.452,4.858,9.749,Walking
5.579,0.006,8.741,4.558,9.858,Walking
5.589,-0.096,8.881,4.268,9.854,Walking
5.599,-0.201,8.94,4.094,9.835,Walking
5.609,-0.32,8.989,4.023,9.854,Walking
5.619,-0.446,9.021,4.035,9.892,Walking
5.628,-0.615,9.044,4.119,9.957,Walking
5.638,-0.705,9.005,4.227,9.973,Walking
5.648,-0.716,8.937,4.294,9.941,Walking
5.658,-0.643,8.872,4.301,9.881,Walking
