Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
42.518,8.567,0.379,-3.177,9.145,Walking
42.528,8.25,0.529,-2.991,8.792,Walking
42.538,8.015,0.712,-2.877,8.545,Walking
42.548,7.828,0.881,-2.865,8.382,Walking
42.558,7.703,1.071,-2.917,8.306,Walking
42.568,7.497,1.325,-3.084,8.215,Walking
42.578,7.246,1.574,-3.219,8.084,Walking
42.588,7.101,1.833,-3.196,8,Walking
42.598,7.075,2.078,-3.012,7.965,Walking
42.608,7.088,2.333,-2.764,7.958,Walking
42.618,6.959,2.598,-2.478,7.831,Walking
42.628,6.803,2.815,-2.051,7.643,Walking
42.637,6.591,2.998,-1.43,7.381,Walking
42.647,6.468,3.025,-0.237,7.144,Walking
42.657,6.569,2.736,2.02,7.397,Walking
42.667,6.794,2.259,3.273,7.872,Walking
42.677,7.22,1.695,3.4,8.158,Walking
42.687,7.555,1.263,2.532,8.067,Walking
42.697,7.866,0.972,0.917,7.978,Walking
42.707,8.2,0.695,-0.781,8.266,Walking
42.717,8.547,0.571,-2.124,8.825,Walking
42.727,8.748,0.513,-3.084,9.29,Walking
42.737,8.962,0.234,-3.469,9.613,Walking
42.747,9.213,-0.18,-3.605,9.895,Walking
42.757,9.508,-0.686,-3.622,10.197,Walking
42.767,9.862,-1.202,-3.389,10.497,Walking
42.777,10.242,-1.587,-2.961,10.779,Walking
42.787,10.48,-1.761,-2.391,10.893,Walking
42.797,10.614,-1.606,-1.567,10.849,Walking
42.807,10.569,-1.045,-1.115,10.679,Walking
42.817,10.415,-0.422,-1.05,10.476,Walking
42.827,10.284,0.066,-1.179,10.352,Walking
42.837,10.348,0.316,-1.458,10.455,Walking
42.847,10.508,0.371,-1.728,10.656,Walking
42.857,10.613,0.356,-2.012,10.808,Walking
42.867,10.796,0.283,-2.296,11.041,Walking
42.876,11.068,0.133,-2.577,11.365,Walking
42.886,11.241,0.017,-2.883,11.605,Walking
42.896,11.377,-0.021,-3.131,11.8,Walking
42.906,11.46,0.035,-3.356,11.941,Walking
42.916,11.473,0.182,-3.615,12.03,Walking
42.926,11.377,0.414,-3.866,12.023,Walking
42.936,11.18,0.71,-4.027,11.904,Walking
42.946,10.967,1.061,-4.049,11.739,Walking
42.956,10.687,1.438,-3.956,11.486,Walking
42.966,10.381,1.777,-3.757,11.182,Walking
42.976,10.126,2.064,-3.434,10.89,Walking
42.986,9.957,2.267,-2.988,10.64,Walking
42.996,9.924,2.365,-2.537,10.512,Walking
43.006,9.985,2.302,-2.182,10.477,Walking
43.016,10.125,2.038,-1.93,10.507,Walking
43.026,10.303,1.735,-1.791,10.601,Walking
43.036,10.537,1.464,-1.772,10.785,Walking
43.046,10.939,1.209,-1.81,11.153,Walking
43.056,11.442,1.033,-1.88,11.641,Walking
43.066,11.914,0.994,-2.02,12.125,Walking
43.076,12.261,1.082,-2.268,12.516,Walking
43.086,12.368,1.34,-2.521,12.694,Walking
43.096,12.284,1.742,-2.683,12.694,Walking
43.106,12.197,2.151,-2.742,12.685,Walking
43.116,12.182,2.519,-2.731,12.736,Walking
43.125,12.253,2.738,-2.65,12.832,Walking
43.135,12.346,2.871,-2.52,12.924,Walking
43.145,12.277,2.949,-2.544,12.879,Walking
43.155,11.91,3.017,-2.67,12.573,Walking
43.165,11.406,3.034,-2.782,12.126,Walking
43.175,11.043,3.039,-2.831,11.799,Walking
43.185,10.813,3.103,-2.641,11.555,Walking
43.195,10.633,3.232,-2.324,11.354,Walking
43.205,10.496,3.362,-2.034,11.208,Walking
43.215,10.386,3.487,-1.744,11.094,Walking
43.225,10.294,3.603,-1.406,10.996,Walking
43.235,10.289,3.701,-1.091,10.989,Walking
43.245,10.476,3.772,-0.764,11.161,Walking
43.255,10.77,3.802,-0.396,11.428,Walking
43.265,11.141,3.799,-0.418,11.779,Walking
43.275,11.525,3.792,-0.674,12.152,Walking
43.285,12.031,3.828,-0.978,12.663,Walking
43.295,12.516,3.863,-1.331,13.166,Walking
43.305,12.851,3.804,-1.646,13.503,Walking
43.315,12.968,3.65,-2.077,13.631,Walking
43.325,13.002,3.413,-2.457,13.665,Walking
43.335,13.115,3.176,-2.653,13.752,Walking
43.345,13.045,2.957,-2.819,13.669,Walking
43.355,12.746,2.733,-3.021,13.381,Walking
43.365,12.221,2.528,-3.32,12.913,Walking
43.374,11.519,2.343,-3.633,12.303,Walking
43.384,10.772,2.164,-3.822,11.633,Walking
43.394,10.164,2.007,-3.838,11.049,Walking
43.404,9.823,1.869,-3.579,10.621,Walking
43.414,9.711,1.767,-3.14,10.358,Walking
43.424,9.709,1.685,-2.557,10.18,Walking
43.434,9.813,1.593,-1.909,10.123,Walking
43.444,9.999,1.5,-1.194,10.181,Walking
43.454,10.304,1.428,-0.454,10.412,Walking
43.464,10.828,1.409,0.325,10.924,Walking
43.474,11.441,1.463,1.084,11.585,Walking
43.484,11.987,1.569,1.721,12.211,Walking
43.494,12.639,1.677,2.285,12.953,Walking
43.504,13.378,1.787,2.22,13.679,Walking
43.514,14.232,1.841,1.656,14.445,Walking
43.524,14.966,1.839,0.727,15.096,Walking
43.534,15.343,1.819,-0.223,15.452,Walking
43.544,15.581,1.715,-0.865,15.699,Walking
43.554,15.588,1.536,-1.368,15.723,Walking
43.564,15.138,1.299,-1.776,15.297,Walking
43.574,14.331,1.003,-2.065,14.514,Walking
43.584,13.685,0.703,-2.157,13.872,Walking
43.594,13.182,0.442,-2.163,13.365,Walking
43.604,12.645,0.262,-2.077,12.817,Walking
43.613,12.119,0.198,-1.885,12.266,Walking
43.623,11.602,0.21,-1.665,11.723,Walking
43.633,11.035,0.295,-1.427,11.131,Walking
43.643,10.469,0.397,-1.156,10.54,Walking
43.653,10.075,0.515,-0.906,10.128,Walking
43.663,9.848,0.641,-0.677,9.892,Walking
43.673,9.569,0.773,-0.532,9.615,Walking
43.683,9.267,0.9,-0.394,9.319,Walking
43.693,8.986,1.029,-0.253,9.049,Walking
43.703,8.835,1.139,-0.222,8.911,Walking
43.713,8.88,1.264,-0.269,8.974,Walking
43.723,8.837,1.432,-0.273,8.956,Walking
43.733,8.505,1.628,-0.355,8.666,Walking
43.743,8.042,1.768,-0.444,8.246,Walking
43.753,7.643,1.837,-0.52,7.878,Walking
43.763,7.423,1.789,-0.564,7.657,Walking
43.773,7.496,1.629,-0.526,7.689,Walking
43.783,7.679,1.519,-0.479,7.843,Walking
43.793,7.581,1.495,-0.54,7.746,Walking
43.803,7.308,1.475,-0.691,7.487,Walking
43.813,7.039,1.444,-0.727,7.223,Walking
43.823,7.006,1.421,-0.751,7.188,Walking
43.833,7.068,1.424,-0.673,7.241,Walking
43.843,7.012,1.511,-0.576,7.196,Walking
43.853,7.141,1.583,-0.433,7.327,Walking
43.862,7.275,1.589,-0.436,7.459,Walking
43.872,7.432,1.6,-0.416,7.613,Walking
43.882,7.899,1.607,-0.305,8.067,Walking
43.892,8.442,1.627,-0.246,8.601,Walking
43.902,8.972,1.583,-0.286,9.115,Walking
43.912,9.475,1.464,-0.466,9.599,Walking
43.922,9.918,1.339,-0.897,10.048,Walking
43.932,10.263,1.279,-1.456,10.444,Walking
43.942,10.291,1.272,-2.085,10.577,Walking
43.952,9.883,1.317,-2.775,10.35,Walking
43.962,9.251,1.36,-3.422,9.957,Walking
43.972,8.695,1.388,-4.014,9.677,Walking
43.982,8.374,1.39,-4.429,9.574,Walking
43.992,8.339,1.326,-4.705,9.666,Walking
44.002,8.518,1.225,-4.913,9.909,Walking
44.012,8.749,1.158,-5.148,10.217,Walking
44.022,8.941,1.154,-5.281,10.448,Walking
44.032,9.319,1.196,-5.435,10.854,Walking
44.042,9.839,1.256,-5.533,11.358,Walking
44.052,10.374,1.365,-5.568,11.852,Walking
44.062,10.757,1.496,-5.641,12.238,Walking
44.072,11.078,1.647,-5.739,12.584,Walking
44.082,11.309,1.83,-5.86,12.868,Walking
44.092,11.311,2.058,-6.008,12.972,Walking
44.102,11.093,2.308,-6.159,12.897,Walking
44.111,10.793,2.521,-6.261,12.73,Walking
44.121,10.623,2.674,-6.236,12.605,Walking
44.131,10.6,2.754,-6.059,12.516,Walking
44.141,10.566,2.766,-5.774,12.354,Walking
44.151,10.447,2.736,-5.39,12.069,Walking
44.161,10.475,2.633,-4.959,11.885,Walking
44.171,10.523,2.475,-4.489,11.705,Walking
44.181,10.516,2.284,-4.097,11.515,Walking
44.191,10.465,2.067,-3.872,11.348,Walking
44.201,10.331,1.869,-3.672,11.122,Walking
44.211,10.243,1.712,-3.426,10.936,Walking
44.221,10.239,1.643,-3.119,10.828,Walking
44.231,10.307,1.692,-2.809,10.816,Walking
44.241,10.425,1.839,-2.563,10.892,Walking
44.251,10.407,2.078,-2.409,10.882,Walking
44.261,10.268,2.401,-2.277,10.788,Walking
44.271,10.176,2.784,-2.154,10.768,Walking
44.281,10.189,3.172,-2.097,10.876,Walking
44.291,10.217,3.508,-2.106,11.006,Walking
44.301,10.157,3.853,-2.251,11.093,Walking
44.311,10.01,4.17,-2.508,11.13,Walking
44.321,9.795,4.446,-2.742,11.101,Walking
44.331,9.477,4.701,-2.907,10.971,Walking
44.341,9.117,4.948,-2.946,10.783,Walking
44.35,8.819,5.133,-2.825,10.588,Walking
44.36,8.66,5.266,-2.621,10.469,Walking
44.37,8.7,5.306,-2.529,10.499,Walking
44.38,8.887,5.136,-2.433,10.549,Walking
44.39,9.161,4.862,-2.237,10.61,Walking
44.4,9.563,4.529,-2.027,10.774,Walking
44.41,10.014,4.206,-1.886,11.024,Walking
44.42,10.442,3.876,-1.757,11.276,Walking
44.43,10.904,3.556,-1.613,11.582,Walking
44.44,11.497,3.254,-1.468,12.038,Walking
44.45,12.102,3.022,-1.364,12.548,Walking
44.46,12.647,2.829,-1.284,13.023,Walking
44.47,13.142,2.634,-1.273,13.464,Walking
44.48,13.487,2.453,-1.321,13.771,Walking
44.49,13.564,2.243,-1.394,13.819,Walking
44.5,13.37,2.026,-1.531,13.61,Walking
44.51,12.933,1.793,-1.718,13.169,Walking
44.52,12.298,1.578,-1.825,12.532,Walking
44.53,11.659,1.378,-1.769,11.872,Walking
44.54,11.188,1.189,-1.523,11.353,Walking
44.55,10.856,1.029,-1.143,10.964,Walking
44.56,10.722,0.923,-0.625,10.78,Walking
44.57,10.931,0.924,-0.009,10.97,Walking
44.58,11.42,1.03,0.54,11.479,Walking
44.59,11.952,1.242,1.046,12.062,Walking
44.599,12.532,1.495,1.38,12.696,Walking
44.609,13.332,1.665,1.495,13.518,Walking
44.619,14.243,1.734,1.309,14.408,Walking
44.629,14.852,1.716,0.894,14.978,Walking
44.639,15.215,1.63,0.408,15.307,Walking
44.649,15.463,1.513,-0.081,15.537,Walking
44.659,15.46,1.345,-0.639,15.532,Walking
44.669,15.215,1.131,-1.111,15.297,Walking
44.679,14.723,0.91,-1.464,14.824,Walking
44.689,14.019,0.729,-1.886,14.164,Walking
44.699,13.091,0.573,-2.362,13.315,Walking
44.709,12.216,0.473,-2.707,12.521,Walking
44.719,11.634,0.459,-3.101,12.048,Walking
44.729,11.096,0.513,-3.443,11.629,Walking
44.739,10.481,0.678,-3.585,11.098,Walking
44.749,9.853,0.908,-3.564,10.517,Walking
44.759,9.309,1.151,-3.408,9.979,Walking
44.769,8.826,1.343,-3.082,9.445,Walking
44.779,8.411,1.494,-2.578,8.923,Walking
44.789,8.051,1.597,-1.913,8.428,Walking
44.799,7.814,1.629,-1.012,8.046,Walking
44.809,7.586,1.658,0.307,7.771,Walking
44.819,7.357,1.671,1.904,7.781,Walking
44.829,7.221,1.684,2.649,7.874,Walking
44.839,7.017,1.768,3.02,7.842,Walking
44.848,6.771,1.927,2.575,7.496,Walking
44.858,6.635,2.05,1.503,7.105,Walking
44.868,6.729,2.082,0.366,7.053,Walking
44.878,6.969,2.045,-0.426,7.276,Walking
44.888,7.173,1.981,-0.912,7.497,Walking
44.898,7.286,1.89,-1.112,7.609,Walking
44.908,7.458,1.761,-1.017,7.73,Walking
44.918,7.667,1.647,-0.701,7.873,Walking
44.928,7.752,1.569,-0.348,7.917,Walking
44.938,7.861,1.54,-0.002,8.01,Walking
44.948,7.981,1.582,0.201,8.139,Walking
44.958,8.02,1.652,0.16,8.19,Walking
44.968,8.116,1.707,-0.118,8.295,Walking
44.978,8.314,1.679,-0.549,8.499,Walking
44.988,8.632,1.579,-1.019,8.834,Walking
44.998,8.959,1.433,-1.531,9.201,Walking
45.008,9.289,1.251,-1.907,9.565,Walking
45.018,9.648,1.02,-2.149,9.937,Walking
45.028,10.015,0.814,-2.306,10.31,Walking
45.038,10.428,0.669,-2.511,10.747,Walking
45.048,10.765,0.647,-2.73,11.125,Walking
45.058,10.936,0.754,-2.97,11.357,Walking
45.068,10.762,0.961,-3.404,11.328,Walking
45.078,10.174,1.211,-3.889,10.959,Walking
45.087,9.439,1.41,-4.218,10.434,Walking
45.097,8.617,1.512,-4.385,9.786,Walking
45.107,8.042,1.398,-4.291,9.222,Walking
45.117,8.009,1.094,-4.065,9.048,Walking
45.127,8.41,0.744,-3.733,9.231,Walking
45.137,9.176,0.466,-3.527,9.841,Walking
45.147,10.186,0.351,-3.668,10.832,Walking
45.157,10.89,0.454,-4.008,11.614,Walking
45.167,11.354,0.638,-4.519,12.237,Walking
45.177,11.675,0.866,-5.076,12.76,Walking
45.187,12.048,1.089,-5.55,13.31,Walking
45.197,12.46,1.282,-5.814,13.809,Walking
45.207,12.843,1.456,-5.974,14.239,Walking
45.217,13.003,1.649,-6.157,14.481,Walking
45.227,12.866,1.917,-6.194,14.408,Walking
45.237,12.512,2.233,-6.155,14.122,Walking
45.247,12.045,2.518,-6.118,13.743,Walking
45.257,11.455,2.716,-6.035,13.229,Walking
45.267,10.935,2.724,-5.791,12.67,Walking
45.277,10.542,2.57,-5.437,12.137,Walking
45.287,10.328,2.288,-5.094,11.741,Walking
45.297,10.188,1.882,-4.737,11.391,Walking
45.307,10.203,1.408,-4.264,11.148,Walking
45.317,10.179,0.957,-3.76,10.893,Walking
45.327,10.033,0.6,-3.18,10.542,Walking
45.336,9.76,0.377,-2.476,10.076,Walking
45.346,9.479,0.32,-1.649,9.627,Walking
45.356,9.348,0.355,-0.623,9.375,Walking
45.366,9.298,0.608,0.163,9.319,Walking
45.376,9.184,1.217,0.09,9.265,Walking
45.386,8.852,2.048,-0.716,9.114,Walking
45.396,8.55,2.827,-1.759,9.175,Walking
45.406,8.465,3.487,-2.627,9.525,Walking
45.416,8.547,3.95,-3.121,9.92,Walking
45.426,8.56,4.223,-3.302,10.1,Walking
45.436,8.521,4.374,-3.315,10.135,Walking
45.446,8.543,4.449,-3.247,10.165,Walking
45.456,8.552,4.501,-3.175,10.172,Walking
45.466,8.446,4.519,-3.125,10.076,Walking
45.476,8.217,4.439,-3.034,9.82,Walking
45.486,8.097,4.271,-2.9,9.603,Walking
45.496,8.194,3.972,-2.689,9.494,Walking
45.506,8.478,3.612,-2.3,9.498,Walking
45.516,8.867,3.312,-1.81,9.637,Walking
45.526,9.236,3.07,-1.35,9.826,Walking
45.536,9.662,2.918,-1.091,10.152,Walking
45.546,10.186,2.879,-1.098,10.642,Walking
45.556,10.665,2.911,-1.271,11.128,Walking
45.566,11.041,2.957,-1.621,11.545,Walking
45.576,11.427,2.966,-1.92,11.961,Walking
45.585,11.939,2.968,-2.029,12.469,Walking
45.595,12.535,2.971,-2.073,13.048,Walking
45.605,13.128,2.992,-2.033,13.617,Walking
45.615,13.528,3.031,-1.987,14.005,Walking
45.625,13.695,3.063,-1.943,14.168,Walking
45.635,13.71,3.064,-1.794,14.163,Walking
45.645,13.72,3.029,-1.617,14.143,Walking
45.655,13.599,2.989,-1.427,13.997,Walking
45.665,13.369,2.923,-1.183,13.736,Walking
45.675,13.222,2.877,-0.934,13.564,Walking
45.685,13.042,2.804,-0.667,13.357,Walking
45.695,12.926,2.661,-0.273,13.2,Walking
45.705,13.155,2.5,0.332,13.394,Walking
45.715,13.626,2.363,1.234,13.885,Walking
45.725,14.379,2.209,2.189,14.712,Walking
45.735,15.227,2.135,2.904,15.648,Walking
45.745,16.24,2.071,3.478,16.737,Walking
45.755,17.314,1.984,3.706,17.817,Walking
45.765,18.208,1.889,3.585,18.654,Walking
45.775,18.69,1.791,3.199,19.046,Walking
45.785,18.713,1.766,2.692,18.988,Walking
45.795,18.284,1.79,2.253,18.51,Walking
45.805,17.606,1.85,2.068,17.824,Walking
45.815,16.986,1.913,2.164,17.23,Walking
45.824,16.323,1.996,2.364,16.614,Walking
45.834,15.417,2.084,2.495,15.756,Walking
45.844,14.313,2.159,2.461,14.683,Walking
45.854,13.204,2.147,2.257,13.566,Walking
45.864,12.343,2.051,2.061,12.681,Walking
45.874,11.705,1.923,1.832,12.003,Walking
45.884,11.211,1.804,1.594,11.467,Walking
45.894,10.642,1.743,1.3,10.862,Walking
45.904,10.164,1.737,1.043,10.364,Walking
45.914,9.635,1.8,0.79,9.834,Walking
45.924,9.082,1.899,0.654,9.302,Walking
45.934,8.512,1.98,0.621,8.761,Walking
45.944,7.979,2.048,0.707,8.268,Walking
45.954,7.593,2.066,0.871,7.917,Walking
45.964,7.51,2.035,1.108,7.859,Walking
45.974,7.431,1.996,1.141,7.779,Walking
45.984,7.149,1.936,1.076,7.484,Walking
45.994,6.631,1.891,0.917,6.956,Walking
46.004,6.006,1.847,0.712,6.323,Walking
46.014,5.545,1.755,0.579,5.845,Walking
46.024,5.292,1.669,0.47,5.569,Walking
46.034,5.168,1.591,0.365,5.419,Walking
46.044,5.159,1.547,0.224,5.391,Walking
46.054,5.018,1.566,0.144,5.259,Walking
46.064,4.864,1.586,0.181,5.119,Walking
46.073,4.803,1.567,0.291,5.061,Walking
46.083,5.037,1.485,0.457,5.271,Walking
46.093,5.673,1.388,0.583,5.87,Walking
46.103,6.256,1.287,0.443,6.402,Walking
46.113,6.592,1.211,0.017,6.703,Walking
46.123,6.782,1.154,-0.574,6.904,Walking
46.133,6.896,1.146,-1.182,7.089,Walking
46.143,6.988,1.161,-1.69,7.282,Walking
46.153,7.228,1.156,-2.076,7.609,Walking
46.163,7.657,1.16,-2.262,8.068,Walking
46.173,8.138,1.226,-2.233,8.528,Walking
46.183,8.56,1.312,-2.221,8.94,Walking
46.193,8.912,1.429,-2.152,9.279,Walking
46.203,9.259,1.567,-2.126,9.628,Walking
46.213,9.781,1.685,-2.187,10.163,Walking
46.223,10.162,1.818,-2.465,10.614,Walking
46.233,10.286,1.916,-2.702,10.806,Walking
46.243,10.363,1.982,-2.861,10.932,Walking
46.253,10.47,2.028,-2.955,11.066,Walking
46.263,10.543,2.024,-3.113,11.178,Walking
46.273,10.464,2.058,-3.309,11.166,Walking
46.283,10.191,2.091,-3.547,10.991,Walking
46.293,10.105,2.047,-3.697,10.953,Walking
46.303,10.288,1.89,-3.684,11.09,Walking
46.313,10.845,1.645,-3.592,11.542,Walking
46.322,11.815,1.4,-3.383,12.369,Walking
46.332,12.802,1.295,-3.176,13.254,Walking
46.342,13.579,1.424,-3.101,14.002,Walking
46.352,14.171,1.697,-3.202,14.627,Walking
46.362,14.682,2.056,-3.397,15.209,Walking
46.372,14.996,2.439,-3.722,15.643,Walking
46.382,15.115,2.855,-3.979,15.888,Walking
46.392,15.044,3.24,-4.019,15.905,Walking
46.402,14.685,3.593,-3.952,15.626,Walking
46.412,14.058,3.818,-3.866,15.071,Walking
46.422,13.43,3.77,-3.659,14.421,Walking
46.432,13.031,3.52,-3.331,13.903,Walking
46.442,12.816,3.187,-2.998,13.542,Walking
46.452,12.589,2.812,-2.7,13.179,Walking
46.462,12.262,2.497,-2.318,12.726,Walking
46.472,12.064,2.307,-2.073,12.456,Walking
46.482,11.912,2.332,-1.829,12.275,Walking
46.492,11.719,2.464,-1.578,12.079,Walking
46.502,11.435,2.681,-1.409,11.829,Walking
46.512,11.163,2.964,-1.195,11.612,Walking
46.522,10.882,3.381,-0.857,11.427,Walking
46.532,10.682,3.908,-0.438,11.383,Walking
46.542,10.582,4.48,-0.049,11.491,Walking
46.552,10.609,5.017,0.187,11.737,Walking
46.561,10.54,5.452,0.342,11.872,Walking
46.571,10.413,5.745,0.481,11.902,Walking
46.581,10.425,5.892,0.632,11.991,Walking
46.591,10.47,5.891,0.74,12.036,Walking
46.601,10.465,5.73,0.769,11.956,Walking
46.611,10.418,5.488,0.631,11.792,Walking
46.621,10.217,5.253,0.329,11.494,Walking
46.631,9.843,5.053,0.064,11.065,Walking
46.641,9.502,4.894,0.007,10.688,Walking
46.651,9.054,4.802,0.214,10.251,Walking
46.661,8.656,4.793,0.664,9.917,Walking
46.671,8.515,4.813,1.132,9.847,Walking
46.681,8.539,4.848,1.364,9.913,Walking
46.691,8.765,4.869,1.384,10.122,Walking
46.701,9.247,4.867,1.133,10.511,Walking
46.711,9.753,4.89,0.768,10.937,Walking
46.721,10.223,4.925,0.538,11.361,Walking
46.731,10.9,4.96,0.482,11.985,Walking
46.741,11.762,5.018,0.713,12.808,Walking
46.751,12.417,5.143,0.984,13.476,Walking
46.761,12.631,5.213,1.039,13.704,Walking
46.771,12.571,5.094,0.818,13.588,Walking
46.781,12.496,4.741,0.477,13.374,Walking
46.791,12.585,4.234,0.11,13.279,Walking
46.801,12.792,3.776,-0.088,13.338,Walking
46.81,13.068,3.422,-0.08,13.509,Walking
46.82,13.28,3.177,-0.037,13.655,Walking
46.83,13.186,2.991,-0.176,13.522,Walking
46.84,13.021,2.819,-0.383,13.328,Walking
46.85,12.973,2.594,-0.443,13.238,Walking
46.86,13.151,2.326,-0.322,13.359,Walking
46.87,13.495,2.099,-0.111,13.658,Walking
46.88,13.792,1.927,0.069,13.926,Walking
46.89,14.036,1.835,0.3,14.159,Walking
46.9,14.409,1.78,0.5,14.527,Walking
46.91,14.926,1.672,0.666,15.034,Walking
46.92,15.544,1.575,0.824,15.645,Walking
46.93,16.418,1.533,0.93,16.515,Walking
46.94,17.399,1.578,0.884,17.493,Walking
46.95,18.045,1.693,0.555,18.133,Walking
46.96,18.137,1.819,0.006,18.228,Walking
46.97,17.724,1.875,-0.6,17.833,Walking
46.98,17.045,1.809,-1.013,17.171,Walking
46.99,16.301,1.664,-1.089,16.422,Walking
47,15.537,1.41,-0.871,15.625,Walking
47.01,14.596,1.146,-0.545,14.651,Walking
47.02,13.412,0.918,-0.302,13.447,Walking
47.03,12.279,0.714,-0.293,12.303,Walking
47.04,11.359,0.523,-0.4,11.378,Walking
47.05,10.644,0.359,-0.66,10.671,Walking
47.059,9.812,0.302,-0.98,9.866,Walking
47.069,8.864,0.347,-1.236,8.956,Walking
47.079,7.964,0.431,-1.381,8.094,Walking
47.089,7.266,0.478,-1.275,7.392,Walking
47.099,6.796,0.511,-0.964,6.883,Walking
47.109,6.468,0.531,-0.566,6.514,Walking
47.119,6.302,0.535,-0.187,6.328,Walking
47.129,6.092,0.525,0.027,6.115,Walking
47.139,5.898,0.481,0.104,5.918,Walking
47.149,5.629,0.428,-0.024,5.645,Walking
47.159,5.324,0.412,-0.225,5.344,Walking
47.169,5.03,0.44,-0.362,5.062,Walking
47.179,4.694,0.403,-0.547,4.743,Walking
47.189,4.349,0.399,-0.703,4.423,Walking
47.199,4.203,0.441,-0.781,4.298,Walking
47.209,4.18,0.525,-0.817,4.291,Walking
47.219,4.278,0.596,-0.803,4.393,Walking
47.229,4.502,0.628,-0.755,4.608,Walking
47.239,4.81,0.581,-0.756,4.904,Walking
47.249,5.177,0.487,-0.756,5.255,Walking
47.259,5.501,0.412,-0.771,5.57,Walking
47.269,5.781,0.362,-0.84,5.853,Walking
47.279,5.978,0.378,-0.933,6.062,Walking
47.289,6.164,0.464,-1,6.261,Walking
47.298,6.457,0.59,-0.991,6.559,Walking
47.308,6.852,0.762,-0.856,6.947,Walking
47.318,7.364,0.971,-0.624,7.454,Walking
47.328,8.033,1.143,-0.383,8.123,Walking
47.338,8.838,1.258,-0.206,8.929,Walking
47.348,9.529,1.361,-0.203,9.628,Walking
47.358,10.187,1.461,-0.356,10.297,Walking
47.368,10.844,1.587,-0.666,10.98,Walking
47.378,11.406,1.8,-1.151,11.604,Walking
47.388,11.974,2.064,-1.546,12.249,Walking
47.398,12.343,2.374,-1.785,12.695,Walking
47.408,12.536,2.658,-1.88,12.952,Walking
47.418,12.701,2.89,-1.813,13.151,Walking
47.428,12.827,2.997,-1.576,13.267,Walking
47.438,13.124,2.796,-1.304,13.481,Walking
47.448,13.704,2.42,-1.024,13.954,Walking
47.458,14.458,2.009,-0.86,14.622,Walking
47.468,15.29,1.587,-0.976,15.403,Walking
47.478,15.938,1.263,-1.361,16.046,Walking
47.488,16.446,1.049,-1.967,16.597,Walking
47.498,16.868,0.965,-2.574,17.09,Walking
47.508,17.108,1.005,-3.037,17.404,Walking
47.518,17.176,1.146,-3.177,17.505,Walking
47.528,16.965,1.377,-3.034,17.289,Walking
47.538,16.547,1.674,-2.627,16.838,Walking
47.547,15.988,2.029,-2.071,16.249,Walking
47.557,15.21,2.382,-1.46,15.464,Walking
47.567,14.286,2.692,-0.86,14.562,Walking
47.577,13.177,2.929,-0.532,13.509,Walking
47.587,12.011,3.089,-0.397,12.408,Walking
47.597,11.066,3.158,-0.416,11.516,Walking
47.607,10.424,3.18,-0.509,10.91,Walking
47.617,9.972,3.147,-0.662,10.478,Walking
47.627,9.748,3.069,-0.788,10.25,Walking
47.637,9.573,3.07,-0.923,10.095,Walking
47.647,9.381,3.153,-1.014,9.948,Walking
47.657,9.094,3.286,-1.048,9.726,Walking
47.667,8.733,3.451,-1.04,9.448,Walking
47.677,8.475,3.565,-0.865,9.235,Walking
47.687,8.422,3.66,-0.527,9.198,Walking
47.697,8.516,3.766,-0.13,9.313,Walking
47.707,8.668,3.83,0.227,9.479,Walking
47.717,8.889,3.867,0.528,9.708,Walking
47.727,9.214,3.912,0.659,10.032,Walking
47.737,9.494,3.969,0.579,10.306,Walking
47.747,9.551,4.067,0.344,10.386,Walking
47.757,9.57,4.211,0.119,10.456,Walking
47.767,9.554,4.381,0.021,10.51,Walking
47.777,9.593,4.541,0.115,10.614,Walking
47.787,9.744,4.634,0.346,10.795,Walking
47.796,10.013,4.653,0.63,11.059,Walking
47.806,10.394,4.579,0.794,11.386,Walking
47.816,10.761,4.449,0.757,11.669,Walking
47.826,11.003,4.313,0.491,11.828,Walking
47.836,11.3,4.205,0.024,12.057,Walking
47.846,11.475,4.206,-0.527,12.233,Walking
47.856,11.493,4.286,-1.001,12.307,Walking
47.866,11.497,4.366,-1.202,12.356,Walking
47.876,11.635,4.359,-1.152,12.478,Walking
47.886,11.82,4.239,-0.904,12.59,Walking
47.896,11.928,3.979,-0.642,12.59,Walking
47.906,12.04,3.583,-0.46,12.571,Walking
47.916,12.241,3.164,-0.335,12.648,Walking
47.926,12.515,2.811,-0.303,12.83,Walking
47.936,12.784,2.545,-0.363,13.04,Walking
47.946,13.032,2.329,-0.53,13.249,Walking
47.956,13.253,2.151,-0.695,13.445,Walking
47.966,13.384,1.975,-0.81,13.553,Walking
47.976,13.487,1.815,-0.808,13.633,Walking
47.986,13.525,1.644,-0.693,13.642,Walking
47.996,13.523,1.469,-0.463,13.611,Walking
48.006,13.468,1.28,-0.166,13.529,Walking
48.016,13.482,1.09,0.22,13.528,Walking
48.026,13.604,0.932,0.652,13.652,Walking
48.035,13.796,0.778,1.05,13.858,Walking
48.045,14.138,0.645,1.378,14.219,Walking
48.055,14.576,0.538,1.492,14.662,Walking
48.065,15.039,0.402,1.482,15.117,Walking
48.075,15.509,0.282,1.414,15.576,Walking
48.085,16.024,0.194,1.213,16.071,Walking
48.095,16.436,0.113,0.959,16.464,Walking
48.105,16.492,0.048,0.663,16.505,Walking
