Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
104.4,8.744,-3.888,-2.476,9.885,Walking
104.41,8.858,-3.845,-2.356,9.939,Walking
104.42,9.161,-3.914,-2.292,10.223,Walking
104.43,9.549,-3.912,-2.322,10.577,Walking
104.44,9.954,-3.822,-2.487,10.949,Walking
104.45,10.279,-3.657,-2.68,11.234,Walking
104.46,10.464,-3.391,-2.865,11.367,Walking
104.47,10.448,-2.995,-2.996,11.274,Walking
104.48,10.272,-2.559,-3.058,11.019,Walking
104.49,10.008,-2.052,-3.07,10.668,Walking
104.5,9.662,-1.562,-3.13,10.276,Walking
104.51,9.243,-1.113,-3.217,9.85,Walking
104.52,8.832,-0.751,-3.303,9.46,Walking
104.53,8.492,-0.463,-3.381,9.152,Walking
104.54,8.257,-0.239,-3.492,8.968,Walking
104.55,8.025,-0.027,-3.682,8.829,Walking
104.56,7.792,0.147,-3.829,8.683,Walking
104.57,7.624,0.362,-4.066,8.648,Walking
104.58,7.44,0.569,-4.088,8.508,Walking
104.59,7.206,0.798,-3.993,8.277,Walking
104.6,7.048,1.056,-4.128,8.236,Walking
104.61,6.883,1.351,-4.352,8.255,Walking
104.62,6.688,1.572,-4.804,8.383,Walking
104.63,6.619,1.595,-5.03,8.465,Walking
104.64,6.765,1.48,-5.041,8.565,Walking
104.65,7.044,1.371,-5.19,8.856,Walking
104.66,7.473,1.217,-5.017,9.083,Walking
104.67,8.062,1.036,-4.734,9.406,Walking
104.68,8.756,0.847,-4.453,9.86,Walking
104.69,9.621,0.657,-4.282,10.551,Walking
104.7,10.559,0.465,-4.328,11.421,Walking
104.71,11.496,0.353,-4.473,12.341,Walking
104.72,12.395,0.333,-4.641,13.24,Walking
104.73,13.096,0.402,-4.76,13.94,Walking
104.74,13.472,0.564,-4.833,14.324,Walking
104.75,13.641,0.795,-4.85,14.499,Walking
104.76,13.705,0.995,-4.898,14.588,Walking
104.77,13.773,1.153,-4.923,14.672,Walking
104.78,13.822,1.373,-4.917,14.735,Walking
104.79,13.68,1.687,-4.842,14.609,Walking
104.8,13.493,1.92,-4.825,14.458,Walking
104.81,13.37,1.964,-4.843,14.355,Walking
104.82,13.362,1.827,-4.869,14.338,Walking
104.83,13.445,1.542,-4.893,14.391,Walking
104.84,13.658,1.193,-4.839,14.539,Walking
104.85,13.974,0.831,-4.677,14.759,Walking
104.86,14.43,0.33,-4.499,15.119,Walking
104.87,14.895,-0.301,-4.327,15.514,Walking
104.88,15.043,-0.962,-4.068,15.613,Walking
104.89,14.952,-1.631,-3.864,15.529,Walking
104.9,14.875,-2.257,-3.642,15.48,Walking
104.91,14.801,-2.754,-3.444,15.444,Walking
104.92,14.664,-3.144,-3.294,15.355,Walking
104.93,14.386,-3.374,-3.103,15.099,Walking
104.94,13.855,-3.439,-2.891,14.565,Walking
104.95,13.153,-3.415,-2.617,13.839,Walking
104.96,12.322,-3.28,-2.304,12.957,Walking
104.97,11.416,-3.083,-1.951,11.984,Walking
104.98,10.54,-2.816,-1.578,11.024,Walking
104.99,9.535,-2.468,-1.225,9.925,Walking
105,8.555,-2.144,-0.915,8.867,Walking
105.01,7.861,-1.98,-0.678,8.134,Walking
105.02,7.247,-1.779,-0.593,7.486,Walking
105.03,6.63,-1.587,-0.63,6.847,Walking
105.04,6.232,-1.519,-0.769,6.46,Walking
105.05,5.984,-1.522,-0.927,6.244,Walking
105.06,5.777,-1.467,-1.106,6.062,Walking
105.07,5.678,-1.44,-1.259,5.991,Walking
105.08,5.587,-1.396,-1.39,5.924,Walking
105.09,5.505,-1.341,-1.411,5.839,Walking
105.1,5.48,-1.296,-1.431,5.81,Walking
105.11,5.513,-1.157,-1.487,5.826,Walking
105.12,5.691,-1.086,-1.63,6.019,Walking
105.13,5.943,-1.136,-1.893,6.34,Walking
105.14,6.333,-1.256,-2.219,6.827,Walking
105.15,6.994,-1.371,-2.522,7.56,Walking
105.16,7.952,-1.534,-2.818,8.575,Walking
105.17,9.233,-1.712,-3.106,9.891,Walking
105.18,10.68,-1.941,-3.384,11.37,Walking
105.19,11.885,-2.369,-3.763,12.689,Walking
105.2,12.258,-2.956,-4.186,13.286,Walking
105.21,12.062,-3.493,-4.595,13.372,Walking
105.22,11.509,-3.918,-4.924,13.116,Walking
105.23,10.802,-4.181,-5.146,12.674,Walking
105.24,10.016,-4.213,-5.184,12.039,Walking
105.25,9.41,-4.276,-5.178,11.561,Walking
105.26,9.151,-4.574,-5.169,11.463,Walking
105.27,9.029,-5.008,-5.107,11.519,Walking
105.28,8.781,-5.277,-4.927,11.368,Walking
105.29,8.585,-5.49,-4.731,11.235,Walking
105.3,8.601,-5.748,-4.49,11.278,Walking
105.31,8.85,-5.991,-4.123,11.456,Walking
105.32,9.083,-6.074,-3.664,11.525,Walking
105.33,9.005,-5.949,-3.34,11.297,Walking
105.34,8.724,-5.612,-3.317,10.891,Walking
105.35,8.37,-5.246,-3.497,10.479,Walking
105.36,8.065,-4.926,-3.635,10.125,Walking
105.37,7.952,-4.654,-3.711,9.933,Walking
105.38,8.102,-4.485,-3.765,9.997,Walking
105.39,8.512,-4.375,-3.796,10.296,Walking
105.4,8.997,-4.215,-3.838,10.651,Walking
105.41,9.297,-3.95,-3.896,10.827,Walking
105.42,9.428,-3.662,-3.959,10.862,Walking
105.43,9.456,-3.323,-3.985,10.786,Walking
105.44,9.29,-2.942,-3.958,10.518,Walking
105.45,8.979,-2.529,-3.868,10.098,Walking
105.46,8.665,-2.085,-3.757,9.672,Walking
105.47,8.299,-1.653,-3.653,9.217,Walking
105.48,7.842,-1.208,-3.543,8.689,Walking
105.49,7.362,-0.819,-3.405,8.153,Walking
105.5,6.936,-0.511,-3.247,7.676,Walking
105.51,6.699,-0.302,-3.076,7.378,Walking
105.52,6.691,-0.193,-2.892,7.292,Walking
105.53,6.942,-0.172,-2.715,7.456,Walking
105.54,7.281,-0.13,-2.522,7.707,Walking
105.55,7.463,0,-2.317,7.815,Walking
105.56,7.653,0.113,-2.149,7.95,Walking
105.57,7.928,0.196,-2.102,8.204,Walking
105.58,8.156,0.259,-2.173,8.444,Walking
105.59,8.376,0.273,-2.298,8.69,Walking
105.6,8.638,0.206,-2.52,9,Walking
105.61,9.005,0.094,-2.806,9.433,Walking
105.62,9.508,-0.099,-3.159,10.019,Walking
105.63,10.163,-0.302,-3.529,10.762,Walking
105.64,10.908,-0.509,-3.947,11.612,Walking
105.65,11.672,-0.689,-4.337,12.471,Walking
105.66,12.528,-0.722,-4.609,13.369,Walking
105.67,13.352,-0.571,-4.761,14.187,Walking
105.68,13.899,-0.326,-4.897,14.74,Walking
105.69,14.392,-0.157,-5.11,15.273,Walking
105.7,15.035,-0.091,-5.376,15.968,Walking
105.71,15.839,-0.028,-5.659,16.82,Walking
105.72,16.438,0.18,-5.877,17.458,Walking
105.73,16.487,0.482,-6.103,17.587,Walking
105.74,16.006,0.688,-6.28,17.207,Walking
105.75,15.278,0.83,-6.33,16.558,Walking
105.76,14.492,0.804,-6.222,15.792,Walking
105.77,13.768,0.581,-5.998,15.029,Walking
105.78,13.308,0.055,-5.749,14.497,Walking
105.79,13.143,-0.623,-5.432,14.235,Walking
105.8,13.305,-1.191,-5.029,14.273,Walking
105.81,13.619,-1.699,-4.587,14.471,Walking
105.82,13.664,-2.027,-4.2,14.438,Walking
105.83,13.369,-2.159,-3.956,14.108,Walking
105.84,12.884,-2.145,-3.811,13.606,Walking
105.85,12.458,-2.076,-3.682,13.155,Walking
105.86,12.077,-1.979,-3.536,12.738,Walking
105.87,11.637,-1.848,-3.389,12.26,Walking
105.88,11.043,-1.642,-3.297,11.641,Walking
105.89,10.383,-1.434,-3.297,10.988,Walking
105.9,9.681,-1.266,-3.334,10.316,Walking
105.91,9.073,-1.153,-3.404,9.759,Walking
105.92,8.529,-1.128,-3.457,9.272,Walking
105.93,8.067,-1.208,-3.526,8.886,Walking
105.94,7.769,-1.338,-3.543,8.644,Walking
105.95,7.641,-1.513,-3.56,8.565,Walking
105.96,7.604,-1.777,-3.592,8.595,Walking
105.97,7.74,-2.118,-3.636,8.81,Walking
105.98,7.88,-2.46,-3.712,9.051,Walking
105.99,7.977,-2.702,-3.722,9.208,Walking
106,8.21,-2.927,-3.74,9.485,Walking
106.01,8.426,-3.079,-3.741,9.719,Walking
106.02,8.452,-3.112,-3.792,9.773,Walking
106.03,8.539,-3.106,-3.861,9.873,Walking
106.04,8.598,-3.064,-3.999,9.965,Walking
106.05,8.413,-3.011,-4.154,9.854,Walking
106.06,8.211,-3.054,-4.268,9.745,Walking
106.07,8.13,-3.119,-4.325,9.722,Walking
106.08,8.275,-3.201,-4.288,9.855,Walking
106.09,8.607,-3.45,-4.225,10.189,Walking
106.1,8.921,-3.824,-4.131,10.548,Walking
106.11,9.115,-4.169,-4.075,10.82,Walking
106.12,9.033,-4.549,-4.096,10.911,Walking
106.13,8.794,-5.058,-4.247,10.997,Walking
106.14,8.424,-5.505,-4.391,10.98,Walking
106.15,7.934,-5.675,-4.392,10.698,Walking
106.16,7.46,-5.541,-4.174,10.187,Walking
106.17,7.03,-5.184,-3.782,9.519,Walking
106.18,6.593,-4.885,-3.373,8.872,Walking
106.19,6.399,-4.739,-3.045,8.525,Walking
106.2,6.582,-4.751,-2.72,8.561,Walking
106.21,6.903,-4.811,-2.383,8.745,Walking
106.22,7.152,-4.624,-2.043,8.758,Walking
106.23,7.215,-4.148,-1.824,8.52,Walking
106.24,7.086,-3.606,-1.752,8.141,Walking
106.25,7.098,-3.276,-1.815,8.025,Walking
106.26,7.29,-3.179,-1.95,8.188,Walking
106.27,7.579,-3.241,-2.167,8.523,Walking
106.28,7.977,-3.325,-2.355,8.957,Walking
106.29,8.606,-3.382,-2.546,9.591,Walking
106.3,9.387,-3.453,-2.741,10.37,Walking
106.31,10.159,-3.515,-2.939,11.144,Walking
106.32,10.825,-3.533,-3.165,11.818,Walking
106.33,11.184,-3.504,-3.491,12.229,Walking
106.34,11.191,-3.434,-3.855,12.325,Walking
106.35,11.032,-3.328,-4.226,12.274,Walking
106.36,10.833,-3.185,-4.477,12.147,Walking
106.37,10.601,-2.94,-4.628,11.935,Walking
106.38,10.321,-2.63,-4.654,11.623,Walking
106.39,10.055,-2.316,-4.631,11.31,Walking
106.4,9.803,-2.016,-4.607,11.018,Walking
106.41,9.404,-1.683,-4.582,10.595,Walking
106.42,9.017,-1.407,-4.6,10.22,Walking
106.43,8.634,-1.203,-4.648,9.879,Walking
106.44,8.243,-1.036,-4.638,9.515,Walking
106.45,8.019,-0.903,-4.567,9.272,Walking
106.46,7.89,-0.814,-4.426,9.083,Walking
106.47,7.896,-0.729,-4.222,8.983,Walking
106.48,8.003,-0.629,-4.009,8.973,Walking
106.49,8.237,-0.507,-4.052,9.194,Walking
106.5,8.456,-0.373,-3.966,9.347,Walking
106.51,8.655,-0.282,-4.103,9.583,Walking
106.52,8.923,-0.262,-4.572,10.029,Walking
106.53,9.274,-0.326,-4.971,10.528,Walking
106.54,9.634,-0.378,-5.196,10.953,Walking
106.55,9.955,-0.382,-5.409,11.336,Walking
106.56,10.212,-0.351,-5.629,11.666,Walking
106.57,10.388,-0.255,-5.83,11.915,Walking
106.58,10.328,-0.176,-5.871,11.881,Walking
106.59,10.348,-0.113,-5.785,11.856,Walking
106.6,10.522,0.016,-6.004,12.114,Walking
106.61,10.836,0.221,-6.192,12.483,Walking
106.62,11.273,0.494,-6.361,12.953,Walking
106.63,11.672,0.689,-6.551,13.403,Walking
106.64,12.139,0.765,-6.702,13.888,Walking
106.65,13.078,0.686,-6.773,14.744,Walking
106.66,14.21,0.634,-6.706,15.725,Walking
106.67,14.827,0.706,-6.595,16.242,Walking
106.68,14.558,0.803,-6.59,16,Walking
106.69,13.522,0.86,-6.677,15.105,Walking
106.7,12.405,0.79,-6.814,14.175,Walking
106.71,11.523,0.547,-6.877,13.43,Walking
106.72,11.009,0.101,-6.724,12.9,Walking
106.73,11.027,-0.545,-6.371,12.747,Walking
106.74,11.407,-1.35,-5.835,12.884,Walking
106.75,12.196,-2.164,-5.113,13.401,Walking
106.76,13.034,-2.649,-4.372,14,Walking
106.77,13.27,-2.597,-3.938,14.083,Walking
106.78,12.697,-2.373,-3.818,13.469,Walking
106.79,11.938,-2.23,-3.789,12.722,Walking
106.8,11.562,-2.128,-3.74,12.337,Walking
106.81,11.503,-2.012,-3.519,12.197,Walking
106.82,11.426,-1.925,-3.188,12.018,Walking
106.83,11.134,-1.838,-2.762,11.618,Walking
106.84,10.583,-1.725,-2.314,10.969,Walking
106.85,9.893,-1.599,-1.918,10.203,Walking
106.86,9.265,-1.487,-1.619,9.522,Walking
106.87,8.817,-1.429,-1.447,9.049,Walking
106.88,8.464,-1.394,-1.37,8.687,Walking
106.89,8.066,-1.371,-1.34,8.29,Walking
106.9,7.811,-1.415,-1.3,8.044,Walking
106.91,7.843,-1.517,-1.219,8.081,Walking
106.92,7.888,-1.597,-1.094,8.122,Walking
106.93,7.886,-1.633,-0.954,8.11,Walking
106.94,8.024,-1.673,-0.846,8.24,Walking
106.95,8.418,-1.685,-0.788,8.621,Walking
106.96,8.736,-1.658,-0.784,8.926,Walking
106.97,9.102,-1.672,-0.901,9.298,Walking
106.98,9.502,-1.765,-1.079,9.724,Walking
106.99,9.935,-1.884,-1.363,10.203,Walking
107,10.307,-2.051,-1.701,10.646,Walking
107.01,10.939,-2.287,-2.063,11.364,Walking
107.02,11.641,-2.519,-2.328,12.136,Walking
107.03,12.49,-2.78,-2.531,13.044,Walking
107.04,13.258,-3.089,-2.68,13.875,Walking
107.05,13.619,-3.382,-2.788,14.307,Walking
107.06,13.63,-3.667,-2.911,14.412,Walking
107.07,13.34,-3.848,-2.991,14.202,Walking
107.08,12.813,-3.913,-2.99,13.727,Walking
107.09,12.13,-3.843,-2.881,13.046,Walking
107.1,11.304,-3.679,-2.69,12.188,Walking
107.11,10.468,-3.441,-2.449,11.289,Walking
107.12,9.745,-3.125,-2.203,10.468,Walking
107.13,9.016,-2.807,-1.961,9.645,Walking
107.14,8.205,-2.474,-1.738,8.744,Walking
107.15,7.271,-2.079,-1.554,7.72,Walking
107.16,6.237,-1.65,-1.37,6.596,Walking
107.17,5.085,-1.123,-1.143,5.332,Walking
107.18,4.004,-0.559,-0.923,4.147,Walking
107.19,3.4,-0.251,-0.857,3.515,Walking
107.2,3.307,-0.162,-0.785,3.403,Walking
107.21,3.793,-0.231,-0.763,3.876,Walking
107.22,4.671,-0.432,-0.972,4.791,Walking
107.23,5.505,-0.704,-1.416,5.728,Walking
107.24,6.469,-0.978,-1.927,6.82,Walking
107.25,7.47,-1.103,-2.417,7.929,Walking
107.26,8.194,-0.977,-2.857,8.733,Walking
107.27,8.814,-0.782,-3.303,9.445,Walking
107.28,9.436,-0.612,-3.689,10.15,Walking
107.29,10.016,-0.373,-3.929,10.766,Walking
107.3,10.383,-0.084,-4.124,11.173,Walking
107.31,10.591,0.07,-4.322,11.439,Walking
107.32,10.735,0.069,-4.57,11.667,Walking
107.33,10.892,-0.001,-4.885,11.937,Walking
107.34,10.881,-0.106,-5.286,12.098,Walking
107.35,10.641,-0.143,-5.716,12.079,Walking
107.36,10.267,-0.192,-6.226,12.009,Walking
107.37,9.951,-0.254,-6.691,11.994,Walking
107.38,9.676,-0.373,-7.167,12.047,Walking
107.39,9.54,-0.559,-7.914,12.408,Walking
107.4,9.466,-0.835,-8.444,12.713,Walking
107.41,9.432,-1.127,-8.765,12.925,Walking
107.42,9.42,-1.334,-8.818,12.972,Walking
107.43,9.497,-1.627,-8.402,12.785,Walking
107.44,9.199,-1.783,-6.747,11.547,Walking
107.45,8.438,-1.273,-5.683,10.253,Walking
107.46,7.44,-0.262,-6.015,9.571,Walking
107.47,6.564,0.365,-6.539,9.273,Walking
107.48,6.061,0.444,-6.698,9.044,Walking
107.49,6.229,0.424,-6.441,8.97,Walking
107.5,6.587,0.542,-5.983,8.915,Walking
107.51,6.861,0.699,-5.658,8.92,Walking
107.52,7.095,0.832,-5.487,9.008,Walking
107.53,7.401,0.936,-5.319,9.162,Walking
107.54,7.757,1.014,-5.106,9.342,Walking
107.55,8.273,0.983,-4.861,9.645,Walking
107.56,8.923,0.826,-4.566,10.058,Walking
107.57,9.522,0.652,-4.269,10.456,Walking
107.58,10.086,0.525,-4.023,10.871,Walking
107.59,10.686,0.396,-3.903,11.384,Walking
107.6,11.316,0.233,-3.921,11.978,Walking
107.61,12.044,-0.034,-4.04,12.703,Walking
107.62,13.033,-0.392,-4.198,13.698,Walking
107.63,14.097,-0.644,-4.187,14.72,Walking
107.64,14.895,-0.707,-4.075,15.458,Walking
107.65,14.964,-0.73,-4.033,15.515,Walking
107.66,14.494,-0.844,-4.219,15.119,Walking
107.67,13.895,-1.087,-4.476,14.638,Walking
107.68,13.518,-1.4,-4.527,14.324,Walking
107.69,13.445,-1.725,-4.38,14.246,Walking
107.7,13.496,-2.014,-4.132,14.257,Walking
107.71,13.475,-2.243,-3.836,14.189,Walking
107.72,13.336,-2.424,-3.574,14.018,Walking
107.73,13.046,-2.519,-3.43,13.723,Walking
107.74,12.576,-2.491,-3.364,13.255,Walking
107.75,12.14,-2.285,-3.312,12.789,Walking
107.76,11.596,-1.974,-3.249,12.203,Walking
107.77,10.831,-1.624,-3.149,11.395,Walking
107.78,10.062,-1.185,-3.005,10.568,Walking
107.79,9.191,-0.662,-2.838,9.642,Walking
107.8,8.196,-0.128,-2.701,8.63,Walking
107.81,7.243,0.296,-2.639,7.714,Walking
107.82,6.434,0.605,-2.602,6.966,Walking
107.83,5.79,0.83,-2.57,6.389,Walking
107.84,5.279,0.915,-2.6,5.955,Walking
107.85,4.88,0.82,-2.709,5.641,Walking
107.86,4.585,0.641,-2.827,5.424,Walking
107.87,4.424,0.483,-2.873,5.298,Walking
107.88,4.347,0.364,-2.841,5.206,Walking
107.89,4.322,0.258,-2.75,5.129,Walking
107.9,4.339,0.133,-2.586,5.053,Walking
107.91,4.317,0.022,-2.392,4.936,Walking
107.92,4.309,-0.098,-2.168,4.824,Walking
107.93,4.376,-0.168,-1.937,4.789,Walking
107.94,4.563,-0.167,-1.757,4.893,Walking
107.95,4.9,-0.144,-1.642,5.17,Walking
107.96,5.375,-0.079,-1.597,5.608,Walking
107.97,5.845,-0.047,-1.635,6.069,Walking
107.98,6.306,-0.088,-1.75,6.545,Walking
107.99,6.888,-0.189,-1.964,7.165,Walking
108,7.719,-0.431,-2.275,8.058,Walking
108.01,8.598,-0.699,-2.579,9.003,Walking
108.02,9.4,-0.935,-2.838,9.864,Walking
108.03,10.151,-1.19,-3.098,10.679,Walking
108.04,10.764,-1.478,-3.349,11.369,Walking
108.05,11.203,-1.744,-3.573,11.887,Walking
108.06,11.482,-2.051,-3.784,12.263,Walking
108.07,11.64,-2.383,-3.913,12.509,Walking
108.08,11.893,-2.65,-3.921,12.8,Walking
108.09,12.349,-2.926,-3.821,13.253,Walking
108.1,12.803,-3.189,-3.647,13.689,Walking
108.11,12.934,-3.274,-3.369,13.76,Walking
108.12,12.745,-3.152,-3.029,13.474,Walking
108.13,12.354,-2.823,-2.611,12.939,Walking
108.14,11.822,-2.381,-2.228,12.264,Walking
108.15,11.207,-1.941,-1.868,11.526,Walking
108.16,10.921,-1.665,-1.508,11.15,Walking
108.17,11.101,-1.672,-1.095,11.279,Walking
108.18,11.507,-1.782,-0.766,11.669,Walking
108.19,11.785,-1.799,-0.783,11.947,Walking
108.2,11.874,-1.756,-1.351,12.079,Walking
108.21,11.939,-1.794,-2.127,12.259,Walking
108.22,12.023,-1.943,-2.913,12.522,Walking
108.23,11.976,-2.064,-3.642,12.687,Walking
108.24,11.766,-2.118,-4.273,12.696,Walking
108.25,11.587,-2.113,-4.713,12.686,Walking
108.26,11.365,-2.013,-5.013,12.583,Walking
108.27,10.91,-1.828,-5.166,12.209,Walking
108.28,10.295,-1.618,-5.284,11.685,Walking
108.29,9.586,-1.439,-5.349,11.072,Walking
108.3,8.903,-1.263,-5.62,10.603,Walking
108.31,8.216,-1.084,-5.723,10.071,Walking
108.32,7.573,-0.987,-5.358,9.329,Walking
108.33,7.134,-0.908,-5.017,8.769,Walking
108.34,6.752,-0.824,-4.515,8.165,Walking
108.35,6.355,-0.725,-3.873,7.478,Walking
108.36,6.043,-0.629,-3.235,6.883,Walking
108.37,5.805,-0.548,-2.707,6.429,Walking
108.38,5.666,-0.477,-2.384,6.165,Walking
108.39,5.731,-0.459,-2.233,6.168,Walking
108.4,5.952,-0.558,-2.193,6.367,Walking
108.41,6.375,-0.744,-2.185,6.78,Walking
108.42,7.027,-0.956,-2.192,7.423,Walking
108.43,7.64,-1.099,-2.19,8.023,Walking
108.44,8.153,-1.167,-2.169,8.517,Walking
108.45,8.723,-1.19,-2.2,9.074,Walking
108.46,9.26,-1.164,-2.216,9.592,Walking
108.47,9.804,-1.046,-2.195,10.101,Walking
108.48,10.243,-0.891,-2.179,10.51,Walking
108.49,10.63,-0.758,-2.229,10.887,Walking
108.5,11.071,-0.679,-2.342,11.337,Walking
108.51,11.663,-0.62,-2.488,11.942,Walking
108.52,12.259,-0.483,-2.67,12.556,Walking
108.53,12.676,-0.324,-2.893,13.006,Walking
108.54,13.031,-0.114,-3.176,13.413,Walking
108.55,13.339,0.089,-3.525,13.797,Walking
108.56,13.734,0.291,-3.926,14.287,Walking
108.57,13.933,0.474,-4.286,14.585,Walking
108.58,13.598,0.543,-4.617,14.371,Walking
108.59,12.994,0.441,-4.931,13.905,Walking
108.6,12.449,0.118,-5.164,13.478,Walking
108.61,12.244,-0.371,-5.311,13.351,Walking
108.62,12.518,-1.021,-5.393,13.669,Walking
108.63,13.126,-1.724,-5.393,14.296,Walking
108.64,13.945,-2.568,-5.287,15.133,Walking
108.65,14.862,-3.271,-5.194,16.08,Walking
108.66,15.778,-3.714,-5.325,17.061,Walking
108.67,16.628,-4.063,-5.715,18.046,Walking
108.68,17.225,-4.419,-6.158,18.819,Walking
108.69,17.55,-4.865,-6.614,19.375,Walking
108.7,17.202,-5.232,-7.015,19.3,Walking
108.71,16.18,-5.323,-7.323,18.541,Walking
108.72,15.113,-5.466,-7.62,17.787,Walking
108.73,14.117,-5.722,-7.888,17.154,Walking
108.74,12.934,-5.935,-7.995,16.323,Walking
108.75,11.494,-6.166,-8.047,15.326,Walking
108.76,9.94,-6.356,-8.013,14.263,Walking
108.77,8.526,-6.351,-7.759,13.162,Walking
108.78,7.478,-6.236,-7.377,12.216,Walking
108.79,6.661,-5.93,-6.91,11.282,Walking
108.8,5.867,-5.491,-6.306,10.215,Walking
108.81,5.006,-5.034,-5.83,9.187,Walking
108.82,4.091,-4.542,-5.235,8.048,Walking
108.83,3.07,-3.841,-3.994,6.335,Walking
108.84,2.334,-3.432,-3.059,5.156,Walking
108.85,1.703,-2.949,-2.769,4.389,Walking
108.86,1.045,-2.415,-2.846,3.876,Walking
108.87,0.743,-2.159,-3.108,3.856,Walking
108.88,0.962,-2,-3.277,3.958,Walking
108.89,1.287,-1.705,-3.279,3.913,Walking
108.9,1.4,-1.28,-3.128,3.658,Walking
108.91,1.447,-0.742,-2.898,3.323,Walking
108.92,1.577,-0.313,-2.61,3.065,Walking
108.93,1.805,-0.098,-2.289,2.917,Walking
108.94,2.172,-0.055,-2.123,3.038,Walking
108.95,2.753,-0.071,-2.18,3.512,Walking
108.96,3.481,-0.161,-2.415,4.24,Walking
108.97,4.208,-0.386,-2.769,5.052,Walking
108.98,5.024,-0.65,-3.021,5.898,Walking
108.99,5.956,-0.952,-3.138,6.799,Walking
109,6.911,-1.302,-3.193,7.724,Walking
109.01,7.832,-1.657,-3.188,8.617,Walking
109.02,8.609,-2.035,-3.181,9.4,Walking
109.03,9.153,-2.347,-3.128,9.953,Walking
109.04,9.551,-2.511,-2.933,10.302,Walking
109.05,10.008,-2.619,-2.691,10.69,Walking
109.06,10.585,-2.828,-2.399,11.216,Walking
109.07,11.276,-3.109,-2.019,11.869,Walking
109.08,12.09,-3.593,-1.689,12.725,Walking
109.09,13.2,-4.188,-1.389,13.918,Walking
109.1,14.326,-4.639,-1.114,15.1,Walking
109.11,15.1,-4.911,-0.969,15.908,Walking
109.12,15.351,-5.158,-0.999,16.225,Walking
109.13,15.434,-5.396,-1.077,16.386,Walking
109.14,15.772,-5.699,-0.999,16.8,Walking
109.15,16.271,-6.019,-0.844,17.369,Walking
109.16,16.738,-6.248,-0.666,17.879,Walking
109.17,17.172,-6.389,-0.607,18.332,Walking
109.18,17.572,-6.468,-0.773,18.74,Walking
109.19,17.842,-6.325,-1.129,18.963,Walking
109.2,17.756,-6.048,-1.557,18.822,Walking
109.21,17.52,-5.802,-1.952,18.558,Walking
109.22,17.162,-5.502,-2.249,18.162,Walking
109.23,16.701,-5.146,-2.439,17.645,Walking
109.24,16.252,-4.799,-2.516,17.131,Walking
109.25,15.852,-4.456,-2.575,16.667,Walking
109.26,15.423,-4.082,-2.595,16.164,Walking
109.27,15.01,-3.673,-2.59,15.669,Walking
109.28,14.501,-3.236,-2.583,15.081,Walking
109.29,13.91,-2.806,-2.605,14.427,Walking
109.3,13.337,-2.394,-2.607,13.799,Walking
109.31,12.716,-2.013,-2.579,13.13,Walking
109.32,12.066,-1.661,-2.506,12.435,Walking
109.33,11.483,-1.328,-2.414,11.809,Walking
109.34,11.053,-1.046,-2.32,11.342,Walking
109.35,10.706,-0.768,-2.287,10.975,Walking
109.36,10.296,-0.524,-2.37,10.579,Walking
109.37,9.89,-0.273,-2.597,10.229,Walking
109.38,9.482,-0.013,-2.914,9.92,Walking
109.39,9.087,0.265,-3.236,9.65,Walking
109.4,8.666,0.569,-3.498,9.363,Walking
109.41,8.232,0.867,-3.638,9.042,Walking
109.42,7.804,1.226,-3.629,8.694,Walking
109.43,7.439,1.548,-3.495,8.364,Walking
109.44,7.177,1.802,-3.294,8.1,Walking
109.45,6.963,1.976,-3.073,7.863,Walking
109.46,6.931,2.188,-2.884,7.819,Walking
109.47,7.158,2.382,-2.814,8.051,Walking
109.48,7.52,2.539,-2.793,8.414,Walking
109.49,8.022,2.679,-2.785,8.904,Walking
109.5,8.772,2.812,-2.729,9.608,Walking
109.51,9.857,2.876,-2.608,10.594,Walking
109.52,11.24,2.798,-2.508,11.852,Walking
109.53,12.83,2.616,-2.47,13.325,Walking
109.54,14.447,2.339,-2.495,14.847,Walking
109.55,15.815,2.03,-2.588,16.154,Walking
109.56,16.856,1.746,-2.743,17.167,Walking
109.57,17.504,1.461,-2.972,17.815,Walking
109.58,17.595,1.07,-3.25,17.925,Walking
109.59,17.152,0.567,-3.507,17.516,Walking
109.6,16.216,0.067,-3.643,16.62,Walking
109.61,15.011,-0.426,-3.622,15.448,Walking
109.62,13.776,-0.914,-3.362,14.21,Walking
109.63,12.757,-1.343,-2.888,13.148,Walking
109.64,12.173,-1.638,-2.353,12.506,Walking
109.65,12.108,-1.881,-1.923,12.403,Walking
109.66,12.522,-2.15,-1.644,12.811,Walking
109.67,13.255,-2.53,-1.5,13.578,Walking
109.68,14.347,-2.982,-1.415,14.721,Walking
109.69,15.619,-3.512,-1.392,16.069,Walking
109.7,16.586,-3.959,-1.352,17.105,Walking
109.71,17.322,-4.379,-1.379,17.92,Walking
109.72,17.599,-4.862,-1.466,18.317,Walking
109.73,17.244,-5.45,-1.551,18.152,Walking
109.74,16.914,-6.199,-1.752,18.099,Walking
109.75,16.427,-6.871,-1.859,17.903,Walking
109.76,15.775,-7.543,-2.036,17.604,Walking
109.77,14.984,-8.093,-2.221,17.174,Walking
109.78,14.23,-8.55,-2.324,16.763,Walking
109.79,13.453,-8.74,-2.377,16.218,Walking
109.8,12.464,-8.458,-2.363,15.247,Walking
