Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
0.049,1.842,3.327,9.255,10.006,Walking
0.059,1.843,3.345,9.346,10.096,Walking
0.069,2.027,3.384,9.405,10.199,Walking
0.079,2.202,3.517,9.43,10.302,Walking
0.089,2.421,3.681,9.388,10.371,Walking
0.099,2.612,3.766,9.239,10.313,Walking
0.109,2.674,3.785,9.128,10.237,Walking
0.119,2.589,3.761,9.061,10.147,Walking
0.129,2.424,3.743,8.922,9.974,Walking
0.139,2.304,3.73,8.76,9.796,Walking
0.149,2.299,3.667,8.716,9.731,Walking
0.159,2.311,3.584,8.759,9.742,Walking
0.169,2.348,3.464,8.888,9.824,Walking
0.179,2.403,3.407,8.993,9.912,Walking
0.189,2.528,3.424,9.054,10.004,Walking
0.199,2.641,3.444,9.129,10.108,Walking
0.209,2.755,3.495,9.13,10.157,Walking
0.219,2.879,3.623,9.165,10.267,Walking
0.229,3.14,3.704,9.22,10.42,Walking
0.239,3.454,3.769,9.224,10.546,Walking
0.249,3.726,3.783,9.15,10.578,Walking
0.259,4.126,3.858,8.944,10.578,Walking
0.269,4.551,3.916,8.667,10.544,Walking
0.279,4.777,3.833,8.42,10.412,Walking
0.289,5.024,3.703,8.191,10.298,Walking
0.299,5.347,3.541,8.033,10.279,Walking
0.309,5.568,3.383,7.968,10.293,Walking
0.319,5.623,3.173,7.993,10.275,Walking
0.329,5.643,2.934,8.029,10.243,Walking
0.339,5.704,2.815,8.106,10.304,Walking
0.349,5.734,2.665,8.166,10.328,Walking
0.359,5.638,2.459,8.219,10.266,Walking
0.369,5.528,2.279,8.219,10.164,Walking
0.379,5.497,2.207,8.265,10.168,Walking
0.389,5.501,2.112,8.254,10.142,Walking
0.399,5.424,1.956,8.207,10.03,Walking
0.409,5.333,1.833,8.123,9.889,Walking
0.419,5.324,1.775,7.948,9.73,Walking
0.429,5.289,1.7,7.74,9.527,Walking
0.439,5.198,1.502,7.641,9.362,Walking
0.449,5.163,1.202,7.551,9.226,Walking
0.459,5.227,0.824,7.433,9.125,Walking
0.469,5.344,0.494,7.452,9.183,Walking
0.479,5.497,0.179,7.43,9.244,Walking
0.489,5.807,-0.015,7.321,9.345,Walking
0.499,6.079,-0.067,7.407,9.582,Walking
0.509,6.139,-0.212,7.626,9.792,Walking
0.519,6.295,-0.389,7.704,9.957,Walking
0.529,6.66,-0.517,7.781,10.255,Walking
0.539,6.977,-0.645,7.9,10.56,Walking
0.549,7.117,-0.734,7.945,10.692,Walking
0.559,7.204,-0.782,7.98,10.779,Walking
0.569,7.264,-0.885,7.911,10.777,Walking
0.579,7.245,-1.155,7.86,10.752,Walking
0.589,7.078,-1.413,7.753,10.592,Walking
0.599,6.639,-1.49,7.406,10.057,Walking
0.609,6.034,-1.25,6.859,9.22,Walking
0.619,5.136,-0.953,6.627,8.439,Walking
0.629,4.482,-0.85,6.69,8.097,Walking
0.639,4.076,-0.837,6.585,7.79,Walking
0.649,3.735,-1.092,6.899,7.921,Walking
0.659,4.064,-1.566,7.536,8.704,Walking
0.669,4.743,-2.069,8.072,9.588,Walking
0.679,5.25,-2.387,8.637,10.386,Walking
0.689,5.549,-2.408,8.88,10.744,Walking
0.699,5.516,-2.37,8.931,10.762,Walking
0.709,5.455,-2.305,8.909,10.698,Walking
0.719,5.856,-2.217,9.042,10.998,Walking
0.729,6.348,-2.621,9.138,11.431,Walking
0.739,6.811,-3.058,9.293,11.92,Walking
0.749,7.162,-3.09,9.398,12.213,Walking
0.759,7.173,-2.845,9.524,12.258,Walking
0.769,7.023,-2.482,9.505,12.076,Walking
0.779,6.852,-2.03,9.3,11.728,Walking
0.789,6.872,-1.528,9.014,11.437,Walking
0.799,6.941,-1.215,8.9,11.351,Walking
0.809,6.973,-1.267,8.924,11.396,Walking
0.819,7.208,-1.351,8.914,11.543,Walking
0.829,7.393,-1.275,8.825,11.583,Walking
0.839,7.217,-0.973,8.685,11.334,Walking
0.849,6.964,-0.559,8.573,11.059,Walking
0.859,6.778,-0.115,8.382,10.78,Walking
0.869,6.993,0.313,8.085,10.694,Walking
0.879,7.355,0.61,8.12,10.973,Walking
0.889,7.382,0.277,8.818,11.504,Walking
0.899,7.379,-0.64,9.741,12.237,Walking
0.909,7.518,-1.488,10.37,12.894,Walking
0.919,7.635,-1.994,10.437,13.085,Walking
0.929,7.743,-1.976,10.372,13.094,Walking
0.939,7.468,-1.48,10.593,13.045,Walking
0.949,6.879,-0.722,10.843,12.861,Walking
0.959,6.625,-0.169,10.789,12.662,Walking
0.969,6.672,0.036,10.609,12.532,Walking
0.979,6.781,0.073,10.529,12.524,Walking
0.989,6.941,-0.011,10.329,12.444,Walking
0.999,7.128,0.002,10.109,12.369,Walking
1.009,7.308,0.185,9.983,12.373,Walking
1.019,7.281,0.451,9.914,12.309,Walking
1.029,7.023,0.619,9.675,11.972,Walking
1.039,6.828,0.874,9.347,11.609,Walking
1.049,6.759,1.336,9.035,11.362,Walking
1.059,6.585,1.859,8.911,11.235,Walking
1.069,6.387,2.332,8.743,11.075,Walking
1.079,6.265,2.714,8.597,10.978,Walking
1.089,6.254,2.973,8.453,10.927,Walking
1.099,6.275,3.098,8.298,10.855,Walking
1.109,6.168,3.112,8.101,10.647,Walking
1.119,5.954,2.978,7.922,10.348,Walking
1.129,5.939,2.81,7.832,10.223,Walking
1.139,6.014,2.609,7.764,10.161,Walking
1.149,6.095,2.426,7.662,10.086,Walking
1.159,6.064,2.331,7.569,9.975,Walking
1.169,6.039,2.294,7.409,9.829,Walking
1.179,6.091,2.293,7.328,9.801,Walking
1.189,6.3,2.306,7.472,10.042,Walking
1.199,6.576,2.309,7.747,10.421,Walking
1.209,6.806,2.314,8.025,10.774,Walking
1.219,6.99,2.172,8.286,11.056,Walking
1.229,7.138,1.957,8.543,11.303,Walking
1.239,7.387,1.799,8.744,11.587,Walking
1.249,7.789,1.692,8.85,11.91,Walking
1.259,8.216,1.576,8.864,12.188,Walking
1.269,8.409,1.416,8.796,12.25,Walking
1.279,8.437,1.264,8.702,12.186,Walking
1.289,8.366,1.177,8.495,11.981,Walking
1.299,8.164,1.141,8.208,11.633,Walking
1.309,8.077,1.151,7.995,11.423,Walking
1.319,8.073,1.16,7.898,11.354,Walking
1.329,8.15,1.082,7.852,11.369,Walking
1.339,8.447,0.955,7.782,11.525,Walking
1.349,8.791,0.708,7.742,11.736,Walking
1.359,9.15,0.383,7.646,11.93,Walking
1.369,9.383,0.107,7.426,11.966,Walking
1.379,9.424,-0.025,7.121,11.812,Walking
1.389,9.388,-0.101,6.869,11.633,Walking
1.399,9.342,-0.248,6.661,11.476,Walking
1.409,9.28,-0.418,6.382,11.27,Walking
1.419,9.203,-0.551,6.05,11.027,Walking
1.429,9.158,-0.663,5.713,10.815,Walking
1.439,9.087,-0.794,5.425,10.613,Walking
1.449,8.976,-0.88,5.186,10.404,Walking
1.459,8.724,-0.953,4.886,10.045,Walking
1.469,8.298,-1.03,4.56,9.524,Walking
1.479,7.925,-1.142,4.27,9.074,Walking
1.489,7.641,-1.257,3.999,8.715,Walking
1.499,7.552,-1.288,3.785,8.545,Walking
1.509,7.395,-1.334,3.572,8.32,Walking
1.519,7.268,-1.473,3.373,8.146,Walking
1.529,7.224,-1.624,3.223,8.075,Walking
1.539,7.168,-1.826,3.109,8.023,Walking
1.549,7.182,-2.113,3.062,8.088,Walking
1.559,7.278,-2.404,3.061,8.253,Walking
1.569,7.367,-2.563,3.123,8.402,Walking
1.579,7.487,-2.554,3.235,8.546,Walking
1.589,7.538,-2.412,3.282,8.568,Walking
1.599,7.54,-2.186,3.338,8.531,Walking
1.609,7.506,-1.972,3.333,8.446,Walking
1.619,7.495,-1.891,3.324,8.414,Walking
1.629,7.5,-1.893,3.296,8.408,Walking
1.639,7.516,-1.894,3.252,8.406,Walking
1.649,7.563,-1.913,3.244,8.449,Walking
1.659,7.585,-1.913,3.307,8.493,Walking
1.669,7.59,-1.846,3.427,8.53,Walking
1.679,7.575,-1.751,3.536,8.541,Walking
1.689,7.536,-1.666,3.617,8.524,Walking
1.699,7.559,-1.572,3.705,8.564,Walking
1.709,7.558,-1.467,3.717,8.549,Walking
1.719,7.494,-1.397,3.671,8.46,Walking
1.729,7.458,-1.431,3.679,8.438,Walking
1.739,7.513,-1.434,3.726,8.508,Walking
1.749,7.505,-1.388,3.784,8.518,Walking
1.759,7.436,-1.387,3.864,8.494,Walking
1.769,7.46,-1.289,3.911,8.521,Walking
1.779,7.525,-1.295,4.09,8.662,Walking
1.789,7.889,-1.311,4.515,9.184,Walking
1.799,8.459,-1.158,4.738,9.764,Walking
1.809,8.652,-1.056,4.888,9.993,Walking
1.819,8.444,-1.121,5.054,9.904,Walking
1.829,8.203,-1.199,5.067,9.716,Walking
1.839,8.034,-1.109,5.057,9.558,Walking
1.849,7.951,-0.875,5.182,9.531,Walking
1.859,8.066,-0.3,5.638,9.846,Walking
1.869,8.423,0.306,6.373,10.567,Walking
1.879,9.13,0.295,6.865,11.427,Walking
1.889,9.808,-0.145,6.862,11.971,Walking
1.899,10.345,-0.394,7.057,12.529,Walking
1.909,10.702,-0.44,7.256,12.937,Walking
1.919,10.739,-0.565,7.269,12.98,Walking
1.929,10.496,-0.69,7.264,12.784,Walking
1.939,9.926,-0.481,7.659,12.547,Walking
1.949,9.45,0.164,8.365,12.622,Walking
1.959,9.188,0.541,8.751,12.7,Walking
1.969,8.964,0.553,8.887,12.635,Walking
1.979,8.849,0.323,8.686,12.404,Walking
1.989,8.839,0.21,8.569,12.312,Walking
1.999,8.811,0.172,8.609,12.32,Walking
2.009,8.714,0.135,8.463,12.148,Walking
2.019,8.473,0.233,8.34,11.891,Walking
2.029,8.187,0.379,8.284,11.653,Walking
2.039,7.975,0.466,8.145,11.409,Walking
2.049,7.938,0.441,7.771,11.117,Walking
2.059,7.927,0.481,7.414,10.865,Walking
2.069,8.062,0.511,7.283,10.877,Walking
2.079,8.378,0.547,7.316,11.136,Walking
2.089,8.665,0.49,7.381,11.393,Walking
2.099,8.83,0.335,7.471,11.571,Walking
2.109,8.999,0.191,7.363,11.629,Walking
2.119,9.062,0.059,7.005,11.454,Walking
2.129,9.006,0.034,6.595,11.162,Walking
2.139,9.067,0.071,6.139,10.95,Walking
2.149,9.162,0.141,5.808,10.849,Walking
2.159,9.312,0.165,5.675,10.906,Walking
2.169,9.617,0.135,5.688,11.174,Walking
2.179,9.858,0.089,6.006,11.544,Walking
2.189,9.649,0.048,6.553,11.664,Walking
2.199,9.247,0.017,6.702,11.42,Walking
2.209,8.956,-0.046,6.657,11.159,Walking
2.219,8.888,-0.016,6.373,10.937,Walking
2.229,8.881,0.036,5.995,10.715,Walking
2.239,8.949,-0.034,5.496,10.502,Walking
2.249,9.143,-0.139,5.068,10.455,Walking
2.259,9.49,-0.208,4.69,10.587,Walking
2.269,9.909,-0.288,4.187,10.761,Walking
2.279,10.181,-0.408,3.751,10.858,Walking
2.289,10.232,-0.498,3.506,10.827,Walking
2.299,10.238,-0.523,3.336,10.781,Walking
2.309,10.241,-0.471,3.076,10.703,Walking
2.319,10.154,-0.314,2.91,10.568,Walking
2.329,9.941,-0.077,2.943,10.368,Walking
2.339,9.687,0.031,3.092,10.169,Walking
2.349,9.517,0.072,3.257,10.059,Walking
2.359,9.367,0.114,3.391,9.963,Walking
2.369,9.203,0.123,3.614,9.888,Walking
2.379,9.277,0.171,3.92,10.073,Walking
2.389,9.583,0.195,4.18,10.457,Walking
2.399,9.823,0.166,4.371,10.753,Walking
2.409,9.983,0.156,4.593,10.99,Walking
2.419,10.005,0.123,4.727,11.066,Walking
2.429,9.903,-0.003,4.758,10.986,Walking
2.439,9.683,-0.39,4.803,10.816,Walking
2.449,9.477,-0.725,4.788,10.643,Walking
2.459,9.443,-0.96,4.76,10.618,Walking
2.469,9.696,-1.175,4.822,10.892,Walking
2.479,10.191,-1.401,4.911,11.399,Walking
2.489,10.617,-1.602,4.961,11.828,Walking
2.499,10.564,-1.722,4.897,11.77,Walking
2.509,10.111,-1.768,4.694,11.287,Walking
2.519,9.456,-1.716,4.368,10.557,Walking
2.529,8.698,-1.49,4.162,9.757,Walking
2.539,8.005,-1.229,3.963,9.017,Walking
2.549,7.423,-1.104,3.727,8.379,Walking
2.559,6.995,-1.004,3.697,7.975,Walking
2.569,6.803,-0.996,3.747,7.831,Walking
2.579,6.92,-1.07,3.69,7.915,Walking
2.589,7.114,-1.198,3.722,8.118,Walking
2.599,7.198,-1.332,3.809,8.251,Walking
2.609,7.247,-1.38,4.036,8.409,Walking
2.619,7.359,-1.343,4.272,8.614,Walking
2.629,7.588,-1.278,4.375,8.851,Walking
2.639,7.948,-1.223,4.391,9.162,Walking
2.649,8.321,-1.251,4.352,9.473,Walking
2.659,8.71,-1.307,4.195,9.755,Walking
2.669,9.052,-1.313,4.079,10.015,Walking
2.679,9.227,-1.226,4.017,10.138,Walking
2.689,9.222,-1.072,3.975,10.099,Walking
2.699,9.138,-0.923,3.901,9.979,Walking
2.709,9.054,-0.72,3.786,9.84,Walking
2.719,8.959,-0.48,3.723,9.714,Walking
2.729,8.925,-0.227,3.805,9.705,Walking
2.739,9.015,0.029,3.997,9.862,Walking
2.749,9.197,0.126,4.144,10.088,Walking
2.759,9.283,0.143,4.195,10.188,Walking
2.769,9.21,0.163,4.337,10.181,Walking
2.779,8.964,0.14,4.515,10.038,Walking
2.789,8.708,0.052,4.74,9.915,Walking
2.799,8.548,0.063,5.131,9.969,Walking
2.809,8.654,0.244,5.726,10.38,Walking
2.819,9.034,0.519,6.327,11.042,Walking
2.829,9.386,0.617,6.134,11.23,Walking
2.839,9.393,0.561,5.647,10.974,Walking
2.849,9.191,0.726,5.591,10.782,Walking
2.859,8.855,0.959,5.289,10.359,Walking
2.869,8.392,1.168,4.95,9.813,Walking
2.879,7.895,1.334,4.764,9.317,Walking
2.889,7.381,1.485,4.693,8.871,Walking
2.899,6.864,1.652,4.729,8.498,Walking
2.909,6.567,1.782,4.927,8.401,Walking
2.919,6.826,1.788,5.276,8.811,Walking
2.929,7.336,1.643,5.405,9.259,Walking
2.939,7.753,1.445,5.515,9.624,Walking
2.949,7.989,1.157,5.412,9.719,Walking
2.959,7.988,0.841,5.245,9.592,Walking
2.969,7.687,0.653,4.986,9.185,Walking
2.979,7.187,0.578,4.76,8.639,Walking
2.989,6.67,0.598,4.712,8.189,Walking
2.999,6.479,0.821,4.807,8.108,Walking
3.009,6.527,1.193,5.052,8.34,Walking
3.019,6.848,1.447,5.385,8.831,Walking
3.029,7.276,1.58,5.57,9.298,Walking
3.039,7.625,1.648,5.702,9.663,Walking
3.049,7.936,1.732,5.811,9.987,Walking
3.059,8.146,1.842,5.891,10.221,Walking
3.069,8.178,1.988,5.926,10.293,Walking
3.079,8.212,2.166,5.93,10.358,Walking
3.089,8.309,2.404,5.831,10.431,Walking
3.099,8.245,2.651,5.825,10.437,Walking
3.109,8.232,2.877,5.974,10.57,Walking
3.119,8.339,2.974,6.1,10.751,Walking
3.129,8.587,3.014,6.159,10.989,Walking
3.139,8.827,3.057,6.33,11.284,Walking
3.149,8.985,3.148,6.513,11.535,Walking
3.159,9.03,3.204,6.514,11.586,Walking
3.169,8.871,3.397,6.384,11.445,Walking
3.179,8.417,3.418,6.379,11.101,Walking
3.189,8.201,3.251,6.095,10.722,Walking
3.199,8.226,3.048,5.997,10.626,Walking
3.209,8.472,2.839,6.032,10.781,Walking
3.219,8.883,2.637,6.045,11.063,Walking
3.229,9.267,2.472,5.917,11.269,Walking
3.239,9.597,2.38,5.678,11.402,Walking
3.249,9.822,2.363,5.322,11.419,Walking
3.259,9.996,2.378,4.873,11.372,Walking
3.269,10.059,2.398,4.454,11.26,Walking
3.279,10.158,2.401,4.076,11.205,Walking
3.289,10.395,2.373,3.771,11.31,Walking
3.299,10.574,2.266,3.552,11.382,Walking
3.309,10.706,2.188,3.511,11.478,Walking
3.319,11.04,2.217,3.695,11.851,Walking
3.329,11.273,2.229,3.905,12.136,Walking
3.339,11.384,2.034,3.895,12.203,Walking
3.349,11.474,1.913,3.923,12.276,Walking
3.359,11.493,1.721,3.996,12.288,Walking
3.369,11.4,1.478,4.038,12.184,Walking
3.379,11.315,1.279,4.063,12.09,Walking
3.389,11.195,1.079,4.009,11.94,Walking
3.399,11.056,0.928,3.97,11.784,Walking
3.409,10.758,0.79,3.953,11.488,Walking
3.419,10.473,0.682,3.953,11.215,Walking
3.429,10.3,0.57,3.956,11.048,Walking
3.439,10.276,0.469,3.951,11.019,Walking
3.449,10.207,0.372,3.842,10.913,Walking
3.459,10.067,0.233,3.656,10.712,Walking
3.469,9.992,0.128,3.493,10.585,Walking
3.479,9.984,0.037,3.345,10.53,Walking
3.489,10.05,-0.068,3.196,10.546,Walking
3.499,10.082,-0.221,3.063,10.539,Walking
3.509,9.911,-0.356,3.105,10.392,Walking
3.519,9.67,-0.413,3.288,10.222,Walking
3.529,9.459,-0.394,3.561,10.114,Walking
3.539,9.295,-0.251,3.758,10.029,Walking
3.549,9.195,-0.139,3.715,9.918,Walking
3.559,9.132,-0.062,3.339,9.724,Walking
3.569,8.994,-0.009,2.598,9.362,Walking
3.579,8.765,0.052,1.816,8.951,Walking
3.589,8.586,0.193,1.136,8.663,Walking
3.599,8.379,0.342,0.648,8.411,Walking
3.609,8.201,0.495,0.425,8.227,Walking
3.619,8.175,0.677,0.395,8.212,Walking
3.629,8.234,0.83,0.469,8.289,Walking
3.639,8.217,1.06,0.713,8.316,Walking
3.649,8.215,1.363,1.091,8.399,Walking
3.659,8.229,1.684,1.5,8.533,Walking
3.669,8.291,1.999,1.876,8.732,Walking
3.679,8.205,2.253,2.184,8.784,Walking
3.689,8.02,2.342,2.393,8.691,Walking
3.699,7.905,2.336,2.523,8.62,Walking
3.709,7.724,2.274,2.68,8.486,Walking
3.719,7.526,2.256,2.899,8.375,Walking
3.729,7.402,2.347,3.114,8.367,Walking
3.739,7.418,2.487,3.352,8.511,Walking
3.749,7.508,2.683,3.56,8.731,Walking
3.759,7.591,2.591,3.638,8.807,Walking
3.769,7.799,2.208,3.513,8.834,Walking
3.779,7.755,1.77,3.321,8.62,Walking
3.789,7.689,1.439,3.074,8.405,Walking
3.799,7.937,1.293,2.748,8.498,Walking
3.809,8.046,1.456,2.452,8.536,Walking
3.819,8.098,1.768,2.36,8.618,Walking
3.829,8.254,2.078,2.301,8.817,Walking
3.839,8.625,2.375,2.314,9.241,Walking
3.849,9.046,2.61,2.369,9.708,Walking
3.859,9.47,2.501,2.514,10.112,Walking
3.869,9.754,2.337,2.721,10.392,Walking
3.879,10.124,2.349,2.97,10.809,Walking
3.889,10.596,2.524,3.108,11.327,Walking
3.899,10.882,2.699,3.544,11.758,Walking
3.909,11.441,3.133,3.925,12.495,Walking
3.919,11.94,3.5,4.067,13.09,Walking
3.929,11.767,3.279,3.995,12.851,Walking
3.939,11.304,2.705,4.031,12.302,Walking
3.949,11.024,2.225,4.057,11.956,Walking
3.959,10.581,1.942,4.142,11.527,Walking
3.969,10.26,1.904,4.224,11.258,Walking
3.979,9.899,1.86,4.38,10.983,Walking
3.989,9.463,1.757,4.66,10.693,Walking
3.999,8.963,1.666,4.937,10.367,Walking
4.009,8.682,1.672,5.129,10.221,Walking
4.019,8.5,1.667,5.32,10.165,Walking
4.029,8.324,1.624,5.406,10.057,Walking
4.038,8.146,1.524,5.434,9.91,Walking
4.048,7.956,1.539,6.076,10.129,Walking
4.058,7.756,1.81,6.119,10.044,Walking
4.068,7.52,1.619,5.982,9.744,Walking
4.078,7.136,1.456,5.884,9.363,Walking
4.088,6.886,1.416,5.718,9.062,Walking
4.098,6.696,1.393,5.588,8.832,Walking
4.108,6.59,1.365,5.545,8.72,Walking
4.118,6.721,1.26,5.483,8.764,Walking
4.128,6.923,1.112,5.216,8.739,Walking
4.138,6.995,1.151,5.162,8.769,Walking
4.148,7.019,1.284,5.09,8.765,Walking
4.158,7.01,1.424,4.892,8.666,Walking
4.168,6.881,1.526,4.818,8.538,Walking
4.178,6.802,1.553,4.932,8.544,Walking
4.188,6.898,1.549,4.982,8.648,Walking
4.198,7.027,1.501,5.025,8.769,Walking
4.208,7.22,1.484,5.192,9.016,Walking
4.218,7.582,1.578,5.311,9.39,Walking
4.228,7.951,1.586,5.292,9.682,Walking
4.238,8.155,1.488,5.245,9.809,Walking
4.248,8.359,1.392,5.272,9.98,Walking
4.258,8.654,1.27,5.323,10.239,Walking
4.268,9.023,1.176,5.411,10.587,Walking
4.278,9.326,1.139,5.521,10.898,Walking
4.288,9.625,1.176,5.659,11.227,Walking
4.298,9.949,1.147,5.715,11.531,Walking
4.308,10.351,1.104,5.719,11.877,Walking
4.318,10.743,1.031,5.722,12.215,Walking
4.328,11.05,0.969,5.677,12.461,Walking
4.338,11.368,0.859,5.483,12.65,Walking
4.348,11.575,0.76,5.279,12.745,Walking
4.358,11.625,0.752,5.134,12.73,Walking
4.368,11.597,0.875,5.036,12.674,Walking
4.378,11.555,0.967,5.009,12.631,Walking
4.388,11.612,1.007,5.02,12.691,Walking
4.398,11.612,0.961,4.982,12.672,Walking
4.408,11.581,0.811,4.86,12.586,Walking
4.418,11.537,0.723,4.61,12.445,Walking
4.428,11.343,0.75,4.412,12.194,Walking
4.438,11.038,0.754,4.104,11.801,Walking
4.448,10.738,0.707,3.924,11.454,Walking
4.458,10.406,0.635,3.811,11.1,Walking
4.468,9.934,0.476,3.679,10.605,Walking
4.478,9.404,0.339,3.497,10.038,Walking
4.488,8.825,0.251,3.285,9.42,Walking
4.498,8.275,0.191,3.139,8.852,Walking
4.508,7.806,0.227,3.072,8.392,Walking
4.518,7.491,0.304,2.998,8.074,Walking
4.528,7.243,0.325,2.897,7.808,Walking
4.538,6.958,0.309,2.83,7.518,Walking
4.548,6.696,0.281,2.742,7.241,Walking
4.558,6.498,0.248,2.684,7.034,Walking
4.568,6.401,0.213,2.635,6.926,Walking
4.578,6.374,0.165,2.619,6.893,Walking
4.588,6.376,0.144,2.619,6.895,Walking
4.598,6.387,0.105,2.641,6.912,Walking
4.608,6.462,0.065,2.685,6.998,Walking
4.618,6.56,0.021,2.652,7.075,Walking
4.628,6.61,-0.039,2.605,7.105,Walking
4.638,6.616,-0.101,2.549,7.091,Walking
4.648,6.67,-0.101,2.47,7.113,Walking
4.658,6.72,-0.084,2.39,7.133,Walking
4.668,6.784,-0.077,2.353,7.18,Walking
4.678,6.932,-0.099,2.412,7.34,Walking
4.688,7.21,-0.093,2.584,7.66,Walking
4.698,7.637,-0.099,2.805,8.136,Walking
4.708,8.123,-0.138,2.989,8.657,Walking
4.718,8.566,-0.207,3.178,9.139,Walking
4.728,8.954,-0.24,3.242,9.526,Walking
4.738,9.22,-0.175,3.199,9.761,Walking
4.748,9.428,-0.002,3.275,9.98,Walking
4.758,9.693,0.215,3.559,10.328,Walking
4.768,10.195,0.429,3.888,10.92,Walking
4.778,10.617,0.584,4.138,11.41,Walking
4.788,10.788,0.728,4.293,11.633,Walking
4.798,10.908,0.894,4.368,11.784,Walking
4.808,11.022,1.055,4.419,11.921,Walking
4.818,11.131,1.24,4.526,12.08,Walking
4.828,11.263,1.437,4.765,12.314,Walking
4.838,11.437,1.58,4.979,12.573,Walking
4.848,11.535,1.566,4.976,12.66,Walking
4.858,11.401,1.487,4.757,12.442,Walking
4.868,10.992,1.626,4.697,12.063,Walking
4.878,10.561,1.902,4.866,11.783,Walking
4.888,10.167,2.127,5.097,11.571,Walking
4.898,9.856,2.28,5.479,11.504,Walking
4.908,9.66,2.271,5.805,11.496,Walking
4.918,9.375,2.094,6.071,11.364,Walking
4.928,9.039,1.851,6.195,11.114,Walking
4.938,8.768,1.685,6.287,10.92,Walking
4.948,8.61,1.578,6.353,10.816,Walking
4.958,8.59,1.51,6.488,10.87,Walking
4.968,8.633,1.333,6.593,10.944,Walking
4.978,8.72,1.13,6.66,11.03,Walking
4.988,8.824,0.936,6.754,11.152,Walking
4.998,8.893,0.771,6.72,11.173,Walking
5.008,8.903,0.686,6.59,11.098,Walking
5.018,8.712,0.688,6.392,10.828,Walking
5.028,8.365,0.84,6.228,10.463,Walking
5.038,8.089,1.108,6.198,10.251,Walking
5.048,7.983,1.264,6.222,10.2,Walking
5.058,7.976,1.299,6.158,10.16,Walking
5.068,7.991,1.281,6.073,10.118,Walking
5.078,7.939,1.237,5.89,9.962,Walking
5.088,7.902,1.195,5.621,9.771,Walking
5.098,7.793,1.187,5.401,9.556,Walking
5.108,7.741,1.194,5.245,9.426,Walking
5.118,7.755,1.169,5.157,9.386,Walking
5.128,7.884,1.083,5.063,9.432,Walking
5.138,8.061,0.943,4.986,9.525,Walking
5.148,8.24,0.854,4.93,9.64,Walking
5.158,8.391,0.857,4.924,9.767,Walking
5.168,8.542,0.897,4.959,9.918,Walking
5.178,8.739,0.937,5.033,10.128,Walking
5.188,8.952,0.985,5.164,10.382,Walking
5.198,9.058,1.027,5.289,10.539,Walking
5.208,9.161,1.071,5.404,10.69,Walking
5.218,9.42,1.055,5.47,10.944,Walking
5.228,9.777,0.967,5.508,11.264,Walking
5.238,10.149,0.724,5.486,11.56,Walking
5.248,10.563,0.455,5.434,11.888,Walking
5.258,10.874,0.227,5.407,12.146,Walking
5.268,11.007,0.143,5.346,12.237,Walking
5.278,10.891,0.224,5.203,12.072,Walking
5.288,10.547,0.336,5.04,11.694,Walking
5.298,10.15,0.477,4.961,11.307,Walking
5.308,9.875,0.606,5.04,11.103,Walking
5.318,9.764,0.639,5.146,11.056,Walking
5.328,9.725,0.537,5.164,11.024,Walking
5.338,9.727,0.383,5.188,11.031,Walking
5.348,9.721,0.147,5.115,10.986,Walking
5.358,9.789,-0.133,4.879,10.938,Walking
5.368,9.867,-0.352,4.676,10.925,Walking
5.378,9.823,-0.528,4.439,10.793,Walking
5.388,9.654,-0.666,4.112,10.514,Walking
5.398,9.378,-0.682,3.773,10.132,Walking
5.408,8.994,-0.585,3.472,9.659,Walking
5.418,8.531,-0.427,3.244,9.137,Walking
5.428,8.144,-0.264,3.126,8.727,Walking
5.438,8.004,-0.094,3.117,8.59,Walking
5.448,7.997,0.06,3.095,8.575,Walking
5.458,8.015,0.203,3.107,8.598,Walking
5.468,7.958,0.363,3.143,8.564,Walking
5.478,7.77,0.499,3.218,8.425,Walking
5.488,7.494,0.624,3.313,8.217,Walking
5.498,7.207,0.663,3.346,7.973,Walking
5.508,6.952,0.656,3.373,7.755,Walking
5.518,6.715,0.637,3.39,7.549,Walking
5.528,6.548,0.611,3.402,7.404,Walking
5.538,6.434,0.532,3.395,7.294,Walking
5.548,6.403,0.444,3.415,7.27,Walking
5.558,6.388,0.343,3.407,7.248,Walking
5.568,6.386,0.203,3.385,7.231,Walking
5.578,6.352,0.064,3.359,7.186,Walking
5.588,6.36,-0.042,3.296,7.163,Walking
5.598,6.499,-0.101,3.218,7.253,Walking
5.608,6.71,-0.091,3.186,7.429,Walking
5.618,6.93,-0.104,3.258,7.658,Walking
5.628,7.195,-0.172,3.293,7.915,Walking
5.638,7.553,-0.175,3.293,8.241,Walking
5.648,7.942,-0.176,3.202,8.565,Walking
5.658,8.259,-0.178,3.111,8.827,Walking
5.668,8.513,-0.148,2.97,9.017,Walking
5.678,8.714,-0.105,2.843,9.167,Walking
5.688,8.914,-0.033,2.801,9.344,Walking
5.698,9.174,0.037,2.829,9.6,Walking
5.708,9.462,0.072,2.943,9.909,Walking
5.718,9.778,0.075,3.109,10.26,Walking
5.728,10.071,0.07,3.31,10.601,Walking
5.738,10.311,0.028,3.558,10.908,Walking
5.748,10.498,0.028,3.765,11.153,Walking
5.758,10.578,0.017,3.808,11.242,Walking
