Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
50.23120004,-12.869,0.718,-0.767,12.911,Walking
50.24126304,-12.659,0.649,-0.768,12.699,Walking
50.25132604,-12.298,0.592,-0.814,12.339,Walking
50.26138804,-11.871,0.541,-0.776,11.909,Walking
50.27145204,-11.396,0.525,-0.708,11.43,Walking
50.28151404,-10.906,0.542,-0.673,10.94,Walking
50.29157704,-10.357,0.553,-0.66,10.393,Walking
50.30164004,-9.787,0.544,-0.685,9.826,Walking
50.31170304,-9.302,0.537,-0.692,9.343,Walking
50.32176604,-8.978,0.543,-0.718,9.023,Walking
50.33182904,-8.545,0.555,-0.629,8.586,Walking
50.34189204,-8.068,0.622,-0.54,8.11,Walking
50.35195504,-7.53,0.711,-0.467,7.578,Walking
50.36201804,-7.008,0.82,-0.445,7.07,Walking
50.37208104,-6.681,0.915,-0.449,6.758,Walking
50.38214404,-6.605,0.989,-0.435,6.693,Walking
50.39220704,-6.621,1.015,-0.349,6.708,Walking
50.40227004,-6.739,1.044,-0.295,6.825,Walking
50.41233304,-6.949,1.025,-0.328,7.032,Walking
50.42239504,-7.219,0.952,-0.35,7.29,Walking
50.43245804,-7.542,0.896,-0.386,7.605,Walking
50.44252104,-7.77,0.868,-0.46,7.832,Walking
50.45258404,-7.873,0.867,-0.538,7.939,Walking
50.46264704,-7.96,0.883,-0.651,8.036,Walking
50.47271004,-8.143,0.866,-0.816,8.23,Walking
50.48277304,-8.291,0.812,-0.903,8.38,Walking
50.49283604,-8.456,0.785,-1.036,8.555,Walking
50.50289904,-8.543,0.751,-1.133,8.65,Walking
50.51296204,-8.633,0.684,-1.228,8.746,Walking
50.52302504,-8.756,0.592,-1.379,8.883,Walking
50.53308804,-8.881,0.467,-1.606,9.037,Walking
50.54315104,-8.976,0.401,-1.858,9.175,Walking
50.55321404,-9.062,0.387,-2.016,9.291,Walking
50.56327704,-9.24,0.401,-2.07,9.478,Walking
50.57334004,-9.464,0.447,-2.03,9.69,Walking
50.58340204,-9.652,0.488,-1.949,9.859,Walking
50.59346504,-9.926,0.505,-1.967,10.132,Walking
50.60352804,-10.361,0.456,-2.067,10.575,Walking
50.61359104,-10.998,0.326,-2.271,11.235,Walking
50.62365404,-11.611,0.211,-2.204,11.82,Walking
50.63371704,-12.132,0.285,-1.952,12.291,Walking
50.64378004,-12.019,0.451,-1.446,12.114,Walking
50.65384304,-11.522,0.669,-1.117,11.595,Walking
50.66390604,-10.803,0.805,-1.217,10.901,Walking
50.67396904,-10.014,0.821,-1.413,10.147,Walking
50.68403204,-9.468,0.829,-1.477,9.618,Walking
50.69409504,-9.29,0.837,-1.505,9.448,Walking
50.70415804,-9.403,0.817,-1.515,9.559,Walking
50.71422104,-9.685,0.71,-1.475,9.822,Walking
50.72428404,-10.364,0.618,-1.605,10.506,Walking
50.73434704,-11.054,0.512,-1.644,11.187,Walking
50.74440929,-11.662,0.347,-1.658,11.785,Walking
50.75447229,-12.119,0.148,-1.597,12.225,Walking
50.76453529,-12.206,-0.011,-1.424,12.289,Walking
50.77459829,-12.11,0.021,-1.21,12.171,Walking
50.78466129,-11.861,0.151,-0.951,11.9,Walking
50.79472429,-11.415,0.323,-0.748,11.444,Walking
50.80478729,-10.782,0.529,-0.555,10.809,Walking
50.81485029,-10.17,0.759,-0.448,10.208,Walking
50.82491329,-9.654,1.029,-0.286,9.713,Walking
50.83497629,-9.014,1.263,-0.153,9.103,Walking
50.84503929,-8.459,1.441,-0.132,8.582,Walking
50.85510229,-8.191,1.512,-0.113,8.33,Walking
50.86516529,-8.116,1.454,-0.026,8.245,Walking
50.87522829,-8.231,1.338,-0.042,8.339,Walking
50.88529129,-8.41,1.236,-0.062,8.5,Walking
50.89535429,-8.519,1.177,-0.067,8.6,Walking
50.90541729,-8.524,1.191,-0.028,8.607,Walking
50.91547929,-8.527,1.246,-0.007,8.617,Walking
50.92554229,-8.581,1.303,-0.015,8.679,Walking
50.93560529,-8.637,1.446,0.037,8.757,Walking
50.94566829,-8.675,1.697,0.113,8.841,Walking
50.95573129,-8.692,1.982,0.152,8.916,Walking
50.96579429,-8.752,2.25,0.138,9.038,Walking
50.97585729,-8.798,2.47,0.132,9.14,Walking
50.98592029,-8.922,2.638,0.139,9.305,Walking
50.99598329,-9.08,2.767,0.149,9.493,Walking
51.00604629,-9.351,2.85,0.097,9.776,Walking
51.01610929,-9.622,2.863,-0.01,10.039,Walking
51.02617229,-9.801,2.86,-0.182,10.211,Walking
51.03623529,-9.877,2.828,-0.354,10.28,Walking
51.04629829,-9.921,2.858,-0.609,10.343,Walking
51.05636129,-9.944,2.919,-0.817,10.395,Walking
51.06642429,-9.955,2.952,-1.021,10.434,Walking
51.07648629,-10.114,2.935,-1.14,10.593,Walking
51.08654929,-10.539,2.868,-1.25,10.993,Walking
51.09661229,-11.04,2.805,-1.225,11.457,Walking
51.10667529,-11.551,2.799,-1.214,11.947,Walking
51.11673829,-12.197,2.834,-1.126,12.573,Walking
51.12680129,-12.74,2.908,-0.938,13.101,Walking
51.13686429,-11.951,3.023,-0.667,12.345,Walking
51.14692729,-13.015,3.164,-0.571,13.406,Walking
51.15699029,-14.139,3.28,-1.032,14.551,Walking
51.16705329,-14.46,3.377,-0.733,14.867,Walking
51.17711629,-14.297,3.507,-0.465,14.728,Walking
51.18717929,-13.751,3.612,-0.382,14.223,Walking
51.19724229,-13.166,3.496,-0.752,13.643,Walking
51.20730529,-12.8,3.301,-1.173,13.271,Walking
51.21736829,-12.416,3.184,-1.229,12.877,Walking
51.22743129,-11.776,3.186,-1.174,12.256,Walking
51.23749329,-10.875,3.219,-1.186,11.403,Walking
51.24755629,-9.9,3.233,-1.338,10.5,Walking
51.25761929,-9.077,3.221,-1.533,9.753,Walking
51.26768229,-8.574,3.188,-1.63,9.291,Walking
51.27774529,-8.539,3.14,-1.611,9.239,Walking
51.28780829,-8.758,3.046,-1.537,9.399,Walking
51.29787129,-9.067,2.873,-1.416,9.616,Walking
51.30793429,-9.53,2.648,-1.366,9.985,Walking
51.31799729,-10.114,2.382,-1.361,10.479,Walking
51.32806029,-10.701,2.106,-1.286,10.982,Walking
51.33812329,-11.292,1.858,-1.196,11.507,Walking
51.34818629,-11.875,1.624,-1.1,12.035,Walking
51.35824929,-12.443,1.408,-0.992,12.562,Walking
51.36831229,-12.862,1.203,-0.888,12.948,Walking
51.37837529,-12.98,1.025,-0.794,13.045,Walking
51.38843829,-12.83,0.923,-0.739,12.884,Walking
51.39850129,-12.524,0.845,-0.762,12.576,Walking
51.40856329,-12.078,0.778,-0.731,12.125,Walking
51.41862629,-11.504,0.774,-0.636,11.547,Walking
51.42868929,-10.77,0.76,-0.566,10.812,Walking
51.43875229,-10.092,0.724,-0.536,10.132,Walking
51.44881529,-9.494,0.695,-0.467,9.531,Walking
51.45887829,-8.977,0.686,-0.392,9.011,Walking
51.46894129,-8.609,0.651,-0.322,8.639,Walking
51.47900429,-8.421,0.643,-0.303,8.451,Walking
51.48906729,-8.294,0.623,-0.237,8.321,Walking
51.49913029,-8.181,0.584,-0.125,8.203,Walking
51.50919329,-8.098,0.588,-0.038,8.119,Walking
51.51925629,-7.961,0.562,0.005,7.981,Walking
51.52931929,-7.876,0.586,0.029,7.898,Walking
51.53938229,-7.878,0.648,-0.021,7.905,Walking
51.54944529,-7.955,0.721,-0.077,7.988,Walking
51.55950829,-8.112,0.771,-0.11,8.149,Walking
51.56957129,-8.262,0.76,-0.114,8.297,Walking
51.57963429,-8.404,0.732,-0.121,8.436,Walking
51.58969629,-8.601,0.695,-0.168,8.63,Walking
51.59975929,-8.857,0.634,-0.202,8.882,Walking
51.60982229,-9.028,0.592,-0.246,9.051,Walking
51.61988529,-9.235,0.598,-0.379,9.262,Walking
51.62994829,-9.536,0.61,-0.56,9.572,Walking
51.64001129,-9.728,0.586,-0.653,9.768,Walking
51.65007429,-9.866,0.533,-0.763,9.91,Walking
51.66013729,-10.144,0.448,-0.939,10.197,Walking
51.67020029,-10.532,0.319,-1.095,10.594,Walking
51.68026329,-10.902,0.185,-1.187,10.968,Walking
51.69032629,-11.194,0.089,-1.269,11.266,Walking
51.70038929,-11.363,0.025,-1.29,11.436,Walking
51.71045229,-11.241,-0.066,-1.323,11.318,Walking
51.72051529,-10.762,-0.094,-1.412,10.854,Walking
51.73057829,-10.22,-0.025,-1.57,10.34,Walking
51.74064492,-9.73,0.034,-1.691,9.876,Walking
51.75070792,-9.305,0.062,-1.7,9.459,Walking
51.76077092,-8.905,0.113,-1.646,9.056,Walking
51.77083292,-8.66,0.202,-1.661,8.82,Walking
51.78089592,-8.615,0.228,-1.78,8.8,Walking
51.79095892,-8.865,0.163,-1.903,9.069,Walking
51.80102192,-9.164,0.107,-1.841,9.348,Walking
51.81108492,-9.252,0.096,-1.611,9.392,Walking
51.82114792,-9.059,0.108,-1.427,9.171,Walking
51.83121092,-8.809,0.116,-1.449,8.928,Walking
51.84127392,-8.632,0.071,-1.543,8.769,Walking
51.85133692,-8.602,-0.031,-1.6,8.749,Walking
51.86139992,-8.757,-0.119,-1.605,8.904,Walking
51.87146292,-9.076,-0.128,-1.585,9.214,Walking
51.88152592,-9.338,-0.096,-1.48,9.455,Walking
51.89158892,-9.693,0.027,-1.383,9.791,Walking
51.90165192,-10.026,0.192,-1.301,10.111,Walking
51.91171492,-10.205,0.301,-1.134,10.273,Walking
51.92177792,-10.234,0.381,-0.952,10.285,Walking
51.93184092,-10.167,0.487,-0.771,10.207,Walking
51.94190392,-9.966,0.612,-0.64,10.005,Walking
51.95196592,-9.719,0.754,-0.569,9.764,Walking
51.96202892,-9.517,0.874,-0.49,9.57,Walking
51.97209192,-9.343,0.978,-0.384,9.402,Walking
51.98215492,-9.176,1.088,-0.276,9.244,Walking
51.99221792,-9.058,1.198,-0.228,9.14,Walking
52.00228092,-9.092,1.266,-0.279,9.184,Walking
52.01234392,-9.193,1.287,-0.328,9.288,Walking
52.02240692,-9.296,1.304,-0.304,9.392,Walking
52.03246992,-9.326,1.374,-0.267,9.43,Walking
52.04253292,-9.363,1.477,-0.262,9.482,Walking
52.05259592,-9.41,1.571,-0.226,9.543,Walking
52.06265892,-9.474,1.674,-0.184,9.623,Walking
52.07272192,-9.606,1.83,-0.145,9.78,Walking
52.08278492,-9.782,1.974,-0.097,9.98,Walking
52.09284792,-10.03,2.149,-0.029,10.258,Walking
52.10291092,-10.333,2.341,0.008,10.595,Walking
52.11297392,-10.534,2.497,0.007,10.826,Walking
52.12303692,-10.654,2.609,-0.08,10.969,Walking
52.13309992,-10.731,2.655,-0.212,11.056,Walking
52.14316192,-10.832,2.674,-0.353,11.163,Walking
52.15322492,-10.872,2.696,-0.467,11.211,Walking
52.16328792,-10.71,2.714,-0.59,11.064,Walking
52.17335092,-10.389,2.746,-0.764,10.773,Walking
52.18341392,-10.066,2.793,-0.963,10.491,Walking
52.19347692,-9.908,2.849,-1.157,10.374,Walking
52.20353992,-9.896,2.87,-1.346,10.391,Walking
52.21360292,-9.932,2.883,-1.446,10.443,Walking
52.22366592,-10.057,2.861,-1.572,10.574,Walking
52.23372892,-10.302,2.869,-1.633,10.818,Walking
52.24379192,-10.641,2.872,-1.621,11.14,Walking
52.25385492,-11.107,2.847,-1.53,11.568,Walking
52.26391792,-11.735,2.818,-1.479,12.158,Walking
52.27398092,-12.278,2.777,-1.276,12.653,Walking
52.28404392,-12.592,2.765,-1.094,12.938,Walking
52.29410692,-12.844,2.837,-0.997,13.191,Walking
52.30416992,-13.17,2.926,-1.044,13.531,Walking
52.31423292,-13.445,3.014,-1.089,13.822,Walking
52.32429492,-13.544,3.14,-1.007,13.94,Walking
52.33435792,-13.667,3.297,-0.905,14.089,Walking
52.34442092,-13.793,3.285,-0.906,14.207,Walking
52.35448392,-13.644,3.233,-0.752,14.042,Walking
52.36454692,-13.152,3.244,-0.652,13.561,Walking
52.37460992,-12.35,3.174,-0.68,12.77,Walking
52.38467292,-11.536,3.025,-0.878,11.958,Walking
52.39473592,-10.864,2.771,-1.089,11.264,Walking
52.40479892,-10.446,2.477,-1.391,10.825,Walking
52.41486192,-10.211,2.237,-1.55,10.568,Walking
52.42492492,-10.172,2.075,-1.696,10.519,Walking
52.43498792,-10.223,1.936,-1.703,10.543,Walking
52.44505092,-10.35,1.759,-1.726,10.639,Walking
52.45511392,-10.789,1.525,-1.895,11.059,Walking
52.46517692,-11.54,1.268,-1.759,11.742,Walking
52.47523992,-12.371,1.067,-1.704,12.533,Walking
52.48530292,-12.4,0.915,-1.448,12.518,Walking
52.49536592,-11.688,0.787,-1.254,11.781,Walking
52.50542892,-11.047,0.82,-1.4,11.165,Walking
52.51549092,-10.759,0.773,-1.73,10.925,Walking
52.52555392,-10.645,0.704,-1.667,10.797,Walking
52.53561692,-10.581,0.65,-1.037,10.651,Walking
52.54567992,-10.33,0.592,0.67,10.368,Walking
52.55574292,-9.791,0.54,3.256,10.333,Walking
52.56580592,-10.212,0.439,2.998,10.652,Walking
52.57586892,-10.352,0.359,1.155,10.422,Walking
52.58593192,-9.814,0.137,-0.195,9.816,Walking
52.59599492,-9.495,0.103,-0.933,9.542,Walking
52.60605792,-9.25,0.115,-0.544,9.266,Walking
52.61612092,-9.045,0.201,0.073,9.047,Walking
52.62618392,-8.65,0.287,0.552,8.672,Walking
52.63624692,-8.169,0.34,1.033,8.241,Walking
52.64630992,-7.832,0.466,1.008,7.91,Walking
52.65637292,-7.598,0.633,0.655,7.652,Walking
52.66643592,-7.583,0.714,0.29,7.622,Walking
52.67649892,-7.518,0.745,0.231,7.558,Walking
52.68656192,-7.467,0.765,0.348,7.514,Walking
52.69662392,-7.429,0.731,0.426,7.477,Walking
52.70668692,-7.402,0.664,0.433,7.444,Walking
52.71674992,-7.465,0.628,0.371,7.501,Walking
52.72681292,-7.597,0.639,0.248,7.628,Walking
52.73687592,-7.806,0.585,0.163,7.83,Walking
52.74693554,-8.077,0.496,0.146,8.094,Walking
52.75699854,-8.325,0.45,0.208,8.34,Walking
52.76706154,-8.463,0.439,0.229,8.478,Walking
52.77712454,-8.687,0.403,0.159,8.698,Walking
52.78718754,-9.076,0.366,0.122,9.084,Walking
52.79725054,-9.536,0.36,0.117,9.544,Walking
52.80731354,-10.088,0.38,0.129,10.096,Walking
52.81737654,-10.731,0.386,0.104,10.738,Walking
52.82743954,-11.291,0.371,0.117,11.298,Walking
52.83750254,-11.767,0.363,0.119,11.773,Walking
52.84756554,-12.029,0.304,0.043,12.033,Walking
52.85762854,-12.02,0.182,-0.181,12.022,Walking
52.86769154,-11.84,0.073,-0.474,11.85,Walking
52.87775454,-11.534,0.025,-0.692,11.554,Walking
52.88781654,-11.063,0.085,-0.761,11.09,Walking
52.89787954,-10.471,0.248,-0.801,10.505,Walking
52.90794254,-10.065,0.42,-1.041,10.127,Walking
52.91800554,-10.137,0.384,-1.56,10.264,Walking
52.92806854,-10.457,0.192,-1.908,10.631,Walking
52.93813154,-10.771,0.076,-1.866,10.932,Walking
52.94819454,-10.718,0.031,-1.504,10.823,Walking
52.95825754,-10.645,0.078,-1.494,10.749,Walking
52.96832054,-10.443,0.088,-1.751,10.589,Walking
52.97838354,-10.047,0.106,-1.887,10.223,Walking
52.98844654,-9.731,0.259,-1.852,9.909,Walking
52.99850954,-9.422,0.464,-1.708,9.587,Walking
53.00857254,-9.074,0.642,-1.668,9.249,Walking
53.01863554,-8.844,0.764,-1.753,9.049,Walking
53.02869854,-8.762,0.806,-1.822,8.986,Walking
53.03876154,-8.882,0.837,-1.848,9.111,Walking
53.04882454,-9.125,0.865,-1.84,9.349,Walking
53.05888754,-9.299,0.883,-1.692,9.493,Walking
53.06895054,-9.387,0.894,-1.526,9.552,Walking
53.07901354,-9.27,0.97,-1.35,9.418,Walking
53.08907554,-8.968,1.087,-1.27,9.123,Walking
53.09913854,-8.58,1.237,-1.216,8.754,Walking
53.10920154,-8.207,1.396,-1.17,8.407,Walking
53.11926454,-7.878,1.531,-1.11,8.102,Walking
53.12932754,-7.685,1.653,-1.07,7.934,Walking
53.13939054,-7.669,1.773,-1.064,7.943,Walking
53.14945354,-7.822,1.886,-1.073,8.118,Walking
53.15951654,-8.104,1.999,-1.038,8.411,Walking
53.16957954,-8.345,2.101,-1.024,8.666,Walking
53.17964254,-8.589,2.217,-1.078,8.936,Walking
53.18970554,-8.836,2.393,-1.115,9.222,Walking
53.19976854,-9.119,2.627,-1.066,9.549,Walking
53.20983154,-9.375,2.875,-0.942,9.851,Walking
53.21989454,-9.625,3.132,-0.782,10.152,Walking
53.22995754,-10.033,3.417,-0.636,10.618,Walking
53.24002054,-10.226,3.594,-0.493,10.851,Walking
53.25008354,-10.341,3.669,-0.477,10.983,Walking
53.26014654,-10.36,3.679,-0.589,11.01,Walking
53.27020954,-10.31,3.669,-0.78,10.972,Walking
53.28027254,-10.285,3.672,-0.984,10.966,Walking
53.29033554,-9.998,3.639,-1.077,10.694,Walking
53.30039754,-9.457,3.631,-1.126,10.193,Walking
53.31046054,-9.037,3.666,-1.312,9.84,Walking
53.32052354,-8.747,3.685,-1.461,9.603,Walking
53.33058654,-8.699,3.703,-1.5,9.573,Walking
53.34064954,-8.973,3.719,-1.449,9.821,Walking
53.35071254,-9.585,3.721,-1.336,10.368,Walking
53.36077554,-10.579,3.69,-1.183,11.266,Walking
53.37083854,-11.707,3.628,-0.955,12.293,Walking
53.38090154,-12.764,3.559,-0.659,13.268,Walking
53.39096454,-13.657,3.55,-0.392,14.116,Walking
53.40102754,-14.462,3.519,-0.18,14.885,Walking
53.41109054,-15.183,3.437,0.024,15.567,Walking
53.42115354,-15.762,3.347,0.151,16.114,Walking
53.43121654,-16.094,3.23,0.211,16.416,Walking
53.44127954,-16.136,3.017,0.157,16.416,Walking
53.45134254,-15.845,2.782,0.008,16.087,Walking
53.46140554,-15.103,2.642,-0.032,15.332,Walking
53.47146854,-13.979,2.681,0.095,14.234,Walking
53.48153154,-12.574,2.795,0.276,12.884,Walking
53.49159454,-11.148,2.913,0.404,11.53,Walking
53.50165754,-9.914,2.994,0.461,10.366,Walking
53.51171954,-8.98,3.007,0.486,9.483,Walking
53.52178254,-8.449,2.909,0.514,8.95,Walking
53.53184554,-8.397,2.736,0.473,8.845,Walking
53.54190854,-8.637,2.495,0.525,9.005,Walking
53.55197154,-9.026,2.259,0.624,9.325,Walking
53.56203454,-9.432,2.029,0.72,9.675,Walking
53.57209754,-9.842,1.811,0.747,10.035,Walking
53.58216054,-10.241,1.616,0.767,10.396,Walking
53.59222354,-10.532,1.462,0.785,10.662,Walking
53.60228654,-10.777,1.357,0.762,10.888,Walking
53.61234954,-11.008,1.229,0.746,11.101,Walking
53.62241254,-11.179,1.086,0.699,11.253,Walking
53.63247554,-11.311,0.941,0.635,11.368,Walking
53.64253854,-11.506,0.835,0.578,11.551,Walking
53.65260154,-11.671,0.737,0.553,11.708,Walking
53.66266454,-11.659,0.647,0.542,11.689,Walking
53.67272754,-11.526,0.552,0.496,11.55,Walking
53.68279054,-11.322,0.45,0.413,11.338,Walking
53.69285354,-11.025,0.402,0.37,11.038,Walking
53.70291654,-10.657,0.398,0.334,10.67,Walking
53.71297854,-10.354,0.429,0.264,10.366,Walking
53.72304154,-10.075,0.449,0.205,10.087,Walking
53.73310454,-9.695,0.435,0.188,9.707,Walking
53.74316775,-9.276,0.435,0.154,9.287,Walking
53.75323075,-8.879,0.456,0.129,8.892,Walking
53.76329375,-8.619,0.523,0.107,8.635,Walking
53.77335675,-8.642,0.6,0.092,8.663,Walking
53.78341975,-8.56,0.633,0.167,8.585,Walking
53.79348275,-8.291,0.677,0.248,8.322,Walking
53.80354575,-7.942,0.739,0.215,7.979,Walking
53.81360875,-7.673,0.746,0.152,7.711,Walking
53.82367175,-7.473,0.733,0.104,7.509,Walking
53.83373475,-7.242,0.682,0.197,7.277,Walking
53.84379775,-7.359,0.672,0.172,7.391,Walking
53.85386075,-7.663,0.657,0.178,7.693,Walking
53.86392375,-7.915,0.562,0.239,7.939,Walking
53.87398675,-8.249,0.498,0.244,8.267,Walking
53.88404975,-8.699,0.437,0.217,8.713,Walking
53.89411275,-9.211,0.342,0.192,9.219,Walking
53.90417575,-9.86,0.25,0.137,9.864,Walking
53.91423875,-10.608,0.172,0.149,10.61,Walking
53.92430175,-11.237,0.083,0.167,11.238,Walking
53.93436375,-11.706,-0.008,0.163,11.707,Walking
53.94442675,-12.104,-0.082,0.131,12.105,Walking
53.95448975,-12.351,-0.14,0.138,12.353,Walking
53.96455275,-12.375,-0.128,0.115,12.376,Walking
53.97461575,-12.211,-0.108,-0.043,12.212,Walking
53.98467875,-11.819,-0.118,-0.293,11.823,Walking
53.99474175,-11.169,-0.004,-0.413,11.177,Walking
54.00480475,-10.405,0.214,-0.488,10.419,Walking
54.01486775,-9.738,0.404,-0.627,9.767,Walking
54.02493075,-9.388,0.471,-0.944,9.447,Walking
54.03499375,-9.229,0.442,-1.322,9.333,Walking
54.04505675,-9.019,0.404,-1.445,9.143,Walking
54.05511975,-8.699,0.456,-1.428,8.827,Walking
54.06518275,-8.456,0.522,-1.509,8.605,Walking
54.07524575,-8.335,0.542,-1.674,8.518,Walking
54.08530875,-8.291,0.568,-1.829,8.509,Walking
54.09537175,-8.292,0.66,-1.898,8.532,Walking
54.10543475,-8.354,0.8,-1.907,8.606,Walking
54.11549775,-8.474,0.976,-1.904,8.74,Walking
54.12556075,-8.739,1.148,-1.92,9.02,Walking
54.13562375,-9.122,1.2,-1.909,9.397,Walking
54.14568675,-9.394,1.183,-1.83,9.643,Walking
54.15574875,-9.537,1.195,-1.724,9.765,Walking
54.16581175,-9.674,1.249,-1.691,9.9,Walking
54.17587475,-9.696,1.306,-1.677,9.926,Walking
54.18593775,-9.566,1.389,-1.63,9.803,Walking
54.19600075,-9.333,1.521,-1.606,9.591,Walking
54.20606375,-9.1,1.645,-1.596,9.384,Walking
54.21612675,-8.893,1.732,-1.536,9.189,Walking
54.22618975,-8.694,1.779,-1.474,8.996,Walking
54.23625275,-8.596,1.808,-1.456,8.904,Walking
54.24631575,-8.567,1.825,-1.445,8.877,Walking
54.25637875,-8.591,1.835,-1.443,8.902,Walking
54.26644175,-8.674,1.879,-1.404,8.985,Walking
54.27650475,-8.885,1.952,-1.369,9.199,Walking
54.28656775,-9.01,2.016,-1.325,9.327,Walking
54.29663075,-9.067,2.104,-1.301,9.399,Walking
54.30669375,-9.23,2.187,-1.314,9.576,Walking
54.31675675,-9.354,2.262,-1.283,9.709,Walking
54.32681975,-9.435,2.369,-1.251,9.808,Walking
54.33688275,-9.524,2.51,-1.232,9.926,Walking
54.34694575,-9.643,2.644,-1.21,10.072,Walking
54.35700875,-9.761,2.773,-1.198,10.217,Walking
54.36707175,-9.835,2.888,-1.146,10.314,Walking
54.37713375,-9.797,2.979,-1.122,10.301,Walking
54.38719675,-9.778,3.05,-1.138,10.305,Walking
54.39725975,-9.651,3.01,-1.244,10.186,Walking
54.40732275,-9.497,2.921,-1.331,10.025,Walking
54.41738575,-9.685,2.808,-1.552,10.203,Walking
54.42744875,-9.74,2.602,-1.684,10.222,Walking
54.43751175,-9.782,2.514,-1.768,10.254,Walking
54.44757475,-9.802,2.56,-1.79,10.288,Walking
54.45763775,-9.84,2.629,-1.798,10.343,Walking
54.46770075,-10.147,2.68,-1.884,10.662,Walking
54.47776375,-10.553,2.64,-1.935,11.049,Walking
54.48782675,-11.068,2.55,-1.91,11.518,Walking
54.49788975,-11.726,2.494,-1.849,12.13,Walking
54.50795275,-12.298,2.511,-1.695,12.665,Walking
54.51801575,-12.862,2.541,-1.586,13.206,Walking
54.52807875,-13.454,2.543,-1.571,13.782,Walking
54.53814175,-13.885,2.526,-1.598,14.203,Walking
54.54820475,-14.097,2.562,-1.614,14.418,Walking
54.55826775,-14.146,2.668,-1.55,14.479,Walking
54.56833075,-14.222,2.694,-1.499,14.552,Walking
54.57839375,-14.328,2.624,-1.469,14.64,Walking
54.58845675,-14.315,2.591,-1.27,14.603,Walking
54.59851875,-13.806,2.637,-0.953,14.087,Walking
54.60858175,-12.968,2.629,-0.781,13.255,Walking
54.61864475,-12.136,2.5,-0.836,12.419,Walking
54.62870775,-11.482,2.302,-0.862,11.743,Walking
54.63877075,-11.09,2.099,-0.769,11.313,Walking
54.64883375,-11.002,1.912,-0.595,11.183,Walking
54.65889675,-11.049,1.728,-0.3,11.187,Walking
54.66895975,-11.015,1.606,0.173,11.133,Walking
54.67902275,-10.879,1.525,0.688,11.007,Walking
54.68908575,-10.755,1.427,0.877,10.884,Walking
54.69914875,-10.687,1.354,0.572,10.788,Walking
54.70921175,-10.467,1.25,0.165,10.543,Walking
54.71927475,-10.238,1.168,-0.053,10.304,Walking
54.72933775,-10.146,1.102,0.005,10.206,Walking
54.73940475,-10.081,1.03,0.247,10.136,Walking
54.74946775,-9.964,0.987,0.475,10.024,Walking
54.75953075,-9.738,0.956,0.707,9.81,Walking
54.76959375,-9.511,0.924,0.813,9.59,Walking
54.77965675,-9.333,0.871,0.813,9.409,Walking
54.78971975,-9.169,0.83,0.785,9.24,Walking
54.79978275,-9.064,0.832,0.781,9.135,Walking
54.80984575,-8.917,0.788,0.879,8.995,Walking
54.81990875,-8.751,0.769,0.922,8.833,Walking
54.82997075,-8.54,0.73,0.898,8.618,Walking
54.84003375,-8.345,0.676,0.841,8.415,Walking
54.85009675,-8.291,0.63,0.779,8.351,Walking
54.86015975,-8.376,0.593,0.761,8.431,Walking
54.87022275,-8.587,0.593,0.736,8.639,Walking
54.88028575,-8.926,0.569,0.649,8.968,Walking
54.89034875,-9.193,0.462,0.592,9.223,Walking
54.90041175,-9.334,0.379,0.591,9.361,Walking
54.91047475,-9.305,0.35,0.551,9.328,Walking
54.92053775,-9.249,0.347,0.451,9.267,Walking
54.93060075,-9.265,0.388,0.33,9.279,Walking
54.94066375,-9.336,0.448,0.252,9.35,Walking
54.95072675,-9.52,0.482,0.129,9.533,Walking
54.96078975,-9.769,0.445,0.063,9.78,Walking
54.97085275,-9.96,0.364,0.069,9.967,Walking
54.98091575,-10.227,0.296,-0.021,10.231,Walking
54.99097875,-10.791,0.243,-0.237,10.797,Walking
55.00104175,-11.655,0.211,-0.35,11.662,Walking
55.01110475,-12.561,0.147,-0.278,12.565,Walking
55.02116775,-13.226,0.044,-0.223,13.228,Walking
55.03123075,-13.663,-0.079,-0.239,13.665,Walking
55.04129375,-13.929,-0.162,-0.268,13.932,Walking
55.05135675,-14.02,-0.257,-0.29,14.025,Walking
55.06141875,-13.844,-0.376,-0.342,13.853,Walking
55.07148175,-13.535,-0.538,-0.569,13.557,Walking
55.08154475,-13.133,-0.818,-0.833,13.185,Walking
55.09160775,-12.727,-1.028,-1.058,12.813,Walking
55.10167075,-12.397,-1.003,-1.188,12.494,Walking
55.11173375,-11.715,-0.791,-1.082,11.791,Walking
55.12179675,-10.533,-0.403,-0.787,10.57,Walking
55.13185975,-9.103,-0.075,-0.689,9.13,Walking
55.14192275,-7.832,0.017,-1.07,7.905,Walking
55.15198575,-6.942,-0.197,-1.711,7.152,Walking
55.16204875,-6.388,-0.494,-2.235,6.786,Walking
55.17211175,-6.131,-0.726,-2.522,6.669,Walking
55.18217475,-6.253,-0.9,-2.761,6.894,Walking
55.19223775,-6.735,-0.956,-2.926,7.405,Walking
55.20230075,-7.227,-0.98,-3.016,7.892,Walking
55.21236375,-7.661,-1.039,-2.975,8.283,Walking
55.22242675,-7.891,-1.032,-2.639,8.384,Walking
55.23248975,-7.988,-0.869,-2.286,8.354,Walking
55.24255275,-8.161,-0.706,-2.058,8.446,Walking
55.25261575,-8.202,-0.595,-1.823,8.424,Walking
